رقم,اسم_المدرسة,المنطقة_التربوية,نوع_التعليم,طبيعة,جنس_الطلاب,العنوان,الهاتف,المالك,اللغة_الأجنبية
8597,الفرح النموذجية,بنت جبيل,خاص غير مجاني,خاص,مختلطة,,,,
2697,الحياة مودرن سكول,بنت جبيل,خاص غير مجاني,خاص,مختلطة,,,,
4697,مار يوسف الثانوية,بنت جبيل,خاص غير مجاني,خاص,مختلطة,عين ابل - الدير - شارع العام مختمطة,,,
5697,مار يوسف لمارىبات االنطونيات,بنت جبيل,خاص غير مجاني,خاص,مختلطة,دبل - شارع مار يوسف مختمطة 4 1,36056470,خاص,فرنسية+إنكليزية
5997,االمام الميدي,بنت جبيل,خاص غير مجاني,خاص,مختلطة,الجميجمة - عين المزارب - شارع عين الخانوق مختمطة,,,
3808,ثانوية الصداقة,بنت جبيل,خاص غير مجاني,خاص,مختلطة,حاريص - الساحة العامة - شارع العام مختمطة 71,,,
5418,ثانوية مجمع التحرير,بنت جبيل,خاص غير مجاني,خاص,مختلطة,,,,
0138,مدارس االمام الميدي - بنت جبيل,بنت جبيل,خاص غير مجاني,خاص,مختلطة,بنت جبيل - صف اليوا مختمطة,,,
4648,مدرسة البارعم,بنت جبيل,خاص غير مجاني,خاص,مختلطة,تبنين - الكاشف - شارع طريق عام تبنين مختمطة,,,
6058,مدرسة الرضا,بنت جبيل,خاص غير مجاني,خاص,مختلطة,عيتا الشعب - شارع العام مختمطة,,,
2068,مدرسة متوسطة الطميعة الوطنية,بنت جبيل,خاص غير مجاني,خاص,مختلطة,,,,
2168,مدرسة الشروق الحديثة,بنت جبيل,خاص غير مجاني,خاص,مختلطة,عيتا الشعب - ابو طويل - شارع العام مختمطة,,,
5078,تبنين مودرن سكول,بنت جبيل,خاص غير مجاني,خاص,مختلطة,تبنين - شارع تبنبن -بنت جبيل مختمطة 6,,,
6878,مدرسة نور الميدي,بنت جبيل,خاص غير مجاني,خاص,مختلطة,برعشيت - اليوة - شارع العام مختمطة,,,
3097,ثانوية االرز النموذجية,حاصبيا,خاص غير مجاني,خاص,مختلطة,حاصبيا - شارع العام مختمطة,,,
7097,المبنانية الحديثة,حاصبيا,خاص غير مجاني,خاص,مختلطة,حاصبيا - السواد - شارع منطقة ابو قمحة مختمطة,,,
3708,مدرسة دار الحكمة الخاصة,حاصبيا,خاص غير مجاني,خاص,مختلطة,الكفير - مفرق الخموات - شارع العام مختمطة,,,
1848,مدرسة االيمان في العرقوب,حاصبيا,خاص غير مجاني,خاص,مختلطة,اليبارية - النعص - شارع كفرحمام-اليبارية مختمطة,,,
3058,مدرسة المستقبل,حاصبيا,خاص غير مجاني,خاص,مختلطة,حاصبيا - العين - شارع العام مختمطة 1 5,,,
0588,روضة المبلئكة,حاصبيا,خاص غير مجاني,خاص,مختلطة,حاصبيا - الفوقاني - شارع الرئيسي مختمطة,,,
9097,مرجعيون الوطنية,مرجعيون,خاص غير مجاني,خاص,مختلطة,جديدة مرجعيون - القمعة - شارع التكنة مختمطة,,,
1197,االرثوذكسية المتوسطة,مرجعيون,خاص غير مجاني,خاص,مختلطة,جديدة مرجعيون - المدارس مختمطة,,,
8197,ثانوية الطيبة االىمية,مرجعيون,خاص غير مجاني,خاص,مختلطة,,,,
8448,ثانوية جبل عامل,مرجعيون,خاص غير مجاني,خاص,مختلطة,حوال - الصوان - شارع العام مختمطة,,,
2078,سيتي انترناشيونال كولدج,مرجعيون,خاص غير مجاني,خاص,مختلطة,الطيبة - حي العين - شارع حي العين مختمطة,,,
5288,غارند ىيمز كولدج,مرجعيون,خاص غير مجاني,خاص,مختلطة,كفركبل - البمدية - شارع المسيل مختمطة,,,
1059,أرس العين األبتدائية والمتوسطة,بيروت الثانية,خاص غير مجاني,خاص,مختلطة,طريق الجديدة - مخيم صبار - شارع العام مختمطة,,,
5059,ارم اهلل اإلبتدائية المختمطة,بيروت الثانية,خاص غير مجاني,خاص,مختلطة,طريق الجديدة - مخيم شاتيبل - شارع العام مختمطة,93383067,خاص,
7059,الكابري الئلبتدائية المختمطة,بيروت الثانية,خاص غير مجاني,خاص,مختلطة,ماارلياس - مخيم مار الياس - شارع العام مختمطة,,,
9059,البيرة اإلبتدائية المختمطة,ضواحي بيروت القريبة الجنوبية,خاص غير مجاني,خاص,مختلطة,برج البارجنة - الحموي - شارع جمال عبد الناصر مختمطة,,,
4159,جالود المتوسطة لمبنات,ضواحي بيروت القريبة الجنوبية,خاص غير مجاني,خاص,,برج البارجنة - عين السكة - شارع الظريف لمبنات,80905410,خاص,
2159,الكارمة المتوسطة المختمطة,ضواحي بيروت البعيدة الشوف,خاص غير مجاني,خاص,مختلطة,الناعمة - المارح - شارع العام/الجندي الشييد مختمطة,,,
6159,ثانوية بيت جاال,الشوف,خاص غير مجاني,خاص,مختلطة,سبمين - شارع سبمين العام مختمطة,,,
0259,رفح المتوسطة المختمطة,طرابلس المدينة,خاص غير مجاني,خاص,مختلطة,الميناء - 0 - شارع 0 مختمطة,,,
3259,كوكب اإلبتدائية لمبنين,طرابلس الضواحي,خاص غير مجاني,خاص,,"البداوي - مخيم البداوي - شارع المدارس, مقابل محطة سرحان لمبنين",07680117,خاص,
5259,مجدو المتوسطة لمبنبن,طرابلس الضواحي,خاص غير مجاني,خاص,,البداوي - مخيم البداوي - شارع المدارس لمبنين,,,
8259,الرممة المتوسطة لمبنات والبنين,طرابلس الضواحي,خاص غير مجاني,خاص,مختلطة,البداوي - مخيم البداوي - شارع المدارس مختمطة,86774670,خاص,فرنسية+فرنسية
0359,ثانوية الناصرة المختمطة,طرابلس الضواحي,خاص غير مجاني,خاص,مختلطة,البداوي - مخيم البداوي - شارع المدارس مختمطة,98089130,خاص,
1359,ثانوية عمقا المختمطة,عكار,خاص غير مجاني,خاص,مختلطة,نير البارد - مخيم نير البارد - شارع المدارس مختمطة,23876417,خاص,
5359,المنارة االبتدائية المختمطة,عكار,خاص غير مجاني,خاص,مختلطة,نير البارد - مخيم نير البارد - شارع المدارس لمبنين,08590007,خاص,
7359,جبل طابور المتوسطة لمبنين,عكار,خاص غير مجاني,خاص,,نير البارد - مخيم نير البارد - شارع البحر لمبنين,,,
9359,عين كارم المتوسطة المختمطة,عكار,خاص غير مجاني,خاص,مختلطة,نير البارد - 0 - شارع البحر مختمطة,,,
2459,جفنة االبتدائية,زحلة الضواحي,خاص غير مجاني,خاص,مختلطة,تعمبايا - عين الزىور - شارع العين مختمطة,42860580,خاص,
4459,وادي الحوارث المتوسطة,زحلة القضاء,خاص غير مجاني,خاص,مختلطة,بارلياس - المغاسل مختمطة,,,
1459,ثانوية القسطل المختمطة,بعلبك,خاص غير مجاني,خاص,مختلطة,بعمبك - مخيم ويفل - شارع كميل شمعون مختمطة,,,
0559,عكا االبتدائية المختمطة,صيدا المدينة,خاص غير مجاني,خاص,مختلطة,صيدا (م) - باب الساري - شارع باب الساري مختمطة,72143770,خاص,
4559,مدرسة نابمس المتوسطة لمبنات,صيدا المدينة,خاص غير مجاني,خاص,,صيدا (م) - الدكرمان - شارع الست نفيسة لمبنات,,,
6559,الصخرة المتوسطة المختمطة,صيدا المدينة,خاص غير مجاني,خاص,مختلطة,سيروب - النبعة - شارع سيروب مختمطة,,,
7559,دير القاسي اإلبتدائية و المتوسطة,صيدا الضواحي,خاص غير مجاني,خاص,مختلطة,المية ومية - النبعة - شارع سيروب مختمطة,,,
2659,قبية المتوسطة لمبنات,صيدا الضواحي,خاص غير مجاني,خاص,,,,,
4659,حطين االبتدائية والمتوسطة لمبنين,صيدا الضواحي,خاص غير مجاني,خاص,,عين الحموة - مخيم عين الحموه - شارع العام لمبنين,,,
6659,السموع االبتدائية والمتوسطة لمبنين,صيدا الضواحي,خاص غير مجاني,خاص,,عين الحموة - مخيم عين الحموه - شارع الفوقاني لمبنين,,,
7659,صفد االبتدائية لمبنين,صيدا الضواحي,خاص غير مجاني,خاص,,عين الحموة - مخيم عين الحموه - شارع العام لمبنين 4 31,,,
8659,عسقبلن اإلبتدائية والمتوسطة المختمطة,صيدا الضواحي,خاص غير مجاني,خاص,مختلطة,المية ومية - 0 - شارع شارع العام مختمطة,,,
9659,ثانوية بيسان المختمطة,صيدا الضواحي,خاص غير مجاني,خاص,مختلطة,عين الحموة - مخيم عين الحموه - شارع العام مختمطة 2 34,95005770,خاص,
9559,العوجا اإلبتدائية والمتوسطة,صيدا القضاء,خاص غير مجاني,خاص,مختلطة,عدلون - العرش - شارع قرب الشارع العام مختمطة,,,
0759,الشجرة اإلبتدائية والمتوسطة لمبنين,صور,خاص غير مجاني,خاص,,البص - مخيم البص - شارع مستشفى الحكومي لمبنين,,,
2759,نمرين المتوسطة لمبنات,صور,خاص غير مجاني,خاص,,البص - مخيم البص - شارع العام لمبنات,,,
4759,الطنطورة االبتدائية المختمطة,صور,خاص غير مجاني,خاص,مختلطة,معشوق - 0 - شارع العام مختمطة,19436607,خاص,
7759,عين العسل اإلبتدائية والمتوسطة لمبنين,صور,خاص غير مجاني,خاص,,الرشيدية - مخيم الرشيديو - شارع الرئيسي لمدخل المخيم لمبنين,77906107,خاص,
8759,النقب المتوسطة المختمطة,صور,خاص غير مجاني,خاص,مختلطة,الرشيدية - مخيم الرشيديو - شارع المدارس/فرن القسطل مختمطة 5 81,89235330,خاص,
9759,القادسية اإلبتدائية والمتوسطة,صور,خاص غير مجاني,خاص,,الرشيدية - مخيم الرشيديو - شارع المدارس لمبنات,09404810,خاص,
