رقم,اسم_المدرسة,المنطقة_التربوية,نوع_التعليم,طبيعة,جنس_الطلاب,العنوان,الهاتف,المالك,اللغة_الأجنبية
1278,مدرسة مبللة,زحلة الضواحي,خاص غير مجاني,خاص,مختلطة,سعدنايل - سعد نايل - شارع القاطوع مختمطة,55131580,خاص,
5588,مدرسة مياارت لمتربية المختصة,زحلة الضواحي,خاص غير مجاني,خاص,مختلطة,,,,
7588,مركز العمووم والتكنولوجيا التربوي,زحلة الضواحي,خاص غير مجاني,خاص,مختلطة,شتوار - البنك االسود - شارع البنك االسود مختمطة,,,
9688,مدرسة بريج,زحلة الضواحي,خاص غير مجاني,خاص,مختلطة,تعمبايا - حمويات جابر - شارع العام مختمطة,,,
3277,ثانوية الغدير المختمطو,زحلة القضاء,خاص غير مجاني,خاص,مختلطة,رياق - شارع العام مختمطة,55600980,خاص,فرنسية+فرنسية
7277,اكميريكية القديسة حنة,زحلة القضاء,خاص غير مجاني,خاص,مختلطة,رياق - قرب المطار العسكري مختمطة,,,
1377,مدرسة سيدة النياح الثانوية لمارىبات المخمصيات,زحلة القضاء,خاص غير مجاني,خاص,مختلطة,ابمح - شارع كنيسة سيدة النياح مختمطة,,,
4377,ثانوية االمام الجواد,زحلة القضاء,خاص غير مجاني,خاص,مختلطة,عمي النيري - حوش الغنم - شارع قرب تعاضد جيش رياق مختمطة,,,
6377,النيضة العممية الثانية التكميمية,زحلة القضاء,خاص غير مجاني,خاص,مختلطة,عمي النيري - البستان مختمطة 1,92925907,خاص,
9377,االخوة الوطنية,زحلة القضاء,خاص غير مجاني,خاص,مختلطة,بارلياس - المغاسل - شارع العام مختمطة,,,
1477,ثانوية االمين المختمطة,زحلة القضاء,خاص غير مجاني,خاص,مختلطة,بارلياس - شارع البمدة مختمطة 3,,,
2477,الوادي االخضر,زحلة القضاء,خاص غير مجاني,خاص,مختلطة,بارلياس - البستان مختمطة,,,
7477,ثانوية كالوسد كمبنكيان,زحلة القضاء,خاص غير مجاني,خاص,مختلطة,عنجر - حوش موسى-حي ىاارتس مختمطة,,,
0577,المناىل,زحلة القضاء,خاص غير مجاني,خاص,مختلطة,,,,
4577,االنجيمية الوطنية,زحلة القضاء,خاص غير مجاني,خاص,مختلطة,قب الياس - قب الياس-حي الرمال مختمطة,,,
5577,ارىبات سيدة الرسل,زحلة القضاء,خاص غير مجاني,خاص,مختلطة,قب الياس - حي السريج مختمطة 9 55,,,
6577,قب الياس االىمية,زحلة القضاء,خاص غير مجاني,خاص,مختلطة,قب الياس - المزينو - شارع البولفار مختمطة,,,
4808,جمعية المبارت الخيرية (مدرسة االمام الكاظم-4),زحلة القضاء,خاص غير مجاني,خاص,مختلطة,عمي النيري - حوش الغنم - شارع قرب تعاضد جيش رياق مختمطة 31 46,,,
1618,ثانوية االسقفية الكاثوليكية,زحلة القضاء,خاص غير مجاني,خاص,مختلطة,بارلياس - شارع الطريق العام مختمطة,,,
5128,ازىر البقاع,زحلة القضاء,خاص غير مجاني,خاص,مختلطة,مجدل عنجر - االكرمية - شارع االزىر مختمطة,,,
2748,األمل الحديثة,زحلة القضاء,خاص غير مجاني,خاص,مختلطة,رياق - السنتارل - شارع العام مختمطة,,,
2758,الميسيو ايديال رياق,زحلة القضاء,خاص غير مجاني,خاص,مختلطة,رياق - المشفى - شارع العام مختمطة,,,
4368,ثانوية الحكمة الدولية,زحلة القضاء,خاص غير مجاني,خاص,مختلطة,,,,
7568,مدرسة االندلس,زحلة القضاء,خاص غير مجاني,خاص,مختلطة,بارلياس - شارع بر الياس مختمطة,,,
3668,ليبانيل انترناشونال كولدج,زحلة القضاء,خاص غير مجاني,خاص,مختلطة,,,,
0178,بارعم الروضة,زحلة القضاء,خاص غير مجاني,خاص,مختلطة,,,,
8178,مدرسة مجدل عنجر,زحلة القضاء,خاص غير مجاني,خاص,مختلطة,مجدل عنجر - المسيل - شارع المسيل مختمطة,,,
0278,مدرسة الطمياني,زحلة القضاء,خاص غير مجاني,خاص,مختلطة,بارلياس - سيم الحجر مختمطة,,,
8678,مدرسة اجيال المواىب,زحلة القضاء,خاص غير مجاني,خاص,مختلطة,,,,
0978,الثانوية الوطنية المبنانية,زحلة القضاء,خاص غير مجاني,خاص,مختلطة,,,,
5978,المدرسة االكاديمية العالمية لمعموم,زحلة القضاء,خاص غير مجاني,خاص,مختلطة,عمي النيري - شارع العام مختمطة,,,
1588,ماجدة صالح,زحلة القضاء,خاص غير مجاني,خاص,مختلطة,,,,
0788,جينيوس كيدس سكول loohcS sdik suineG,زحلة القضاء,خاص غير مجاني,خاص,مختلطة,,,,
8577,المستقبل,الهرمل,خاص غير مجاني,خاص,مختلطة,اليرمل - المعالي مختمطة,,,
1677,جمعيةالمبارت الخيرية ثانويةاالمام الباقر(ع),الهرمل,خاص غير مجاني,خاص,مختلطة,اليرمل - المعالي مختمطة,,,
2908,مدرسة البارعم المتوسطة,الهرمل,خاص غير مجاني,خاص,مختلطة,اليرمل - المعالي مختمطة,79710280,خاص,فرنسية+إنكليزية
4488,عقول حرة,الهرمل,خاص غير مجاني,خاص,مختلطة,اليرمل - الحارة مختمطة,,,
7488,صاناريز esirnus,الهرمل,خاص غير مجاني,خاص,مختلطة,اليرمل - الدورة - شارع السيد عباس الموسوي مختمطة 1,,,
4677,التجييز المبنانية التكميمية,بعلبك,خاص غير مجاني,خاص,مختلطة,اميز - شارع العام مختمطة,99898330,خاص,فرنسية+فرنسية
6677,المدرسة المبنانية الحديثة,بعلبك,خاص غير مجاني,خاص,مختلطة,عرسال - ارس السرج - شارع البابين مختمطة,,,
9677,متوسطة التربية الحديثة,بعلبك,خاص غير مجاني,خاص,مختلطة,العين - حقل العضام مختمطة,95052380,خاص,فرنسية+فرنسية
4777,سيدة البقاع - القاع,بعلبك,خاص غير مجاني,خاص,مختلطة,القاع - شارع ماارلياس مختمطة,,,
5777,الفجر النموذجية,بعلبك,خاص غير مجاني,خاص,مختلطة,شعت - شارع العام مختمطة 3 6,,,
8777,المدرسة الحديثة,بعلبك,خاص غير مجاني,خاص,مختلطة,بعمبك - الشيخ حبيب - شارع الشيخ حبيب مختمطة,,,
9777,التكميمية لارىبات القمبين االقدسين,بعلبك,خاص غير مجاني,خاص,مختلطة,الفاكية - مار جرجس مختمطة 3 01,39452380,خاص,
1877,ثانوية االدباء,بعلبك,خاص غير مجاني,خاص,مختلطة,بعمبك - المتربة - شارع حي الصمح/وادي السيل مختمطة,,,
5877,االمام الميدي (ع),بعلبك,خاص غير مجاني,خاص,مختلطة,,,,
1977,ثانوية خميل مطارن االسقفية بإدارة ارىبات القمبين االقدسين,بعلبك,خاص غير مجاني,خاص,مختلطة,بعمبك - 0 - شارع 0 مختمطة,55517380,خاص,فرنسية+إنكليزية
6977,ثانوية الحكمة بعمبك,بعلبك,خاص غير مجاني,خاص,مختلطة,,,,
7977,"غرين سكول""المدرسة الخضارء""",بعلبك,خاص غير مجاني,خاص,مختلطة,دورس - االخضر - شارع التعاضد مختمطة 2 9,,,
8977,مدينة الشمس,بعلبك,خاص غير مجاني,خاص,مختلطة,ايعات - مدرسة ىيمو بولس - شارع المنطرة مختمطة,,,
9977,مانر سكول,بعلبك,خاص غير مجاني,خاص,مختلطة,عين بورضاي - البياض - شارع الطيبة مختمطة 5 12,,,
1087,عمي وىبي شمسطار,بعلبك,خاص غير مجاني,خاص,مختلطة,شمسطار - حقل العميقة - شارع شمسطار /طاريا مختمطة,,,
4087,ثانوية المرتضى,بعلبك,خاص غير مجاني,خاص,مختلطة,بوداي - بعمبك-بوداي - شارع العام مختمطة,,,
6087,مركز البقاع التربوي,بعلبك,خاص غير مجاني,خاص,مختلطة,سرعين التحتا - الطريق العام - شارع زحمة /بعمبك مختمطة,,,
9087,ثانوية االيمان,بعلبك,خاص غير مجاني,خاص,مختلطة,,,,
1187,الثانوية الجعفرية,بعلبك,خاص غير مجاني,خاص,مختلطة,قصرنبا - شارع العام مختمطة 2,,,
6187,متوسطة الباسل,بعلبك,خاص غير مجاني,خاص,مختلطة,بعمبك - الشارونة مختمطة 1 3,04157380,خاص,
0308,ماري دومنيك الثانوية,بعلبك,خاص غير مجاني,خاص,مختلطة,,,,
3308,مدارس الميدي / البازلية,بعلبك,خاص غير مجاني,خاص,مختلطة,,,,
9808,مدرسة المنار الحديثة,بعلبك,خاص غير مجاني,خاص,مختلطة,بعمبك - السيار - شارع العام مختمطة,,,
0618,االمام المنتظر (عج) / بريتال,بعلبك,خاص غير مجاني,خاص,مختلطة,,,,
9818,التكميمية الوطنية المارونية,بعلبك,خاص غير مجاني,خاص,مختلطة,بعمبك - السيار - شارع كميل شمعون مختمطة 3 2,42813830,خاص,فرنسية+فرنسية
0918,النور - عرسال,بعلبك,خاص غير مجاني,خاص,مختلطة,عرسال - الجنوبي مختمطة,,,
9128,مدرسة المبلذ المتوسطة - عرسال,بعلبك,خاص غير مجاني,خاص,مختلطة,عرسال - الجنوبي - شارع المعيصرة مختمطة 1,,,
1038,مدرسة االمام الكاظم,بعلبك,خاص غير مجاني,خاص,مختلطة,النبي شيت - قرب مبرة اإلمام الحسين - شارع العام مختمطة,,,
1438,ثانوية المصطفى (ص) التربوية,بعلبك,خاص غير مجاني,خاص,مختلطة,العين - 0 - شارع 0 مختمطة,73352380,,
3248,سيد األوصياء,بعلبك,خاص غير مجاني,خاص,مختلطة,يونين - الغيضة - شارع العام مختمطة,,,
0348,بعمبك الخاصة,بعلبك,خاص غير مجاني,خاص,مختلطة,بعمبك - المقيس - شارع آل الصمح مختمطة,,,
1548,ثانوية اإليمان,بعلبك,خاص غير مجاني,خاص,مختلطة,,,,
4748,نور الزىارء - بعمبك,بعلبك,خاص غير مجاني,خاص,مختلطة,حدث بعمبك - 0 - شارع السفري - مفرق الخضر مختمطة,,,
5748,ثانوية القائم,بعلبك,خاص غير مجاني,خاص,مختلطة,بريتال - بريتال / السيل - شارع سرعين مختمطة 1 2,,,
0058,ثانوية االمام الحسن (ع),بعلبك,خاص غير مجاني,خاص,مختلطة,بريتال - شارع العام مختمطة,,,
5458,المستقبل الواعد,بعلبك,خاص غير مجاني,خاص,مختلطة,عرسال - وادي االرنب - شارع العام مختمطة,80804280,خاص,
5758,مدرسة بعمبك األىمية,بعلبك,خاص غير مجاني,خاص,مختلطة,بعمبك - الشيخ حبيب - شارع الشيخ حبيب مختمطة,,,
1168,متوسطة السيدة البرج-دير االحمر لارىبات العائمة المقدسة المار,بعلبك,خاص غير مجاني,خاص,مختلطة,,01402380,خاص,
6368,نيو غموبال سكول,بعلبك,خاص غير مجاني,خاص,مختلطة,حوش الارفقة - العام مختمطة 3,,,
7468,مودرن انترناشيونال سكول,بعلبك,خاص غير مجاني,خاص,مختلطة,بعمبك - شارع بعمبك مختمطة,,,
3568,مدرسة النيضة العممية,بعلبك,خاص غير مجاني,خاص,مختلطة,عرسال - وادي الحصن مختمطة 1 1,74404280,خاص,
0668,ثانوية المارم,بعلبك,خاص غير مجاني,خاص,مختلطة,حوش سنيد - شارع حوش سنيد مختمطة,,,
2968,مدرسة روضة طيور الجنة,بعلبك,خاص غير مجاني,خاص,مختلطة,بعمبك (م) - الصمح - شارع الصمح مختمطة,,,
4378,النيضة,بعلبك,خاص غير مجاني,خاص,مختلطة,,,,
3478,ثانوية القمم,بعلبك,خاص غير مجاني,خاص,مختلطة,بعمبك - وادي السيل - شارع آل المقيس مختمطة,,,
2878,مدرسة االكمديمية الكندية,بعلبك,خاص غير مجاني,خاص,مختلطة,,,,
5878,ايديال سكول,بعلبك,خاص غير مجاني,خاص,مختلطة,شمسطار - شارع أرس البياضو مختمطة,,,
1388,دار الحنان الجديدة,بعلبك,خاص غير مجاني,خاص,مختلطة,,78617380,خاص,
1488,مدرسة الزيتونة,بعلبك,خاص غير مجاني,خاص,مختلطة,,,,
0688,ثانوية التميز العممي,بعلبك,خاص غير مجاني,خاص,مختلطة,بعمبك - الصمح - شارع الصمح مختمطة,,,
1888,مدرسة اجيال السبلم سكول,بعلبك,خاص غير مجاني,خاص,مختلطة,,,,
9888,ثانوية االجيال الحديثة,بعلبك,خاص غير مجاني,خاص,مختلطة,,,,
7187,مركز عمر المختار التربوي,البق اع الغربي,خاص غير مجاني,خاص,مختلطة,الخيارة - شارع العام مختمطة,,,
9187,الثناء,البق اع الغربي,خاص غير مجاني,خاص,مختلطة,جب جنين - شارع التحرير مختمطة,,,
3287,تكميمية ارىبات القمبين االقدسين,البق اع الغربي,خاص غير مجاني,خاص,مختلطة,مشغرة - شارع العام مختمطة,88105680,خاص,فرنسية+إنكليزية
5287,مؤسسة اسعد عبود الخيرية,البق اع الغربي,خاص غير مجاني,خاص,مختلطة,عيتنيت - شارع العام مختمطة,,,
6287,ثانوية المخمص,البق اع الغربي,خاص غير مجاني,خاص,مختلطة,صغبين - الساحة - شارع العام مختمطة,39407680,خاص,
7287,يوحنا لودفيك شنمر,البق اع الغربي,خاص غير مجاني,خاص,مختلطة,خربة قنافار - شارع العام مختمطة,,,
9287,سبيل الرشاد,البق اع الغربي,خاص غير مجاني,خاص,مختلطة,,,,
0408,تكميمية المقاصد الخيرية االسبلمية,البق اع الغربي,خاص غير مجاني,خاص,مختلطة,,,,
2408,مركز االبارر التربوي,البق اع الغربي,خاص غير مجاني,خاص,مختلطة,,,,
7918,االمام الحسين المتوسطة,البق اع الغربي,خاص غير مجاني,خاص,مختلطة,,09353680,خاص,
6668,ثانوية الثقافة االسبلمية,البق اع الغربي,خاص غير مجاني,خاص,مختلطة,,,,
7768,مدرسة غرين وود,البق اع الغربي,خاص غير مجاني,خاص,مختلطة,المرج - شارع العام مختمطة 1 2,,,
1078,مدرسة المعونة الدائمة,البق اع الغربي,خاص غير مجاني,خاص,مختلطة,,04236680,,
0387,حارة الشرفة المتوسطة,راشيا,خاص غير مجاني,خاص,مختلطة,ارشيا الوادي - الميدان - شارع الشرفة مختمطة,,,
3387,ثانوية الوادي االزىر,راشيا,خاص غير مجاني,خاص,مختلطة,ارشيا الوادي - عين الحور - شارع مدخل ارشيا مختمطة,,,
1218,مركز صبلح الدين التربوي,راشيا,خاص غير مجاني,خاص,مختلطة,خربة روحا - شارع طريق عام بمدة مدوخا مختمطة,,,
3048,المبنانية العالمية في ارشيا,راشيا,خاص غير مجاني,خاص,مختلطة,ارشيا الوادي - شارع طريق عام ارشيا حاصبيا مختمطة,,,
2858,مدرسة دار الحياة,راشيا,خاص غير مجاني,خاص,مختلطة,ضير االحمر - خمف مستشفى بحمد - شارع 0 مختمطة 1 5,,,
7668,مدرسة البيان و البنيان,راشيا,خاص غير مجاني,خاص,مختلطة,مدوخا - شارع العام مختمطة,,,
5278,مجمع فيصل التربوي,راشيا,خاص غير مجاني,خاص,مختلطة,,,,
7378,مركز الشباب البقاعي التربوي,راشيا,خاص غير مجاني,خاص,مختلطة,,,,
7387,ثانوية االتحاد الوطني,صيدا المدينة,خاص غير مجاني,خاص,مختلطة,صيدا (م) - الدكرمان - شارع القدس مختمطة,,,
9387,ثانوية ارىبات مار يوسف الظيور,صيدا المدينة,خاص غير مجاني,خاص,مختلطة,الشارع - الدكرمان - شارع رياض الصمح مختمطة,,,
2487,ثانوية القمعة,صيدا المدينة,خاص غير مجاني,خاص,مختلطة,الشارع - الدكرمان - شارع معروف سعد مختمطة,,,
4487,ثانوية المقاصد االسبلمية,صيدا المدينة,خاص غير مجاني,خاص,مختلطة,الشارع - رجال االربعين - شارع ضير المير مختمطة,,,
5487,ثانوية رفيق الحريري,صيدا المدينة,خاص غير مجاني,خاص,مختلطة,مكسارلعبد - مكسر العبد - شارع الكنيسات مختمطة 06 39,,,
6487,االيمان النموذجية,صيدا المدينة,خاص غير مجاني,خاص,مختلطة,الشارع - الوسطاني - شارع بستان الكبير مختمطة,58592770,خاص,
7487,االيمان الحديثة,صيدا المدينة,خاص غير مجاني,خاص,مختلطة,الشارع - الوسطاني - شارع بستان الكبير مختمطة 01 54,,,
7797,الحاج بياء الدين الحريري,صيدا المدينة,خاص غير مجاني,خاص,مختلطة,الشارع - الدكرمان - شارع الحسبو الجديدة مختمطة,,,
8487,ثانوية السيدة لمارىبات المخمصيات,صيدا الضواحي,خاص غير مجاني,خاص,مختلطة,,,,
5587,الفنون االنجيمية الوطنية-صيدا ق.ظ.,صيدا الضواحي,خاص غير مجاني,خاص,مختلطة,المية ومية - عين الحموة - شارع فؤاد شياب مختمطة,,,
8797,مار الياس - درب السيم,صيدا الضواحي,خاص غير مجاني,خاص,مختلطة,درب السيم - القاطع - شارع القاطع مختمطة,,,
0897,مدارس الميدي,صيدا الضواحي,خاص غير مجاني,خاص,مختلطة,الغازية - ضيور الغازية مختمطة,,,
1897,ثانوية حسام الدين الحريري,صيدا الضواحي,خاص غير مجاني,خاص,مختلطة,بقسطا - شارع شرحبيل بن حسنة مختمطة 26 501,,,
8608,مدرسة السفير,صيدا الضواحي,خاص غير مجاني,خاص,مختلطة,الغازية - السفير - شارع السفير مختمطة,,,
5628,ثانوية االستجابة,صيدا الضواحي,خاص غير مجاني,خاص,مختلطة,المية ومية - المقبرة الجديدة - شارع الطريق العام مختمطة 4 02,,,
3438,ثانوية صيدا انترناشيونال سكول,صيدا الضواحي,خاص غير مجاني,خاص,مختلطة,عين الدلب - القاطع - شارع طريق جباع مختمطة,,,
2448,ثانوية الفرقان,صيدا الضواحي,خاص غير مجاني,خاص,مختلطة,القرية - المغارة مختمطة,,,
1378,ثانوية لبنان الدولية,صيدا الضواحي,خاص غير مجاني,خاص,مختلطة,عين الدلب - القاطع - شارع العام مختمطة,,,
9587,ثانوية سيدة مغدوشة,صيدا القضاء,خاص غير مجاني,خاص,مختلطة,مغدوشة - السيدة - شارع العام مختمطة,,,
4687,تكميمية زىرة العموم,صيدا القضاء,خاص غير مجاني,خاص,مختلطة,المروانية - شارع البركة مختمطة,,,
8687,متوسطو التكامل,صيدا القضاء,خاص غير مجاني,خاص,مختلطة,,,,
1787,الصرفند المتطورة,صيدا القضاء,خاص غير مجاني,خاص,مختلطة,الصرفند - خيزارن مختمطة,,,
2787,ثانوية االمام عمي لمتربية والتعميم,صيدا القضاء,خاص غير مجاني,خاص,مختلطة,الصرفند - عين القنطرة - شارع عام صيدا صور مختمطة 1 3,,,
4787,ثانوية الشييد مصطفى شمارن,صيدا القضاء,خاص غير مجاني,خاص,مختلطة,البيسارية - المشاع مختمطة,,,
7787,ثانوية الشعمة-ق.ظ,صيدا القضاء,خاص غير مجاني,خاص,مختلطة,الزاررية - الوطى - شارع العام مختمطة 1 2,57778230,خاص,
8787,مدرسة الكارمة,صيدا القضاء,خاص غير مجاني,خاص,مختلطة,الزاررية - البص - شارع العام مختمطة,,,
5897,التأىيل التربوي,صيدا القضاء,خاص غير مجاني,خاص,مختلطة,الصرفند - ضيور الصرفند مختمطة,,,
3338,ليسو الزىارني,صيدا القضاء,خاص غير مجاني,خاص,مختلطة,ارزي - الجامع - شارع العام مختمطة,,,
7068,مدرسة لوى لبلمتياز,صيدا القضاء,خاص غير مجاني,خاص,مختلطة,الصرفند - ضيور الصرفند مختمطة,,,
4468,مدرسة آدم أكاديمي سكول,صيدا القضاء,خاص غير مجاني,خاص,مختلطة,عدلون - الساحة العامة - شارع عدلون مختمطة 1,,,
8468,نور اإليمان,صيدا القضاء,خاص غير مجاني,خاص,مختلطة,قعقعية الصنوبر - الشييد نازر الجواد - شارع قاقعية الصنوبر مختمطة,,,
1688,قاسريم كولدج,صيدا القضاء,خاص غير مجاني,خاص,مختلطة,,,,
2587,صيدون الوطنية (ق.ظ),جزين,خاص غير مجاني,خاص,مختلطة,محاربية - المحاربية - شارع المحاربية مختمطة,,,
2887,تكميمية القمبين االقدسين,جزين,خاص غير مجاني,خاص,مختلطة,جزين - شارع القرقفي مختمطة,38608770,خاص,فرنسية+فرنسية
8578,مركز لبعا,جزين,خاص غير مجاني,خاص,مختلطة,,,,
1297,االنجيمية المبنانية,صور,خاص غير مجاني,خاص,مختلطة,صور - حي الرمل - شارع شارع اإلنجيمية مختمطة,,,
3297,رحاب الزىارء قسم الروضات,صور,خاص غير مجاني,خاص,مختلطة,صور - الرمل - شارع االستارحة مختمطة,43774370,خاص,
6297,االتحاد االبتدائية,صور,خاص غير مجاني,خاص,مختلطة,صور - الرمل - شارع االستارحة مختمطة,,,
0397,جبل عامل,صور,خاص غير مجاني,خاص,,برج الشمالي - المؤسسة - شارع الشييد حسن قصير لمبنين,,,
1397,االنكميزية العالمية,صور,خاص غير مجاني,خاص,مختلطة,برج الشمالي - محطة االسارء - شارع عام مختمطة 4 7,,,
4397,ثانوية الشييد محمد سعد,صور,خاص غير مجاني,خاص,مختلطة,العباسية - شارع طريق عام برج رحال مختمطة 31 92,,,
5397,العاممية الجنوبية المتوسطة,صور,خاص غير مجاني,خاص,مختلطة,,00208370,خاص,
1497,الميسية باستور,صور,خاص غير مجاني,خاص,مختلطة,جويا - البيدر - شارع البيدر مختمطة,,,
4497,الثانوية العممية الحديثة,صور,خاص غير مجاني,خاص,مختلطة,معركة - اإلزحا - شارع داخمي مختمطة,,,
8497,ثانوية اجيال المستقبل,صور,خاص غير مجاني,خاص,مختلطة,,,,
1597,ثانوية المصطفى (ص)صور,صور,خاص غير مجاني,خاص,مختلطة,عين بعال - الحوش - شارع العام مختمطة,,,
2597,ليسو حناوية,صور,خاص غير مجاني,خاص,مختلطة,حناوية - شارع العام مختمطة 32 611,,,
3597,العائمة المقدسة لارىبات العائمة المقدسة المارونيات,صور,خاص غير مجاني,خاص,مختلطة,عمما الشعب - شارع السيدة مختمطة,,,
9608,ايميت,صور,خاص غير مجاني,خاص,مختلطة,العباسية - شارع جل البحر مختمطة,,,
0118,مدرسة الميدي (عج) - صور,صور,خاص غير مجاني,خاص,مختلطة,العباسية - تاج الدين - شارع مفرق معركة مختمطة,,,
8028,ثانوية الزىارء,صور,خاص غير مجاني,خاص,مختلطة,برج الشمالي - امؤسسة - شارع الداخمي مختمطة,,,
4038,ثانوية االمجاد المبنانية,صور,خاص غير مجاني,خاص,مختلطة,برج الشمالي - االمجاد مختمطة 4 5,,,
6038,مدرسة الميادين الدولية,صور,خاص غير مجاني,خاص,مختلطة,البازورية - شارع الرئيسي مختمطة,,,
7738,القسطل النموذجيو المختمطة,صور,خاص غير مجاني,خاص,مختلطة,العباسية - الرز - شارع العام مختمطة 1,,,
8848,ثانوية ستارز كولدج,صور,خاص غير مجاني,خاص,مختلطة,العباسية - ايميت مختمطة,,,
4358,ثانوية قانا الجميل الخاصة,صور,خاص غير مجاني,خاص,مختلطة,قانا - الحافور مختمطة,,,
7558,ثانوية السارج-يانوح,صور,خاص غير مجاني,خاص,مختلطة,يانوح - عام - شارع عام مختمطة,,,
8068,الحسين بن عمي,صور,خاص غير مجاني,خاص,مختلطة,,,,
7268,ثانوية السارج صديقين,صور,خاص غير مجاني,خاص,مختلطة,صديقين - البيارة - شارع طريق عام صديقين جبال البطم مختمطة 6 12,,,
3078,الثانوية االكادمية- الحوش,صور,خاص غير مجاني,خاص,مختلطة,,,,
6078,ثانوية تيروس,صور,خاص غير مجاني,خاص,مختلطة,العباسية - جل البحر - شارع العام مختمطة 6,,,
9278,االكادمية الحديثة لمتعميم,صور,خاص غير مجاني,خاص,مختلطة,,,,
9778,أم.اي.اس.(ماسترز انترناشونال سكول),صور,خاص غير مجاني,خاص,مختلطة,جناتا - خربة عاصي - شارع المرج مختمطة,,,
3688,ثانوية الرواد,صور,خاص غير مجاني,خاص,مختلطة,معركة - شارع العام مختمطة,,,
5887,حبوش الدولية,النبطية,خاص غير مجاني,خاص,مختلطة,حبوش - المدرسة الدولية - شارع طريق عام حبوش عربصاليم مختمطة,,,
7887,االنجيمية الوطنية في النبطية,النبطية,خاص غير مجاني,خاص,مختلطة,النبطية - الميدان - شارع مرجعيون مختمطة,,,
9887,ثانوية السيدة لمارىبات االنطونيات,النبطية,خاص غير مجاني,خاص,مختلطة,النبطية - الارىبات - شارع خمة اليوا مختمطة,,,
2987,لبنان الجديد,النبطية,خاص غير مجاني,خاص,مختلطة,حاروف - الثغرة - شارع متفرع من الشارع العام مختمطة,,,
4987,متوسطة االخاء المبناني,النبطية,خاص غير مجاني,خاص,مختلطة,جبشيت - الكفعمي - شارع الحقولة مختمطة 2 2,75101570,خاص,فرنسية+إنكليزية
5987,ثانوية التربية والتعميم,النبطية,خاص غير مجاني,خاص,مختلطة,الدوير - البطحة - شارع العام مختمطة,,,
6987,االمام الميدي-الشرقية,النبطية,خاص غير مجاني,خاص,مختلطة,الشرقية - الكسارة - شارع داخمي مختمطة 52 47,,,
9987,ايميسا - القصيبو,النبطية,خاص غير مجاني,خاص,مختلطة,القصيبة - الحوطو - شارع العام مختمطة,,,
9897,الميدي,النبطية,خاص غير مجاني,خاص,مختلطة,كفرفيبل - خارج البمدة البريكة مختمطة,,,
0808,الميسيو مونديال النموذجية,النبطية,خاص غير مجاني,خاص,مختلطة,النبطية - كسار زعيتر - شارع زبدين مختمطة,,,
8018,مدرسة النخبة العاممية,النبطية,خاص غير مجاني,خاص,مختلطة,النبطية - جل الزيتونة - شارع قرب مركز كامل يوسف جابر الثقاف مختمطة,,,
0318,متوسطة الوفاء المبناني / جبشيت,النبطية,خاص غير مجاني,خاص,مختلطة,جبشيت - الخمة - شارع العام /جبشيت /عدشيت مختمطة 1 3,,,
2318,ثانوية النيضة,النبطية,خاص غير مجاني,خاص,مختلطة,,,,
3318,ثانوية الرحمة,النبطية,خاص غير مجاني,خاص,مختلطة,,,,
6628,ثانوية آالفاق,النبطية,خاص غير مجاني,خاص,مختلطة,كفرصير - الجوبيا - شارع الشبلل مختمطة,,,
9038,مدرسة السيدة زينب المتوسطة,النبطية,خاص غير مجاني,خاص,مختلطة,حاروف - الوادي - شارع العام مختمطة,06501570,خاص,فرنسية+إنكليزية
8738,متوسطة زين العابدين,النبطية,خاص غير مجاني,خاص,مختلطة,القصيبة - القمع - شارع العام مختمطة,97836730,خاص,
7748,العموم االكاديمية المتخصصة,النبطية,خاص غير مجاني,خاص,مختلطة,زبدين - خمة الميدي - شارع العام مختمطة,,,
1058,مدرسة عيون البارءة,النبطية,خاص غير مجاني,خاص,مختلطة,زبدين - المدارس - شارع مدرسة زبدين الرسمية مختمطة 5,,,
5058,الثانوية االكاديمية - تول,النبطية,خاص غير مجاني,خاص,مختلطة,تول - 0 - شارع مقابل مؤسسة امل التربوية مختمطة,,,
6558,االكاديمية الكندية المبنانية المميزة,النبطية,خاص غير مجاني,خاص,مختلطة,النبطية - المرج - شارع الجامعات مختمطة 1 31,,,
3958,مدرسة النور الشرقية,النبطية,خاص غير مجاني,خاص,مختلطة,,,,
2868,ثانوية الميادين كولدج,النبطية,خاص غير مجاني,خاص,مختلطة,دير الزىارني - شارع الشريفة مختمطة,,,
7878,مدرسة النبطية ىاي سكول,النبطية,خاص غير مجاني,خاص,مختلطة,النبطية - جل الزيتون - شارع شارع مركز كامل يوسف جابر مختمطة,,,
9878,النور مودرن ىاي سكول,النبطية,خاص غير مجاني,خاص,مختلطة,,,,
2088,مدرسة الثانوية الدولية,النبطية,خاص غير مجاني,خاص,مختلطة,قعقعية الجسر - الفيبلت مختمطة,,,
8488,ثانوية الحكمة النموزجية,النبطية,خاص غير مجاني,خاص,مختلطة,كفرتبنيت - مركز الشؤؤن - شارع العام مختمطة,,,
3588,جينيوس ىاي سكول,النبطية,خاص غير مجاني,خاص,مختلطة,حبوش - السيار - شارع السيار مختمطة,,,
5788,ثانوية انترناشونال اي سكول,النبطية,خاص غير مجاني,خاص,مختلطة,,,,
6597,البارعم الجنوبية,بنت جبيل,خاص غير مجاني,خاص,مختلطة,تبنين - تحتاني - شارع فرعي مختمطة,58152370,خاص,فرنسية+إنكليزية
