nom_ar,nom_en,muhafaza_ar,muhafaza_en,wilaya_ar,wilaya_en,type
المدرسه السعيديه بصلاله,Alsaidyah school salalah,محافظة ظفار,Dhofar,صــلالـة,,حكومية / Public
الســـان للتعليم الاساسى للبنين الصفوف (5-12),Alsan Basic Education School for boys grades(5-12),محافظة ظفار,Dhofar,صــلالـة,,حكومية / Public
الســـان للتعليم الاساسى الصفوف (1-12),Alsan Basic Education School grades(1-12),محافظة ظفار,Dhofar,صــلالـة,,حكومية / Public
مدرسة التقوى الخاصة,Altaqwa Private School,محافظة ظفار,Dhofar,صــلالـة,Salalah,خاصة / Private
مدرسة اللوان الربيع الخاصة,Alwan Al Rabee Private School,محافظة ظفار,Dhofar,صــلالـة,Salalah,خاصة / Private
Amaad Private School,Amaad Private School,محافظة ظفار,Dhofar,صــلالـة,Salalah,خاصة / Private
انس بن مالك للتعليم الاساسى للبنين الصفوف (5-6),Anas bin Malik Basic Education School for boys gra,محافظة ظفار,Dhofar,صــلالـة,,حكومية / Public
اشنهيـــــب للتعليم الاساسى الصفوف (1-4),Ashenhaib Basic Education School grades(1 - 4),محافظة ظفار,Dhofar,صــلالـة,,حكومية / Public
اصطــاح للتعليم الاساسى للبنين الصفوف (5-10),Astah Basic Education School for boys grades(5-10),محافظة ظفار,Dhofar,صــلالـة,,حكومية / Public
اصطـــاح للتعليم الاساسى الصفوف (1-10),Astah Basic Education School grades(1-10),محافظة ظفار,Dhofar,صــلالـة,,حكومية / Public
عوقــــــد للتعليم الاساسى للبنات الصفوف (5-6),Awqid Basic Education School for girls grades(5-6),محافظة ظفار,Dhofar,صــلالـة,,حكومية / Public
مدرسة براعم صلالة الخاصة,Baraem Salalah Private School,محافظة ظفار,Dhofar,صــلالـة,Salalah,خاصة / Private
قلعه الفكر للتعليم الاساسى الصفوف(1-4),Basic thought of basic education classes (1-4),محافظة ظفار,Dhofar,صــلالـة,,حكومية / Public
روضة براعم ظفار الخاصة,Braem Dhofar Private Kindergarten,محافظة ظفار,Dhofar,صــلالـة,Salalah,خاصة / Private
المدرسة البريطانية صلالة,British School Salalah (BSS),محافظة ظفار,Dhofar,صــلالـة,Salalah,خاصة / Private
ظفــــار للتعليم الاساسى للبنين الصفوف (11-12),Dhofar Basic Education for boys grades(11-12),محافظة ظفار,Dhofar,صــلالـة,,حكومية / Public
روضة أشبال ظفار الخاصة,Dhofar Cubs Private School - Kindergarten,محافظة ظفار,Dhofar,صــلالـة,Salalah,خاصة / Private
دره ظفــــار للتعليم الاساسى للبنات الصفوف (5-10),Durrat Dhofar for Basic Education for Girls (Grade,محافظة ظفار,Dhofar,صــلالـة,,حكومية / Public
فاطمــه الزهــراء للتعليم الاساسى للبنات الصفوف (7-10),Fatimah Al-Zahraa Basic Education School for girls,محافظة ظفار,Dhofar,صــلالـة,,حكومية / Public
Fatimah Az Zahra Private School,Fatimah Az Zahra Private School,محافظة ظفار,Dhofar,صــلالـة,Salalah,خاصة / Private
غــــــدو للتعليم الاساسى للبنين الصفوف (5-12),Gadaw Basic Education School for boys grades(5-12),محافظة ظفار,Dhofar,صــلالـة,,حكومية / Public
غــــــدو للتعليم الاساسى الصفوف (1-12),Gadaw Basic Education School grades(1-12),محافظة ظفار,Dhofar,صــلالـة,,حكومية / Public
حجيـــف للتعليم الاساسى للبنين الصفوف (5-12),Hajeef Basic Education School for boys grades-,محافظة ظفار,Dhofar,صــلالـة,,حكومية / Public
الامام الغزالى للتعليم الاساسى للبنين الصفوف (5-9),"Imam Al-Ghazali for basic education for boys, grad",محافظة ظفار,Dhofar,صــلالـة,,حكومية / Public
المدرسة الهندية صلالة,Indian School Salalah,محافظة ظفار,Dhofar,صــلالـة,Salalah,خاصة / Private
جوهره العلم للتعليم الاساسى للبنات الصفوف (5-10),"Jewel of Science for Girls' Basic Education, grade",محافظة ظفار,Dhofar,صــلالـة,,حكومية / Public
خالد بن الوليد للتعليم الاساسى للبنين الصفوف (7-9),Khalid bin Al-Waleed Basic Education School (7-9),محافظة ظفار,Dhofar,صــلالـة,,حكومية / Public
خوله بنت حكيم للتعليم الاساسى للبنات الصفوف (10-12),Khawlah bint Hakeem for Basic Educat girls (10-12),محافظة ظفار,Dhofar,صــلالـة,,حكومية / Public
أرض اللبان للتعليم الاساسى الصفوف (1-4),Land of frankincense for basic education grades (1,محافظة ظفار,Dhofar,صــلالـة,,حكومية / Public
مدرسة منارة صلالة الخاصة,Manarat Salalah Private School,محافظة ظفار,Dhofar,صــلالـة,Salalah,خاصة / Private
محمد بن القاسم الثقفى للتعليم الاساسى للبنين الصفوف( 5-10),Mohammed bin Al-Qasim Al-thaqafi Basic Edu (5-10),محافظة ظفار,Dhofar,صــلالـة,,حكومية / Public
Murooj Dhofar Private school,Murooj Dhofar Private school,محافظة ظفار,Dhofar,صــلالـة,Salalah,خاصة / Private
مدرسة نفحات الخاصة,Nafhat Private School,محافظة ظفار,Dhofar,صــلالـة,Salalah,خاصة / Private
نحيــــز للتعليم الاساسى الصفوف (1-10),Naheez basic Education School grades(1-10),محافظة ظفار,Dhofar,صــلالـة,,حكومية / Public
ناشـــب للتعليم الاساسى الصفوف (1-12),Nasheb Basic 1-12,محافظة ظفار,Dhofar,صــلالـة,,حكومية / Public
ناشــــب للتعليم الاساسى للبنين الصفوف (5-12),Nasheb Basic 5-12,محافظة ظفار,Dhofar,صــلالـة,,حكومية / Public
اسامه بن زيد للتعليم الاساسى للبنين الصفوف (5-9),Osamh bin Zaid Basic Education School for boys gra,محافظة ظفار,Dhofar,صــلالـة,,حكومية / Public
Principles Private School,Principles Private School,محافظة ظفار,Dhofar,صــلالـة,Salalah,خاصة / Private
قيرون حيرتــى للتعليم الاساسى للبنين الصفوف (5-9),Qairoon Hairti Basic Education School for boys gra,محافظة ظفار,Dhofar,صــلالـة,,حكومية / Public
قيـــرون حيرتى للتعليم الاساسى الصفوف (1-12),Qairoon Hairti Basic Education School grades(1-12),محافظة ظفار,Dhofar,صــلالـة,,حكومية / Public
قفطــــات للتعليم الاساسى الصفوف (1-10),Quftat Basic Education School grades(1-10),محافظة ظفار,Dhofar,صــلالـة,,حكومية / Public
ريســـوت للتعليم الاساسى للبنين الصفوف (5-12),Raysoot Basic Education School for boys grades(5-1,محافظة ظفار,Dhofar,صــلالـة,,حكومية / Public
ريســــوت للتعليم الاساسى الصفوف (1-12),Raysoot Basic Education School grades(1-12),محافظة ظفار,Dhofar,صــلالـة,,حكومية / Public
رواد الغبيراء للتعليم الاساسى الصفوف ( 1-4),Rowad Al Ghubaira for Basic Education Grades (1-4),محافظة ظفار,Dhofar,صــلالـة,,حكومية / Public
صلاله الغربيـه للتعليم الاساسى الصفوف ( 1-4),Salalah Al-Gharbiah Basic Education School grades(,محافظة ظفار,Dhofar,صــلالـة,,حكومية / Public
صلاله الجديده للتعليم الاساسى الصفوف ( 1-4),Salalah Al-Jadeedah Basic Education School grades(,محافظة ظفار,Dhofar,صــلالـة,,حكومية / Public
صـلاله الشرقيـه للتعليم الاساسى للبنين الصفوف ( 5-10),Salalah Al-Sharqyah Basic Education School for boy,محافظة ظفار,Dhofar,صــلالـة,,حكومية / Public
صـــلاله للتعليم الاساسى  للبنين الصفوف (10-12),Salalah for boys grades(10-12),محافظة ظفار,Dhofar,صــلالـة,,حكومية / Public
Samharam Private School,Samharam Private School,محافظة ظفار,Dhofar,صــلالـة,Salalah,خاصة / Private
شيــــر للتعليم الاساسى للبنات الصفوف (5-12),Sheer Basic Education School for girls grades(5-12,محافظة ظفار,Dhofar,صــلالـة,,حكومية / Public
مدرسة سمهرم الخاصة,Sumhuram Private School,محافظة ظفار,Dhofar,صــلالـة,Salalah,خاصة / Private
طيطـام للتعليم الاساسى للبنين الصفوف (5-12),Teetam Basic Education School for boys grades(5-12,محافظة ظفار,Dhofar,صــلالـة,,حكومية / Public
طيطـــام للتعليم الاساسى الصفوف (1-12),Teetam Basic Education School grades(1-12),محافظة ظفار,Dhofar,صــلالـة,,حكومية / Public
اوبار للتعليم الاساسى الصفوف (1-4),Ubar for basic education grades (1-4),محافظة ظفار,Dhofar,صــلالـة,,حكومية / Public
ام سليم الانصاريه للتعليم الاساسى للبنات الصفوف (5-9),Um Saleem Al-Ansarayah Basic Education School for,محافظة ظفار,Dhofar,صــلالـة,,حكومية / Public
وادى عيــــن للتعليم الاساسى الصفوف ( 1-9 ),Wadi Ain Basic Education School grades(1-9),محافظة ظفار,Dhofar,صــلالـة,,حكومية / Public
زيـــــك للتعليم الاساسى للبنين الصفوف (5-12),Zeek Basic Education School for boys grades(5-12),محافظة ظفار,Dhofar,صــلالـة,,حكومية / Public
زيك للتعليم الاساسى الصفوف (1-4),Zeek Basic Education School grades(1 - 4),محافظة ظفار,Dhofar,صــلالـة,,حكومية / Public
السلطان تيمور بن فيصل للتعليم الاساسى للبنين الصفوف (5-10),al saltan F Basic Education School for boy(5-10)s,محافظة ظفار,Dhofar,صــلالـة,,حكومية / Public
ركبيت للتعليم الاساسى  للبنين الصفوف (5-10),rakbeet Basic Education School for boys grades(5-,محافظة ظفار,Dhofar,صــلالـة,,حكومية / Public
مدرسة المناهل الخاصة بنات,مدرسة المناهل الخاصة بنات,محافظة ظفار,Dhofar,صــلالـة,Salalah,خاصة / Private
مدرسة ديوان المعارف الخاصة,مدرسة ديوان المعارف الخاصة,محافظة ظفار,Dhofar,صــلالـة,Salalah,خاصة / Private
مدرسة روائع المعرفة الخاصة,مدرسة روائع المعرفة الخاصة,محافظة ظفار,Dhofar,صــلالـة,Salalah,خاصة / Private
مدرسة ريدان الخاصة,مدرسة ريدان الخاصة,محافظة ظفار,Dhofar,صــلالـة,Salalah,خاصة / Private
مدرسة سبل السلام الخاصة,مدرسة سبل السلام الخاصة,محافظة ظفار,Dhofar,صــلالـة,Salalah,خاصة / Private
مدرسة صلالة الخاصة,مدرسة صلالة الخاصة,محافظة ظفار,Dhofar,صــلالـة,Salalah,خاصة / Private
مدرسة ضياء البيان الخاصة,مدرسة ضياء البيان الخاصة,محافظة ظفار,Dhofar,صــلالـة,Salalah,خاصة / Private
مدرسة نور العِلم الخاصة,مدرسة نور العِلم الخاصة,محافظة ظفار,Dhofar,صــلالـة,Salalah,خاصة / Private
مدرسة نور ظفار الخاصة,مدرسة نور ظفار الخاصة,محافظة ظفار,Dhofar,صــلالـة,Salalah,خاصة / Private
دهـق درى للتعليم الاساسى للبنين الصفوف (5-10),Dahaq Dree Basic Education School grades(5-10),محافظة ظفار,Dhofar,ضلكوت,,حكومية / Public
ضلكــــوت للتعليم الاساسى للبنين الصفوف (5-12),Dhalkut Basic Education School for boys(5-12),محافظة ظفار,Dhofar,ضلكوت,,حكومية / Public
ضلكــــوت للتعليم الاساسى  الصفوف (1-12),Dhalkut Basic Education School grades(1-12),محافظة ظفار,Dhofar,ضلكوت,,حكومية / Public
حفــــوف للتعليم الاساسى الصفوف (1-10),Hufoof Basic Education School grades(1-10),محافظة ظفار,Dhofar,ضلكوت,,حكومية / Public
خضرافـى للتعليم الاساسى للبنين الصفوف (5-12),Khadrafi BAISC Education School for boys (5-12(,محافظة ظفار,Dhofar,ضلكوت,,حكومية / Public
ديم للتعليم الاساسى الصفوف (1-12),deem Basic Education School grades(1-122)(,محافظة ظفار,Dhofar,ضلكوت,,حكومية / Public
السيده ميزون بنت احمد للتعليم الاساسى للبنات الصفوف( 5-12),AL-Sayadah Mezoon bint Ahmed Basic 5-12,محافظة ظفار,Dhofar,طاقة,,حكومية / Public
السلام للتعليم الاساسى الصفوف (1-4),AL-Sslam Basic Education School grades(1-4),محافظة ظفار,Dhofar,طاقة,,حكومية / Public
مدرسة التنوير الخاصة,Al Tanweer Private School,محافظة ظفار,Dhofar,طاقة,Taqah,خاصة / Private
التوحيد للتعليم الاساسى الصفوف (1-4),Al-Tawhid for Basic Education Grades (1-4),محافظة ظفار,Dhofar,طاقة,,حكومية / Public
جبجـــات للتعليم الاساسى الصفوف (1-12),Gebgat Basic 1-12,محافظة ظفار,Dhofar,طاقة,,حكومية / Public
جبجــات للتعليم الاساسى للبنين الصفوف (5-12),Gebgat Basic 5-12,محافظة ظفار,Dhofar,طاقة,,حكومية / Public
جيلـــــوب للتعليم الاساسى للبنين الصفوف (5-12),Geloob 5-12,محافظة ظفار,Dhofar,طاقة,,حكومية / Public
حطيـــن للتعليم الاساسى  للبنين الصفوف( 5-12),Heteen Basic Education School for boys grades(5-12,محافظة ظفار,Dhofar,طاقة,,حكومية / Public
جيلـــــوب للتعليم الاساسى الصفوف (1-12),Jayloob Basic Education School grades(1-12),محافظة ظفار,Dhofar,طاقة,,حكومية / Public
خبـــــرارت للتعليم الاساسى الصفوف (1-12),Khabrart Basic Education School grades(1-12),محافظة ظفار,Dhofar,طاقة,,حكومية / Public
مدينه الحــق للتعليم الاساسى الصفوف (1-12),Madainat Al-haq Basic Education School  1-12,محافظة ظفار,Dhofar,طاقة,,حكومية / Public
مدينه الحـــق للتعليم الاساسى للبنين الصفوف (5-12),Madainat Al-haq basic Education School  5-12,محافظة ظفار,Dhofar,طاقة,,حكومية / Public
شيحيـــت للتعليم الاساسى الصفوف (1-12),Sheheet Basic 1-12,محافظة ظفار,Dhofar,طاقة,,حكومية / Public
شيحيـــت للتعليم الاساسى للبنين الصفوف (5-12),Sheheet Basic Education School for boys 5-12,محافظة ظفار,Dhofar,طاقة,,حكومية / Public
الفكر للتعليم الاساسى الصفوف(1-4),AL-Fiker Basic Education School grades(1-4),محافظة ظفار,Dhofar,مرباط,,حكومية / Public
الامانه للتعليم الاساسى الصفوف (1-4),Al-amanah Basic Education School grades(1-4),محافظة ظفار,Dhofar,مرباط,,حكومية / Public
مدرسة دوحة مرباط الخاصة,Doha Mirbat Private School,محافظة ظفار,Dhofar,مرباط,Mirbat,خاصة / Private
ابن خلـــدون للتعليم الاساسى للبنين الصفوف (5-12),Ibn Khuldoon Basic Education School for boys(5-12),محافظة ظفار,Dhofar,مرباط,,حكومية / Public
خديجه بنت خويلــد للتعليم الاساسى للبنات الصفوف (5-12),Khadeeja bint Khawailed Basic 5-12,محافظة ظفار,Dhofar,مرباط,,حكومية / Public
مربــــاط للتعليم الاساسى الصفوف (1-4),Mirbat Basic Education School grades(1-4),محافظة ظفار,Dhofar,مرباط,,حكومية / Public
طـوى اعتيـر للتعليم الاساسى للبنين الصفوف (5-12),Tawi  Aateer Basic Education for boys grades(5-12(,محافظة ظفار,Dhofar,مرباط,,حكومية / Public
طـوى اعتيـر للتعليم الاساسى للبنات الصفوف (5-12),Tawi Aateer Basic Education for girls grades(5-12),محافظة ظفار,Dhofar,مرباط,,حكومية / Public
يــور للتعليم الاساسى الصفوف (1-10),Your Basic Education School grades(1-10),محافظة ظفار,Dhofar,مرباط,,حكومية / Public
المشـــاش للتعليم الاساسى الصفوف (1-12),AL-Mashash Basic Education School grades(1-12(,محافظة ظفار,Dhofar,مقشن,,حكومية / Public
المنادر للتعليم الاساسى الصفوف (1-12),AL-Mnader Basic Education School grades(1-12(,محافظة ظفار,Dhofar,مقشن,,حكومية / Public
منـدر الظبيـــان للتعليم الاساسى الصفوف (1-12),Mander AL-Dhubiyan Basic Education School(1-12),محافظة ظفار,Dhofar,مقشن,,حكومية / Public
مقشـن للتعليم الاساسى الصفوف (1-12),Muqshin Basic Education School grades (1-12),محافظة ظفار,Dhofar,مقشن,,حكومية / Public
مرسودد للتعليم الاساسى الصفوف (1-12),Mursoded Basic Education School grades(1-12),محافظة ظفار,Dhofar,مقشن,,حكومية / Public
المحمديـــه للتعليم الاساسى للبنين الصفوف (5-12),Al Mohamadia B.E.For Boys (5-12),محافظة مسندم,Musandam,بخـا,,حكومية / Public
امنـه بنت وهــب للتعليم الاساسى للبنات الصفوف (5-12),Amna bint Wahab B.E.For Girls  (5-12),محافظة مسندم,Musandam,بخـا,,حكومية / Public
مناهل العلم للتعليم الاساسى الصفوف (1-4),Manahel AL-ELm B.E. (1-4),محافظة مسندم,Musandam,بخـا,,حكومية / Public
ابو بكر الصديق للتعليم الاساسي للبنين الصفوف(5-9),Abu Baker Al Siddiq B.E. For Boys (5-9),محافظة مسندم,Musandam,خـصـب,,حكومية / Public
جوهره عمان للتعليم الاساسى للبنات (10-12),Ghawharat Oman basic school(10-12,محافظة مسندم,Musandam,خـصـب,,حكومية / Public
حمزه بن عبدالمطلب للتعليم الاساسى للبنين الصفوف(5-12),Hamza bin Abdulmuttalib B.E. For Boys(5-12),محافظة مسندم,Musandam,خـصـب,,حكومية / Public
خصب للتعليم الاساسى الصفوف (1-4),Khasab B.E. (1-4),محافظة مسندم,Musandam,خـصـب,,حكومية / Public
خوله بنت الازور للتعليم الاساسى الصفوف(1-9),Khawlah bint Alazwar B.E. (1-9),محافظة مسندم,Musandam,خـصـب,,حكومية / Public
خور شم للتعليم الاساسى الصفوف (1-12),Khor Sham B.E. (1-12),محافظة مسندم,Musandam,خـصـب,,حكومية / Public
كمزار للتعليم الاساسى للصفوف(1-12),Kumzar B.E.(1-12),محافظة مسندم,Musandam,خـصـب,,حكومية / Public
ليما للتعليم الاساسى  الصفوف (1-12),Leema B.E. (1-12),محافظة مسندم,Musandam,خـصـب,,حكومية / Public
محمد بن صالح المنتفقى للتعليم الاساسى للبنين الصفوف (5-12),Mohammed bin Saleh Al Muntafaqi B.E. For Boys(5-12,محافظة مسندم,Musandam,خـصـب,,حكومية / Public
مسندم للتعليم الاساسى للبنين الصفوف(10-12),Musandam B.E. For Boys (10-12),محافظة مسندم,Musandam,خـصـب,,حكومية / Public
قــدى للتعليم الاساسى الصفوف (1-4),Qada B.E. (1-4),محافظة مسندم,Musandam,خـصـب,,حكومية / Public
عمرو بن العاص للتعليم الاساسى للبنين الصفوف (5-12),Amr bin Al Aas B.E. For Boys (5-12),محافظة مسندم,Musandam,دبا,,حكومية / Public
دباء للتعليم الاساسى الصفوف (1-4),Daba B.E. (1-4),محافظة مسندم,Musandam,دبا,,حكومية / Public
سكينه بنت الحسين للتعليم الاساسى للبنات الصفوف (5-12),Sukaina Bint Al Husain B.E.For Girls (5-12),محافظة مسندم,Musandam,دبا,,حكومية / Public
النصــر للتعليم الاساسى للبنين الصفوف (5-12),Al Naser B.E. (5-12),محافظة مسندم,Musandam,مدحا,,حكومية / Public
تماضر بنت عمـرو للتعليم الاساسى الصفوف (1-12),Tumadher bint Amru B.E. (1-12),محافظة مسندم,Musandam,مدحا,,حكومية / Public
مدرسة بشائر العلا الخاصة,مدرسة بشائر العلا الخاصة,محافظة مسندم,Musandam,خـصـب,Khasab,خاصة / Private
مدرسة دار المعارف الخاصة,مدرسة دار المعارف الخاصة,محافظة مسندم,Musandam,خـصـب,Khasab,خاصة / Private
الخوض للتعليم الأساسي للبنين الصفوف (9-12),AL-Khoudh basic school for boys {9-12},محافظه مسقط,Muscat,السـيب,,حكومية / Public
المنهل للتعليم الاساسى الصفوف (1-4),AL-Manhal basic school { 1 - 4 },محافظه مسقط,Muscat,السـيب,,حكومية / Public
الحسن بن هاشم للبنين الصفوف (11-12),AL-hassan bin hashem school for boys (11-12),محافظه مسقط,Muscat,السـيب,,حكومية / Public
مدرسة أساس الخاصة,ASAS Private School,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
مدرسة عباقرة المستقبل الخاصة,Abaqirat Al Mustqbal Private School,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
مدرسة عباقرة التعليم الخاصة (مركز الرواد للتعليم),Abaqirat Al Taleem Private Kindergarten,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
ابو ايوب الحضرمى للتعليم الاساسى للبنين الصفوف(5-7),Abu Ayob Al-Hazramy basic school for boys(5-7),محافظه مسقط,Muscat,السـيب,,حكومية / Public
ابو تمام للبنين الصفوف(11-12),Abu Tammam  school for boys {{ 11 - 12 },محافظه مسقط,Muscat,السـيب,,حكومية / Public
احمد بن النعمان الكعبى للتعليم الاساسى للبنين الصفوف (5-10,Ahmed bin AL-Nooman Al-Kaabi basic { 5 - 10 },محافظه مسقط,Muscat,السـيب,,حكومية / Public
مدرسة أجياد الخاصة (ثنائية اللغة),Ajyad Bilingual School,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
مدرسة الفردوس لتحفيظ القرآن الكريم الخاصة,Ajyal Al Firdous Private School - Nursery,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
مدرسة الاريج الخاصة,Al Areej Private School,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
مدرسة الأوائل فرع الحيل,Al Awael Private School Al Hail,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
Al Dheyaa Private School,Al Dheyaa Private School,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
 مدرسة الفردوس الخاصة ثنائية اللغة - فرع الحيل,Al Firdous Private Bilingual School - Al Hail ,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
مدرسة الفردوس الخاصة - فرع المعبيلة,Al Firdous Private School - Al Maabilah,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
مدرسة الجيل المبدع الخاصة,Al Jeel Al Mubdea' Private School,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
مدرسة واحة الابتكار الخاصة,Al Mabela Oasis Private Kindergarten,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
مدرسة المدارج الخاصة - فرع الخوض,Al Madarij Private School,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
مدرسة المنارة العالية الخاصة,Al Manara Al Alia Private School,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
مدرسة المواهب الخاصة,Al Mawahiba Private School,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
مدرسة الموالح الخاصة,Al Mawaleh Private School (MPS),محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
مدرسة الموهبة الخاصة,Al Mawhiba Private School,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
مدرسة النفائس الخاصة,Al Nafas Private School,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
مدرسة الرجاء الخاصة,Al Raja Private School,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
الشيخ ناصر بن راشد الخروصى للتعليم الاساسى للبنين الصفوف (5-10),Al Sheikh Naser bin Rashid Al karousi basic (5-10,محافظه مسقط,Muscat,السـيب,,حكومية / Public
مدرسة الصلت بن مالك الخاصة,Al Sult Bin Malik Private School,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
 مدرسة التألق الخاصة,Al Taaluq Private School,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
مدرسة الوصل الخاصة,Al Wasl Private School,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
الاثراء للتعليم الاساسى  الصفوف (1-4),Al ethra basic school (1-4),محافظه مسقط,Muscat,السـيب,,حكومية / Public
الاثراء للتعليم الاساسى الصفوف (1-4) مسائى,Al ethra basic school (1-4),محافظه مسقط,Muscat,السـيب,,حكومية / Public
المحامد للتعليم الاساسى الصفوف(1-4),Al mahamed basic school(1-4),محافظه مسقط,Muscat,السـيب,,حكومية / Public
البلجاء الخزامية للتعليم الأساسي للبنات الصفوف (8-10),Al-Balgaa Al-Kuzamiya basic school for girls (8-1,محافظه مسقط,Muscat,السـيب,,حكومية / Public
البيان للتعليم الاساسى الصفوف (1-4),Al-Bayan basic school { 1 - 4 },محافظه مسقط,Muscat,السـيب,,حكومية / Public
الفضيله للتعليم الاساسى الصفوف(1-4) صباحى,Al-Fadheela basic school { 1 - 4 },محافظه مسقط,Muscat,السـيب,,حكومية / Public
الفضيلة للتعليم الاساسى الصفوف (1-4) مسائى,Al-Fadhila basic school grade (1-4),محافظه مسقط,Muscat,السـيب,,حكومية / Public
الفراسة للتعليم الاساسى الصفوف (1-4) مسائى,Al-Firasa basic school {1-4},محافظه مسقط,Muscat,السـيب,,حكومية / Public
مدرسة الابهار الخاصة بالموالح الجنوبية,Al-Ibhar Private School,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
مدرسة العرفان الخاصة,Al-Irfan Private School,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
الكوثر للتعليم الاساسى الصفوف (1-4),Al-Kauthar basic school { 1 - 4 },محافظه مسقط,Muscat,السـيب,,حكومية / Public
المعبيله الجنوبيه للبنات الصفوف (11-12),Al-Mabela Al-Janubiya girls school { 11 - 12 },محافظه مسقط,Muscat,السـيب,,حكومية / Public
المعبيلة الشمالية للتعليم الأساسي الصفوف (1-9),Al-Mabela Al-Shimalyia basic school (1-9),محافظه مسقط,Muscat,السـيب,,حكومية / Public
مدرسة المسرات الخاصة,Al-Masarat Private School,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
المشـارق للتعليم الاساسى الصفوف (1-4),Al-Mashreq basic school { 1 - 4 },محافظه مسقط,Muscat,السـيب,,حكومية / Public
روضة المبتكر الخاصة,Al-Mubtakir's Private Preschool KG,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
المثنى بن حارثه للتعليم الاساسى للبنين الصفوف(5-9),Al-Muthana bin Hareetha basic school for boys{5-9,محافظه مسقط,Muscat,السـيب,,حكومية / Public
النبراس للتعليم الاساسى الصفوف (1-4),Al-Nibras basic school { 1 - 4 },محافظه مسقط,Muscat,السـيب,,حكومية / Public
النبراس للتعليم الاساسى الصفوف (1-4) مسائى,Al-Nibras basic school { 1 - 4 },محافظه مسقط,Muscat,السـيب,,حكومية / Public
النبوغ للتعليم الاساسى الصفوف (1-4),Al-Noubough basic school { 1 - 4 },محافظه مسقط,Muscat,السـيب,,حكومية / Public
النبهاء للتعليم الاساسى الصفوف (1-4),Al-Nubahaa basic school  grade(1-4),محافظه مسقط,Muscat,السـيب,,حكومية / Public
الرضوان للتعليم الاساسى الصفوف(1-4),Al-Ridhwaan basic school { 1 - 4 },محافظه مسقط,Muscat,السـيب,,حكومية / Public
الشيخ سعيد بن احمد الكندى للتعليم الاساسى للبنين الصفوف (5-6) مسائى,Al-Sheikh Said Ahmed Alkindi basic school boys(5-6,محافظه مسقط,Muscat,السـيب,,حكومية / Public
الشيخ سالم بن سعيد الصائغى للتعليم الاساسى للبنين الصفوف (10-12),Al-Sheikh Salim bin Said Al-Sahigi for boys (10-12,محافظه مسقط,Muscat,السـيب,,حكومية / Public
مدرسة الشعاع الساطع لتحفيظ القرآن الكريم الخاصة,Al-Shuaa Al-Satie Private School - Memorizing Holy Quran,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
التفوق للتعليم الاساسى الصفوف (1-4),Al-Tfwaq basic school (1-4),محافظه مسقط,Muscat,السـيب,,حكومية / Public
الواحه للتعليم الاساسى الصفوف (1-4),Al-Waha basic school { 1 - 4 },محافظه مسقط,Muscat,السـيب,,حكومية / Public
الازدهار للتعليم الاساسى الصفوف(1-5),Al-izdihar basic school {1-5},محافظه مسقط,Muscat,السـيب,,حكومية / Public
الروائع للتعليم الاساسى الصفوف (1-4),Al-rawaeeh basic school { 1 - 4 },محافظه مسقط,Muscat,السـيب,,حكومية / Public
مدرسة الأندلس الخاصة,Alandalus Private School Muscat,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
مدرسة المباديء الخاصة,Almabadi Private School,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
مدرسة الريادة الخاصة,Alriyada Private School,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
مدرسة الريادة الخاصة,Alriyada Private School Bilingual,محافظه مسقط,Muscat,السـيب,Seeb,خاصة / Private
الشيخ حمدان بن خميس اليوسفي للتعليم الأساسي للبنين الصفوف (5-6) مسائي,Alsheikh Hamdan bin Khamis AL-yousufi boys (5-6),محافظه مسقط,Muscat,السـيب,,حكومية / Public
