id_etablissement,nom_etablissement,nom_en,nom_translit,type_etablissement,statut_operateur,gouvernorat_region,district,sous_district,latitude,longitude,ville
way/842326675,مدرسة ابى هريرة,,mdrs@ b~ hryr@,École,,Ta'iz,Hayfan,Al A'bus,,,
way/900273905,مرسه الاخلاص,,mrsh lkhlS,École,,Ta'iz,Hayfan,Al A'bus,,,
node/7433457015,مدرسة النصر فرعين اعبوس تأسست عام 1962م,,mdrs@ lnSr fr`yn `bws t'sst `m 1962m,École,,Ta'iz,Hayfan,Al A'bus,13.2847729,44.3003426,
way/842326677,مدرسة الارشاد ظبي اعبوس,,mdrs@ lrshd Zby `bws,École,,Ta'iz,Hayfan,Al A'bus,,,
node/3798774686,مدرسة الخير - الرام أعبوس,,mdrs@ lkhyr - lrm '`bws,École,,Ta'iz,Hayfan,Al A'ruq,13.2764121,44.2645178,
node/3798776270,مدرسة المحبوب - أغابرة,,mdrs@ lmHbwb - 'Gbr@,École,,Ta'iz,Hayfan,Al Aghabirah,13.2915181,44.2731113,
way/899432617,مدرسة التحرير مشاوز اعبوس تأسست عام 1963م,,mdrs@ ltHryr mshwz `bws t'sst `m 1963m,École,,Ta'iz,Hayfan,Al A'bus,,,
way/842324507,مدرسة الحرية بني علي اعبوس تاسست عام 1956م,,mdrs@ lHry@ bny `ly `bws tsst `m 1956m,École,,Ta'iz,Hayfan,Al A'bus,,,
node/5707828521,مدرسة الإشعاع العلمي,,mdrs@ lsh`` l`lmy,École,,Lahj,Al Qubaytah,Al Yusufayn,13.2992057,44.3467135,
node/5787976825,مدرسة النصر,,mdrs@ lnSr,École,,Lahj,Al Qubaytah,Al Yusufayn,13.2981052,44.3661221,
node/6791685966,مدرسة الإرشاد مداكشه قبيطه,,mdrs@ lrshd mdkshh qbyTh,École,public,Lahj,Al Qubaytah,Al Qubaytah,13.2279581,44.4055533,Lahj
node/7610607456,ملحق مدرسة الانوار,,mlHq mdrs@ lnwr,École,,Lahj,Al Qubaytah,Al Qubaytah,13.2410225,44.4039523,
node/7610592776,مدرسة الانطلاق الشعبية,,mdrs@ lnTlq lsh`by@,École,,Lahj,Al Qubaytah,Al Qubaytah,13.2307488,44.3851241,
node/8104456217,مدرسة,,mdrs@,École,,Lahj,Tuban,Al Hawtah,13.0701773,44.9025204,
node/12408251308,مدرسة الخنساء الأساسية- بنات,,mdrs@ lkhns l'ssy@- bnt,École,,Lahj,Tuban,Al Hawtah,12.9966703,44.9207783,
node/5541127886,دار الحديث بالفيوش,Dar AlaHadeeth Fyeoush,Dar AlaHadeeth Fyeoush,Université,,Lahj,Tuban,Al Hawtah,12.9890683,44.976025,
node/4543483740,روضة الوهط,,rwD@ lwhT,Jardin d'enfants,,Lahj,Tuban,Al Hawtah,12.9760494,44.893881,
node/4343436237,مدرسة إقبال,,mdrs@ qbl,École,,Lahj,Tuban,Al Hawtah,12.9745649,44.8892591,
node/4332422302,Kuwait school,,Kuwait school,École,,Lahj,Tuban,Al Hawtah,12.9779496,44.8933008,
node/4324648693,مدرسه عمر بن الخطاب,,mdrsh `mr bn lkhTb,École,,Aden,Dar Sa'd,Dar Sa'd,12.8922922,44.9861354,
way/173088501,كلية عدن,Aden College,Aden College,Université,,Aden,Dar Sa'd,Dar Sa'd,,,
node/4324648692,مدرسة الشوكاني,,mdrs@ lshwkny,École,,Aden,Dar Sa'd,Dar Sa'd,12.8905158,44.9864453,
way/1079244064,مدرسة الوحدة,,mdrs@ lwHd@,École,,Aden,Ash Shaykh Othman,Ash Shaykh Othman,,,
relation/2312164,ثانوية زينب,,thnwy@ zynb,École,,Aden,Ash Shaykh Othman,Ash Shaykh Othman,,,
node/4324642414,المعهد التقني,,lm`hd ltqny,Collège / Institut,,Aden,Ash Shaykh Othman,Ash Shaykh Othman,12.8847638,44.9889122,
node/4323329017,مدرسة عمر المختار,,mdrs@ `mr lmkhtr,École,,Aden,Ash Shaykh Othman,Ash Shaykh Othman,12.8744194,44.988813,
relation/2312162,ثانوية الفقيد عثمان عبده,,thnwy@ lfqyd `thmn `bdh,École,,Aden,Ash Shaykh Othman,Ash Shaykh Othman,,,
node/7811057485,مدرسة 7 يوليو,,mdrs@ 7 ywlyw,École,,Aden,Ash Shaykh Othman,Ash Shaykh Othman,12.8731782,44.9906751,
node/9458400227,مدرسة الحصاد الاهلية,,mdrs@ lHSd lhly@,École,,Aden,Ash Shaykh Othman,Ash Shaykh Othman,12.8719132,44.9858301,
node/7830809886,روضة أروى,,rwD@ 'rw~,Jardin d'enfants,,Aden,Ash Shaykh Othman,Ash Shaykh Othman,12.8730215,44.9926378,
node/7830809885,مدرسة ردفان الإبتدائية,,mdrs@ rdfn lbtdy'y@,École,,Aden,Ash Shaykh Othman,Ash Shaykh Othman,12.8727647,44.9959873,
node/7830809985,مدرسة خالد حيدر,,mdrs@ khld Hydr,École,,Aden,Ash Shaykh Othman,Ash Shaykh Othman,12.8733582,44.99555,
node/7830810188,مدرسة بلقيس,,mdrs@ blqys,École,,Aden,Ash Shaykh Othman,Ash Shaykh Othman,12.8699491,44.9967282,
node/7830810187,مدرسة 30 نوفمبر,,mdrs@ 30 nwfmbr,École,,Aden,Ash Shaykh Othman,Ash Shaykh Othman,12.8692964,44.9969429,
node/4355754402,جامعة العلوم والتكنولوجيا,,jm`@ l`lwm wltknwlwjy,École,,Aden,Al Mansurah,Al Mansurah,12.8667083,44.9928863,
node/4324725968,ثانوية النعمان,,thnwy@ ln`mn,École,,Aden,Al Mansurah,Al Mansurah,12.8647457,44.9760939,
node/4324714225,مدارس النبراس الحديثة,,mdrs lnbrs lHdyth@,École,,Aden,Ash Shaykh Othman,Ash Shaykh Othman,12.8724172,44.9780148,
node/7447859585,فرع مدارس النبراس الأهلية,,fr` mdrs lnbrs l'hly@,École,,Aden,Al Mansurah,Al Mansurah,12.8645673,44.9698484,
node/7447859586,مدارس سماء عدن النموذجية,,mdrs sm `dn lnmwdhjy@,École,,Aden,Al Mansurah,Al Mansurah,12.8577876,44.9596329,
node/4324765602,مدرسة ثانوية سيدتنا خديجة بنت خويلد,,mdrs@ thnwy@ sydtn khdyj@ bnt khwyld,École,,Aden,Al Mansurah,Al Mansurah,12.859474,44.9791925,
node/4324765603,ثانوية المنصورة,,thnwy@ lmnSwr@,École,,Aden,Al Mansurah,Al Mansurah,12.8597036,44.9774074,
node/8568271117,مسجد عثمان بن عفان,Masjd Othman Bn Affan,Masjd Othman Bn Affan,École,,Aden,Al Mansurah,Al Mansurah,12.8616601,44.9790974,
node/4324765600,مدرسة ابن زيدون,,mdrs@ bn zydwn,École,,Aden,Al Mansurah,Al Mansurah,12.86032,44.9796883,
node/4324756342,المعاهد الكندية,Cambridge Aden Institute,Cambridge Aden Institute,Université,,Aden,Al Mansurah,Al Mansurah,12.8628337,44.9882667,
node/4323054121,ثانوية احمد حامد خلفية,,thnwy@ Hmd Hmd khlfy@,École,,Aden,Al Mansurah,Al Mansurah,12.8513888,44.9895622,
node/6400082185,مدارس الفردوس الحديثه,مدرسة الفردوس الحديثه,مدرسة الفردوس الحديثه,École,,Aden,Al Mansurah,Al Mansurah,12.8384238,44.9585237,
node/6400076488,مدرسة ابو حربه,,mdrs@ bw Hrbh,École,,Aden,Al Mansurah,Al Mansurah,12.8381972,44.9563688,
node/4324778388,كلية العادل للعلوم الإنسانية والتطبيقية,,kly@ l`dl ll`lwm lnsny@ wltTbyqy@,Collège / Institut,,Aden,Al Mansurah,Al Mansurah,12.8370386,44.9630057,
node/4324801428,نيابة شؤون الطلاب -  جامعة عدن,,nyb@ shw'wn lTlb -  jm`@ `dn,Université,,Aden,Al Burayqah,Al Burayqah,12.8371131,44.9308023,
node/4324801429,كلية العلوم الإدارية,,kly@ l`lwm ldry@,Université,,Aden,Al Burayqah,Al Burayqah,12.8357864,44.9290616,
way/172904901,جامعة عدن,Aden University,Aden University,Université,,Aden,Al Burayqah,Al Burayqah,,,
relation/2312158,جامعة عدن - كلية الحقوق والاقتصاد,Aden University - Campus Faculty of Economics and Law,Aden University - Campus Faculty of Economics and Law,École,,Aden,Al Burayqah,Al Burayqah,,,
node/4463102789,"University of Aden, Faculty of Engineering","University of Aden, Faculty of Engineering","University of Aden, Faculty of Engineering",École,,Aden,Al Burayqah,Al Burayqah,12.8480337,44.9172331,
node/6938694985,كلية الهندسة - جامعة عدن,,kly@ lhnds@ - jm`@ `dn,Collège / Institut,,Aden,Al Burayqah,Al Burayqah,12.8480303,44.91727,
node/6886611685,سكن الطلاب جامعة عدن - مدينة الشعب,University of Aden students dormitory - Madinat Al-Shaab,University of Aden students dormitory - Madinat Al-Shaab,Collège / Institut,,Aden,Al Burayqah,Al Burayqah,12.8377255,44.9233649,
node/6086790085,مدرسة الحسوة,Alhswa school,Alhswa school,École,,Aden,Al Burayqah,Al Burayqah,12.8329466,44.945517,
node/6476716885,مدرسه صلاح الدين بنين,,mdrsh SlH ldyn bnyn,École,,Aden,Al Burayqah,Al Burayqah,12.7614876,44.8379951,
node/6503646385,مدرسه الشهيد هيثم للبنات,,mdrsh lshhyd hythm llbnt,École,,Aden,Al Burayqah,Al Burayqah,12.7609043,44.8369668,
node/4324794103,مدرسة صافر للتعليم الأساسي,,mdrs@ Sfr llt`lym l'ssy,École,,Aden,Al Burayqah,Al Burayqah,12.7537454,44.8918885,
node/4324794106,روضة الشموع,,rwD@ lshmw`,École,,Aden,Al Burayqah,Al Burayqah,12.7525393,44.8894007,
node/8657341119,مدرسة شعبو المضاربة,,mdrs@ sh`bw lmDrb@,École,,Lahj,Al Madaribah Wa Al Aarah,Al Madaribah,12.9857527,43.9088747,
node/6542205687,مدرسه المظاربه راس العاره,,mdrsh lmZrbh rs l`rh,École,,Lahj,Al Madaribah Wa Al Aarah,Al Arah,12.7344313,43.6664322,
node/4695992015,مدرسة الثورة الابتدائية,Athaura Primary School,Athaura Primary School,École,,Lahj,Al Madaribah Wa Al Aarah,Al Arah,12.68724,43.5229886,
node/4298021376,مدارس الغرباني,,mdrs lGrbny,École,,Aden,Kritar - Sirah,Sirah,12.782335,45.033045,
node/4298024815,مدرسة سيف بن ذي يزن,,mdrs@ syf bn dhy yzn,École,,Aden,Kritar - Sirah,Sirah,12.78388,45.027809,
node/4298024888,ثانوية صيرة,Sera Secondary School,Sera Secondary School,École,,Aden,Kritar - Sirah,Sirah,12.781348,45.041113,
node/4298024862,مدرسة عقبة بن نافع,School,School,École,,Aden,Kritar - Sirah,Sirah,12.7807826,45.0399135,
node/4700329699,تربيه مديريه صيره,,trbyh mdyryh Syrh,École,,Aden,Kritar - Sirah,Sirah,12.7811714,45.0369622,
node/4700329698,ثانوية أبان للبنات,,thnwy@ 'bn llbnt,École,,Aden,Kritar - Sirah,Sirah,12.7814252,45.0364339,
way/91426192,مدرسة البيحاني الثانوية النموذجية,Al-Behani Secondary School,Al-Behani Secondary School,École,,Aden,Kritar - Sirah,Sirah,,,
node/4298023335,مدرسة بازرعة,,mdrs@ bzr`@,École,,Aden,Kritar - Sirah,Sirah,12.774267,45.038195,
node/6452255146,مدرسة العيدروس للبنات,,mdrs@ l`ydrws llbnt,École,,Aden,Kritar - Sirah,Sirah,12.7707667,45.0344054,
node/4700329700,مدرسه باحميش الطويله,,mdrsh bHmysh lTwylh,École,,Aden,Kritar - Sirah,Sirah,12.7761749,45.0294928,
node/4700329701,مدرسه الطويله للبنات,,mdrsh lTwylh llbnt,École,,Aden,Kritar - Sirah,Sirah,12.776015,45.030417,
node/11735409969,مدرسة الروضة - 5 فبراير سابقا,Al-Rawda School,Al-Rawda School,École,,Aden,At Tawahi,At Tawahi,12.7836204,44.99914,
node/4218761589,مدرسة قتبان الابتدائية,Qataban Primary School,Qataban Primary School,École,,Aden,Al Mu'alla,Al Mu'alla,12.7922686,45.0135282,
node/6395359320,المعهد التقني الصناعي,Technical Industrial Institute,Technical Industrial Institute,Collège / Institut,,Aden,Al Mu'alla,Al Mu'alla,12.7897013,45.0052175,
node/6395359338,كلية الحاسوب وتقنية المعلومات,Factually of Computer and Information technology,Factually of Computer and Information technology,Collège / Institut,,Aden,Al Mu'alla,Al Mu'alla,12.7895732,45.0052161,
node/6395359352,مدرسة أبي بكر الصديق للتعليم الأساسي,,mdrs@ 'by bkr lSdyq llt`lym l'ssy,École,,Aden,Al Mu'alla,Al Mu'alla,12.788911,45.0089057,
node/6395359331,مدرسة فاطمة الزهراء النموذجية,,mdrs@ fTm@ lzhr lnmwdhjy@,École,,Aden,Al Mu'alla,Al Mu'alla,12.7902818,45.0088572,
node/4218761590,ثانوية مأرب,Maareb high school,Maareb high school,École,,Aden,Kritar - Sirah,Sirah,12.7871702,45.0060921,
node/4325289478,مدرسة بنات,,mdrs@ bnt,École,,Aden,At Tawahi,At Tawahi,12.7861922,45.0026549,
node/6385668565,مدارس التفوق الأهلية,,mdrs ltfwq l'hly@,École,,Aden,At Tawahi,At Tawahi,12.7911049,44.999935,
node/4238295260,جمعية اطفال التوحد,,jm`y@ Tfl ltwHd,Jardin d'enfants,,Aden,Khur Maksar,Khur Maksar,12.803143,45.038325,
way/173088503,كلية الطب,Faculty of Medicine,Faculty of Medicine,Collège / Institut,,Aden,Khur Maksar,Khur Maksar,,,
node/4323043827,معهد مالي,MALI Institute,MALI Institute,Université,,Aden,Khur Maksar,Khur Maksar,12.8089774,45.0306967,
node/4323043829,معهد امديست,,m`hd mdyst,Université,,Aden,Khur Maksar,Khur Maksar,12.8086591,45.0314072,
way/995512757,جامعة عدن,University of Aden,University of Aden,Université,,Aden,Khur Maksar,Khur Maksar,,,
way/173088740,معهد امين ناشر للعلوم الصحيه,,m`hd myn nshr ll`lwm lSHyh,Université,,Aden,Khur Maksar,Khur Maksar,,,
node/4654147793,كلية الآداب,,kly@ ladb,École,,Aden,Khur Maksar,Khur Maksar,12.8122905,45.0369972,
way/1032993332,مدرسة الجيل الأهلية,,mdrs@ ljyl l'hly@,École,,Aden,Khur Maksar,Khur Maksar,,,عدن
node/4677886294,مدرسة المعارف الاهلية,,mdrs@ lm`rf lhly@,École,,Aden,Al Mansurah,Al Mansurah,12.8595208,44.9996594,
node/7830809888,روضة أروى,,rwD@ 'rw~,Jardin d'enfants,,Aden,Ash Shaykh Othman,Ash Shaykh Othman,12.8685503,44.9992084,
node/7830809588,مدرسة الفجر,,mdrs@ lfjr,École,,Aden,Ash Shaykh Othman,Ash Shaykh Othman,12.8689751,44.9988154,
node/4167709291,مدرسة الممداره للبنات,,mdrs@ lmmdrh llbnt,École,,Aden,Ash Shaykh Othman,Ash Shaykh Othman,12.8746588,45.0090705,
node/4183459340,مدرسة الممداره للبنين,,mdrs@ lmmdrh llbnyn,École,,Aden,Ash Shaykh Othman,Ash Shaykh Othman,12.8735353,45.0104025,
node/5708634423,مدرسة ابواربع,,mdrs@ bwrb`,École,,Abyan,Khanfar,Ja'ar,13.2260474,45.3028586,
node/5751843031,مدرسة النور,Noor School,Noor School,École,,Abyan,Khanfar,Ja'ar,13.2527974,45.2847397,
node/7164523385,كلية التربية يافع,Yafa'a College of Education,Yafa'a College of Education,Collège / Institut,,Lahj,Yafi',Lab'us,13.8602855,45.2394741,
node/6938009823,مدرسة الشهيد حسين عوض صالح للبنين,,mdrs@ lshhyd Hsyn `wD SlH llbnyn,École,,Lahj,Yafi',Lab'us,13.8330189,45.257575,يافع - المحجبة
node/6938009824,مدرسة الشهيد حسين عوض صالح للبنات,,mdrs@ lshhyd Hsyn `wD SlH llbnt,École,,Lahj,Yafi',Lab'us,13.833255,45.257247,يافع - المحجبة
way/1285357127,مدرسة صالح محمد الوليدي,,mdrs@ SlH mHmd lwlydy,École,,Abyan,Sibah,Sibah,,,
way/1282625597,مدرسة المحجر,,mdrs@ lmHjr,École,,Abyan,Sibah,Sibah,,,
node/6528693287,مذرسة رصد,,mdhrs@ rSd,École,,Abyan,Rassd,Al Qarrah,13.7131218,45.2917064,
node/7112791085,جبل السعدي,,jbl ls`dy,École,,Abyan,Rassd,Al Qarrah,13.7668367,45.2522181,
node/7773011085,مدارس الرسالة,,mdrs lrsl@,École,,Al Bayda,Al Bayda,Al Hijrah,13.9937703,45.5681874,
node/13695808301,مدرسه ذمتالب النموذجيه,,mdrsh dhmtlb lnmwdhjyh,École,,Al Bayda,Mukayras,Mukayras,13.9461562,45.695721,
way/1260657581,مدرسة الوحده,,mdrs@ lwHdh,École,,Al Bayda,Dhi Na'im,Al Munqati',,,
node/6550677685,مدرسة النبي المختار,,mdrs@ lnby lmkhtr,École,,Sana'a City,Sana'a City Outskirts -Sanhan wa Bani Bahlul,Sana'a City Outskirts -Sanhan wa Bani Bahlul,15.2847097,44.2538558,
node/6555532898,مدرسة النبي المختار,,mdrs@ lnby lmkhtr,École,,Sana'a City,Sana'a City Outskirts -Sanhan wa Bani Bahlul,Sana'a City Outskirts -Sanhan wa Bani Bahlul,15.2847097,44.2538558,
node/8285674718,شهداء البطحة والقلفان,,shhd lbTH@ wlqlfn,École,,Sana'a City,Sana'a City Outskirts -Sanhan wa Bani Bahlul,Sana'a City Outskirts -Sanhan wa Bani Bahlul,15.2959484,44.2631713,
node/13469713029,مدارس القيم الأهلية,,mdrs lqym l'hly@,École,,Sana'a City,Sana'a City Outskirts -Sanhan wa Bani Bahlul,Sana'a City Outskirts -Sanhan wa Bani Bahlul,15.243952,44.2545953,
node/6567341785,مدرسة 22 مايو,,mdrs@ 22 myw,École,,Sana'a City,Sana'a City Outskirts -Sanhan wa Bani Bahlul,Sana'a City Outskirts -Sanhan wa Bani Bahlul,15.2418605,44.2578185,
node/5207579126,مدرسة الامام زيد الشاطبي,,mdrs@ lmm zyd lshTby,École,,Sana'a,Sanhan wa Bani Bahlul,Ar Rub' Al Gharbi,15.2314726,44.3111104,
node/5203921030,الجلاحب,Aljlahb,Aljlahb,École,,Sana'a,Bani Dabyan,Bani Dabyan,15.0692608,44.8422229,
node/7857891986,مدرسه المشاخرة,,mdrsh lmshkhr@,École,,Dhamar,Mayfa'at Ans,Asbil,14.6585685,44.60132,
node/7857895985,مدرسة المشاخرة,,mdrs@ lmshkhr@,École,,Dhamar,Mayfa'at Ans,Asbil,14.6602834,44.6029809,
node/11979589069,مدرسة خمر بني فلاح,,mdrs@ khmr bny flH,École,,Dhamar,Al Hada,Nisan,14.833274,44.5525741,
node/11979583970,مدرسة خمر بني فلاح,,mdrs@ khmr bny flH,École,,Dhamar,Al Hada,Nisan,14.8325586,44.5507775,
node/11979583870,مدرسة خمر بني فلاح,,mdrs@ khmr bny flH,École,,Dhamar,Al Hada,Nisan,14.8325191,44.5508269,
node/11979598669,مدرسة جبحر,,mdrs@ jbHr,École,,Dhamar,Al Hada,Kuman Sinamah,14.7835737,44.5361162,
node/4811086422,مدرسة دار الحديث,,mdrs@ dr lHdyth,École,,Dhamar,Jahran,Al Mawsatah,14.7927663,44.294656,
node/5681799726,مدرسة خولة بنت الازور للبنات,,mdrs@ khwl@ bnt lzwr llbnt,École,,Dhamar,Jahran,Al Mawsatah,14.7953936,44.2911491,
node/6476801186,مدرسة الظهره,,mdrs@ lZhrh,École,,Dhamar,Dhamar City,Manqadhah,14.6721317,44.3787458,
way/488857053,مدرسة الفاروق بشارح وبني خضير,,mdrs@ lfrwq bshrH wbny khDyr,École,,Dhamar,Dawran Anis,Sharih,,,
node/9230703031,مدرسة ذي النورين ببدش,,mdrs@ dhy lnwryn bbdsh,École,public,Dhamar,Al Hada,Kalabat Mahdharah,14.6703833,44.4182933,بدش
node/5863012400,مدرسة الوحدة للبنات,,mdrs@ lwHd@ llbnt,École,,Dhamar,Dhamar City,Dhamar,14.5399587,44.4036191,
node/5863037785,كلية طب الاسنان,,kly@ Tb lsnn,Collège / Institut,,Dhamar,Dhamar City,Dhamar,14.5423589,44.4154741,
node/5678683221,مدرسة عثمان بن عفان,,mdrs@ `thmn bn `fn,École,,Dhamar,Dhamar City,Dhamar,14.5489474,44.4107355,
node/7684770819,مدرسة النور الأساسية,,mdrs@ lnwr l'ssy@,École,,Dhamar,Dhamar City,Dhamar,14.54561,44.40584,
node/5678382121,مدرسة علي بن ابي طالب بمدينة ذمار,,mdrs@ `ly bn by Tlb bmdyn@ dhmr,École,,Dhamar,Dhamar City,Dhamar,14.5531991,44.406686,
node/5678683521,مدرسة ذمار علي حارة قهار,,mdrs@ dhmr `ly Hr@ qhr,École,,Dhamar,Dhamar City,Dhamar,14.5602298,44.4067967,
node/13327523825,مدرسة الشهيد الكرار الديلمي,,mdrs@ lshhyd lkrr ldylmy,École,,Dhamar,Dhamar City,Manqadhah,14.6063094,44.4442604,
node/6680262785,كليه القعمي ابو شامخ,,klyh lq`my bw shmkh,Collège / Institut,,Dhamar,Dhamar City,Manqadhah,14.5895078,44.3912527,
