NOM_ETABLISSEMENT,NOM_ETABLISSEMENT_AR,ADRESSE,ADRESSE_AR,COMMUNE,PROVINCE,PROVINCE_AR,REGION,REGION_AR,TEL,FAX,TYPE,SOURCE
ECOLE  AMIRA LALLA MERYEM,مدرسة الاميرة للامريم,AVENUE LALLA MERYEM PRES MOSQUEE HIHI TABRIQUETE,شارع الاميرة للامريم قرب مسجد الحيحي تابريكت - سلا,Tabriquet (Arrond.),Préfecture: Salé,عمالة سلا,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
ECOLE  RABIA AL ADAOUIA,مدرسة رابعة العدوية,RUE ALFARISSIA COMMUNE DE TABRIQUET,زنقة الفارسية شارع المرابطين - تابريكت,Tabriquet (Arrond.),Préfecture: Salé,عمالة سلا,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
ECOLE  AL AYACHI,مدرسة العياشي,AV ALJAZIRA AL ARABIA COMMUNE DE TABRIQUET,شارع الجزيرة العربية  تابريكت - سلا,Tabriquet (Arrond.),Préfecture: Salé,عمالة سلا,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
ECOLE  BILAL BNOU RABAH,مدرسة بلال بن رباح,HAY INBIAAT RUE SHELLA N 91 TABRIQUET SALE,زنقة شالة  رقم 91 حي الانبعاث - سلا,Tabriquet (Arrond.),Préfecture: Salé,عمالة سلا,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
ECOLE  ALLAMA ABDERRAHMAN EL KETTANI,مدرسة العلامة عبد الرحمان الكتاني,boulvard abed errahim bouabid COMMUNE DE TABRIQUET,شارع عبد الرحيم بوعبيد حي الانبعاث - سلا,Tabriquet (Arrond.),Préfecture: Salé,عمالة سلا,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
ECOLE  MOHAMED HASSAR,مدرسة محمد حصار,AV BOUKRAA HAY LAFROUGUI COMMUNE DE TABRIQUET,حي لفروكي شارع بوكراع تابريكت,Tabriquet (Arrond.),Préfecture: Salé,عمالة سلا,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
ECOLE  EL MOKHTAR SOUSSI,مدرسة المختار السوسي,RUE SAQIA EL HAMRA BLED BENDAOUD COMMUNE DE TABRIQ,زنقة الساقية الحمراء بلاد بن داود تابريكت سلا,Tabriquet (Arrond.),Préfecture: Salé,عمالة سلا,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
ECOLE  IBN AL MOUKAFFAA,مدرسة ابن المقـفع,RUE  IBN AL MOUKAFFAA  HAY KARIMA 1 COMMUNE DE TAB,شارع ابن المقفع حي كريمة  تابريكت,Tabriquet (Arrond.),Préfecture: Salé,عمالة سلا,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
ECOLE  MOHAMED BEN RADI SLAOUI, مدرسة محمد بن الراضي السلاوي,HAY KARIMA LOTIS ALAHBAS COMMUNE DE TABRIQUET,تابركت,Tabriquet (Arrond.),Préfecture: Salé,عمالة سلا,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
ECOLE  FAKIH ABDESSALAM EZZAHRAOUI,مدرسة الفقيه عبد السلام الزهراوي,AVALI BEN ABITALIB HAY RAHMA COMMUNE DE TABRIQUET,حي الرحمة,Tabriquet (Arrond.),Préfecture: Salé,عمالة سلا,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
ECOLE  ABI INAN ALMARINI,مدرسة ابي عنان المريني,HAY RAHMA COMMUNE DE TABRIQUET,حي الرحمة  تابريكت,Tabriquet (Arrond.),Préfecture: Salé,عمالة سلا,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
ECOLE  AHMED ESSALMI,مدرسة احمد السالمي,Hay rahma secteur E Tabriquet,"حي الرحمة قطاع ""واو"" تابريكت ",Tabriquet (Arrond.),Préfecture: Salé,عمالة سلا,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
ECOLE  MOHAMED OULD ALI MEKNASSI,مدرسة محمد ولد علي المكناسي,HAY ALINBIAAT COMMUNE DE TABRIQUET,حي الإنبعاث زنقة  بوجنيبة سلا,Tabriquet (Arrond.),Préfecture: Salé,عمالة سلا,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
ECOLE  MOHAMED BELKBIR,مدرسة محمد بلكبير,HAY RAHMA COMMUNE DE TABRIQUET,حي الرحمة  تابريكت,Tabriquet (Arrond.),Préfecture: Salé,عمالة سلا,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
ECOLE  IBN ZAKOR,مدرسة إبن زاكور,HAY  CHEICK LMFADDEL TABRIQUT,حي الشيخ المفضل تابريكت,Tabriquet (Arrond.),Préfecture: Salé,عمالة سلا,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
ECOLE  SAAD BNOU ABI OIKKAS,مدرسة سعد بن أبي وقاص,SANIAT BELKBIR COMMUNE DE TABRIQUET,مدرسة سعد بن أبي وقاص / سانية بلكبير - تابريكت,Tabriquet (Arrond.),Préfecture: Salé,عمالة سلا,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
ECOLE  BADRE,مدرسة بدر,LOT LEFROUGUI  HAY KARIMA TABRIQUTE,تجزئة لفروكي - حي كريمة تابريكت,Tabriquet (Arrond.),Préfecture: Salé,عمالة سلا,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
ECOLE  AL AHD AL JADID,مدرسة العهد الجديد,HAY ALINBIAAT COMMUNE DE TABRIQUET,حي الانبعاث - تابريكت,Tabriquet (Arrond.),Préfecture: Salé,عمالة سلا,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
ECOLE  AL MARINYINE, مدرسة المرينيين,RTE BASE AERIENNE HAY INBIAAT TABREQUET 1100 ,شارع القاعدة الجوية حي الانبعات تابريكت,Tabriquet (Arrond.),Préfecture: Salé,عمالة سلا,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
ECOLE  ALMATAR ALAASKARI,مدرسة المطار العسكري,HAY ALASKARI BASE ROYAL AIR COMMUNE LAYAYDA,الحي العسكري لعيايدة,Layayda (Arrond.),Préfecture: Salé,عمالة سلا,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
ECOLE  AHMED MAANINOU,مدرسة أحمد معنينو,ROUTE KENITRA KM 6 COMMUNE LAYAYDA,طريق القنيطرة كلم 6,Layayda (Arrond.),Préfecture: Salé,عمالة سلا,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
ECOLE  HASSAN BNOU TABIT,مدرسة حسان بن ثابت,HAY ARRAHMA  TABRIQUET,حي الرحمة - تابريكت,Tabriquet (Arrond.),Préfecture: Salé,عمالة سلا,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
ECOLE  RAHHAL  ELMESKINI,مدرسة رحال المسكيني,RUE LIBIA HAY RAHMA COMMUNE DE TABRIQUET,زنقة ليبيا حي الرحمة تابريكت - سلا,Tabriquet (Arrond.),Préfecture: Salé,عمالة سلا,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
ECOLE  TAKANAT ALMIDALLYINE,مدرسة ثكنة المظليين,ROUTE MEKNES ALMAAMOURA COMMUNE LAYAYDA,طريق مكناس - كلم 10 - الحي العسكري - معمورة,Layayda (Arrond.),Préfecture: Salé,عمالة سلا,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
ECOLE  FARHAT HACHAD, مدرسة فرحات حشاد,COMMUNE LAYAYDA,جماعة لعيايدة,Layayda (Arrond.),Préfecture: Salé,عمالة سلا,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
ECOLE  AL BOUHTOURI,  مدرسة البحتري,HAY OUAD ADDAHAB   LAYAYDA,حي وادي الذهب العيايدة - سلا,Layayda (Arrond.),Préfecture: Salé,عمالة سلا,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
ECOLE  ABDERRAHMAN IBN AOUF,مدرسة عبد الرحمان بن عوف,HAY ESSAFAE  COMMUNE DE HSAINE,[ جماعة احصين  حي الصفاء ,Hssaine (Arrond.),Préfecture: Salé,عمالة سلا,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
ECOLE  CHAHID MOHAMED HIANI,مدرسة الشهيد محمد الحياني,AV MY ABDELLAH ALKARIA COMMUNE DE HSAINE,شارع مولاي عبد الله,Hssaine (Arrond.),Préfecture: Salé,عمالة سلا,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
ECOLE  EL KINDI,مدرسة الكندي,HAY RACHAD EL KARIA  SALE,حي الرشاد شارع مولاي عبد الله القرية احصين- سلا,Hssaine (Arrond.),Préfecture: Salé,عمالة سلا,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
ECOLE  BOUCHAIB EL HRIZI,مدرسة بوشعيب  الحريزي,AVENUE Med 5 SECTEUR 4 SALE,شارع محمد الخامس قطاع 4 القرية - سلا - احصين,Hssaine (Arrond.),Préfecture: Salé,عمالة سلا,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
ECOLE  AMER ESSOUFLA,مدرسة عامر السفلى,HAY EL KIFAH AV AL MASSIRA  COMMUNE DE HSAINE,حي الكفاح شارع المسيرة - القرية - جماعة احصين,Hssaine (Arrond.),Préfecture: Salé,عمالة سلا,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
ECOLE  HSAINE,مدرسة احصين,AVE AL MASSIRA EL KHADRA SEC7 KARIAT OULAD MOUSSA,شارع المسيرة الخضراء سكتور 7 قرية اولاد موسى احصين,Hssaine (Arrond.),Préfecture: Salé,عمالة سلا,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
ECOLE  CHARIF EL IDRISSI,مدرسة الشريف الادريسي,HAY ES SAFAE SECTEUR 3  HSAIN  SALE,حي الصفاء سكتور 3 احصين - سلا,Hssaine (Arrond.),Préfecture: Salé,عمالة سلا,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
ECOLE  HASSAN SGHIR,مدرسة حسن الصغير,AV MY ABDELLAH HAY AL FARAH COMMUNE DE HSAINE,حي الفرح,Hssaine (Arrond.),Préfecture: Salé,عمالة سلا,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
ECOLE  ABDELKARIM GHALLAB,مدرسة عبد الكريم غلاب,AV MY ABDELHAFID  COMMUNE DE HSAINE,شارع مولاي عبد الحفيظ قطاع 4 - جماعة احصين,Hssaine (Arrond.),Préfecture: Salé,عمالة سلا,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
ECOLE  BIR ANZARANE, مدرسة بئر انزران,HAY ANNASR ALKARIA COMMUNE DE HSAINE,حي النصر قطاع 8 القرية سلا ,Hssaine (Arrond.),Préfecture: Salé,عمالة سلا,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
ECOLE  YAAKOUB AL MANSOUR,مدرسة يعقوب المنصور,HAY SSAFAAE HSSAIN,حي الصفاء -  احصين,Hssaine (Arrond.),Préfecture: Salé,عمالة سلا,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
ECOLE  OTHMANE BNOU AFFAN,مدرسة عثمان بن عفان,HAY EL WAHDA HSSAIN   SALE,حي الوحدة احصين - سلا,Hssaine (Arrond.),Préfecture: Salé,عمالة سلا,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
ECOLE  ABI BAKR ESSADDIQ,مدرسة أبي بكر الصديق,ROUTE LA BAZE AIREENE  LAAYAYDA,طريق القاعدة الجوية - العيايدة,Layayda (Arrond.),Préfecture: Salé,عمالة سلا,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
ECOLE  MOHAMED  ALWADIE  ALASSAFI, مدرسة محمد وديع الأسفي,ROUTE SIDI BRAHIM HAY OUAD EDDAHAB COMMUNE LAYAYDA,طريق سيدي ابراهيم حي واد الدهب العيايدة قطاع القدس,Layayda (Arrond.),Préfecture: Salé,عمالة سلا,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
 OULAD HLAL,اولاد هلال المركزية,OULAD HLAL CENTRE HSSEIN  SALE,اولاد هلال المركزية احصين - سلا,Hssaine (Arrond.),Préfecture: Salé,عمالة سلا,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
GROUPE SCOLAIRE SIDI HMIDA,مجموعة مدارس سيدي حميدة,douar riah  HsSAINE COMMUNE DE HsSAINE,دوار الرياح احصين ,Hssaine (Arrond.),Préfecture: Salé,عمالة سلا,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
GROUPE SCOLAIRE ETTANMIYA, مجموعة مدارس التنمية,KM 17 RUE MEKNES COMMUNE DE SHOUL,كلم 17 طريق مكناس العرجات - السهول,Shoul,Préfecture: Salé,عمالة سلا,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
GROUPE SCOLAIRE SIDI CHAFI,مجموعة مدارس سيدي الشافي,DOUAR SIDI CHAFI COMMUNE DE SHOUL,دوار الخليفيين سيدي الشافي - السهول,Shoul,Préfecture: Salé,عمالة سلا,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
GROUPE SCOLAIRE SIDI AMIRA,مجموعة مدارس سيدي عميرة,DOUAR SIDI AMIRA COMMUNE DE amer,دوار سيدي عميرة - جماعة عامر,Ameur,Préfecture: Salé,عمالة سلا,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
GROUPE SCOLAIRE SIDI ABDELAZIZ,مجموعة مدارس سيدي عبد العزيز,DOUAR OULAD RADI  COMMUNE DE SHOUL,دوار أولاد الراضي - السهول,Shoul,Préfecture: Salé,عمالة سلا,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
GROUPE SCOLAIRE JBABRA,مجموعة مدارس الجبابرة,DOUAR JBABRA COMMUNE DE SHOUL,دوار الجبابرة - السهول,Shoul,Préfecture: Salé,عمالة سلا,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
GROUPE SCOLAIRE FEDDAN EZZIT,مجموعة مدارس فدان الزيت,DOUAR FEDDAN EZZIT COMMUNE DE SHOUL,السهول,Shoul,Préfecture: Salé,عمالة سلا,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
GROUPE SCOLAIRE OUALJATE SOLTANE, مجموعة مدارس ولجة السلطان,SS OULJAT SLTON SOUK ARBIAA COMMUNE DE SHOUL,م/م ولجة السلطان أربعاء السهول,Shoul,Préfecture: Salé,عمالة سلا,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
ECOLE BOUKNADEL,مدرسة بوقنادل,BOUKNADEL CENTRE,بوقنادل المركز,Sidi Bouknadel (Mun.),Préfecture: Salé,عمالة سلا,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
ECOLE  ZARDAL,مدرسة زردال,hay ZARDAL COMMUNE DE BOUKNADEL,حي زردال جماعة بوقنادل - سلا,Sidi Bouknadel (Mun.),Préfecture: Salé,عمالة سلا,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
GROUPE SCOLAIRE OULAD SBITA,مجموعة مدارس اولاد اسبيطة,DOUAR OULAD SBITA COMMUNE DE AMEUR,دوار اولاداسبيطة جماعة عامر,Ameur,Préfecture: Salé,عمالة سلا,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
ECOLE  AL HANCHA, مدرسة الحنشة,AL HANCHA,الحنشة,Sidi Bouknadel (Mun.),Préfecture: Salé,عمالة سلا,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
GROUPE SCOLAIRE DOU SLIM,مجموعة مدارس دوسليم,DOUAR DOU SLIM CHAT COMMUNE DE BOUKNADEL,دوار دويسليم بوقنادل - سلا,Ameur,Préfecture: Salé,عمالة سلا,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
ECOLE JAAOUNA,مدرسة الجعاونة,DOUAR JAAOUNA COMMUNE DE BOUKNADEL,دوار الجعاونة بوقنادل,Sidi Bouknadel (Mun.),Préfecture: Salé,عمالة سلا,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
ECOLE SIDI BRAHIM,مدرسة سيدي ابراهيم,COMMUNE DE ameur,جماعة عامر,Ameur,Préfecture: Salé,عمالة سلا,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
ECOLE  EL BRAHMA 2,مدرسة البراهمة 2,COMMUNE DE ameur,جماعة علمر,Ameur,Préfecture: Salé,عمالة سلا,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
ECOLE  EL BRAHMA 3,مدرسة البراهمة 3,COMMUNE DE AMEUR,جماعة عامر,Ameur,Préfecture: Salé,عمالة سلا,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
Groupe scolaire Oulad El Ayachi,مجموعة مدارس أولاد العياشي,DOUAR OULAD EL AYACHI COMMUNE DE amer,دوار اولاد العياشي جماعة عامر,Ameur,Préfecture: Salé,عمالة سلا,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
ECOLE SIDI BOULAAJOUL,مدرسة سيدي ابراهيم بولعجول,SIDI BRAHIM BOULAAJOUL ,جماعة عامر سلا,Ameur,Préfecture: Salé,عمالة سلا,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
ECOLE  AIN BARKA,مدرسة عين بركة,DOUAR AIN BARKA COMMUNE DE BOUKNADEL,دوار عين بركة زردال  بوقنادل,Sidi Bouknadel (Mun.),Préfecture: Salé,عمالة سلا,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
GROUPE SCOLAIRE LHANCHA EL FOUARAT ,مجموعة مدارس الحنشة الفوارات,DOUAR FOUARAT ALHANCHA COMMUNE DE BOUKNADEL,قبيلة الحنشة - جماعة عامر,Ameur,Préfecture: Salé,عمالة سلا,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
EL MEKKI EL BITALI,المكي البيطالي,av Mohamed V temara,شارع محمد الخامس تمارة,Témara (Mun.),Préfecture: Skhirate- Tém,عمالة سخيرات-تمارة,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
EL BOUSTANE,البستان,CITE ANDALOUS    RUE 6   TEMARA,حي الامدلس الزنقة 6 تمارة,Témara (Mun.),Préfecture: Skhirate- Tém,عمالة سخيرات-تمارة,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
BRAHIM ROUDANI,ابراهيم الروداني,DOUAR LEMNACER loulalda  TEMARA,دوار لمناصرلولالدة  تمارة,Témara (Mun.),Préfecture: Skhirate- Tém,عمالة سخيرات-تمارة,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
IBN HAZEM,ابن حزم,BOULEVARD HASSAN 2  TEMARA,شارع الحسن  الثاني تمارة,Témara (Mun.),Préfecture: Skhirate- Tém,عمالة سخيرات-تمارة,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
MOHAMMED EL FASSI,محمد الفاسي,BOULEVARD HASSAN 2   TEMARA, تمارة المركز شارع الحسن الثاني,Témara (Mun.),Préfecture: Skhirate- Tém,عمالة سخيرات-تمارة,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
EL MOUAHHIDINE,الموحدين,BOULEVARD MOHAMED V    TEMARA,شارع محمد الخامس تمارة,Témara (Mun.),Préfecture: Skhirate- Tém,عمالة سخيرات-تمارة,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
EL MASSIRA,المسيرة, RUE mohamed taoufiq albakri,زنقة محمد توفيق البكري,Témara (Mun.),Préfecture: Skhirate- Tém,عمالة سخيرات-تمارة,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
EL MAGHREB EL ARABI,المغرب العربي,MASSIRA 1 RUE TATA  TEMARA,المسيرة 1 زنقة طاطا تمارة,Témara (Mun.),Préfecture: Skhirate- Tém,عمالة سخيرات-تمارة,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
TAREK IBN ZIAD,طارق بن زياد,MASSIRA 1  TEMARA,المسيرة 1 تمارة,Témara (Mun.),Préfecture: Skhirate- Tém,عمالة سخيرات-تمارة,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
OMAR IBN EL KHATTAB,عمر بن الخطاب,MAGHREB ARABI MASSIRA 2  TEMARA,حي المغرب العربي المسيرة 2,Témara (Mun.),Préfecture: Skhirate- Tém,عمالة سخيرات-تمارة,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
BADR, بدر,QUARTIER MAGHREB EL ARABI TEMARA,حي المغرب العربي تمارة,Témara (Mun.),Préfecture: Skhirate- Tém,عمالة سخيرات-تمارة,Rabat-Salé-Kénitra,الرباط-سلا-القنيطرة,,,PUBLIC,MENPS 2023
