NOM_ETABLISSEMENT,NOM_ETABLISSEMENT_AR,ADRESSE,ADRESSE_AR,COMMUNE,PROVINCE,PROVINCE_AR,REGION,REGION_AR,TEL,FAX,TYPE,SOURCE
Ezzahra,,Commune Hssaine Près du Souk Lakhmiss,,Hssaine (AR),Salé,إقليم سلا,Rabat - Salé - Zemmour - Zaer,الرباط-سلا-زمور-زعير,0662261544,___-__-__-__,PRIVE,MEN 2011
Al Bichara,,Rue 19 N° 653 Hay Al Irchad - C.U. Kenitra Saknia,,Kenitra (M),Kenitra,إقليم القنيطرة,Gharb - Chrarda - Beni Hssen,الغرب-شراردة-بني حسن,0537381891,0537381891,PRIVE,MEN 2011
Jardin d'Enfants Al Janna,,"N° 5, Rue 405 Essafa - C.U. El Jadida",,El Jadida (M),El Jadida,إقليم الجديدة,Doukala - Abda,دكالة-عبدة,___-__-__-__,___-__-__-__,PRIVE,MEN 2011
Groupe Scolaire Al Yakada,,AVENUE IBNOU BADISSCHATEAU D EAU,,El Jadida (M),El Jadida,إقليم الجديدة,Doukala - Abda,دكالة-عبدة,023350303,___-__-__-__,PRIVE,MEN 2011
ETABLISSEMENT SCOLAIRE SLIMANI,,BOULVARD DES FAR Lotissement slimani ,,El Jadida (M),El Jadida,إقليم الجديدة,Doukala - Abda,دكالة-عبدة,023369416,023369408,PRIVE,MEN 2011
Les Iris,, Lotissement Mabrouka - Lot A - Akioud,,Gueliz (AR),Marrakech,إقليم مراكش,Marrakech - Tensift - Al Haouz,مراكش-تانسيفت-الحوز,0524433369,0524433369,PRIVE,MEN 2011
Chorouq,,"N° 39, Lotissement Siham, Californie - C.U. Ain Chock",,Ain Chock (AR),Ain Chok,إقليم عين الشق,Grand Casablanca,الدار البيضاء الكبرى,022-50-78-50,___-__-__-__,PRIVE,MEN 2011
Firdaous Ennour,,"Lotissement Salima,Rue3,N°5 - C.U. Ain Chock",,Ain Chock (AR),Ain Chok,إقليم عين الشق,Grand Casablanca,الدار البيضاء الكبرى,022-21-38-98,022-21-38-98,PRIVE,MEN 2011
Boudour,,"Rue 9, N° 13, Lotissement vermount - C.U. Ain Chock",,Ain Chock (AR),Ain Chok,إقليم عين الشق,Grand Casablanca,الدار البيضاء الكبرى,022-21-14-69,___-__-__-__,PRIVE,MEN 2011
Les Poussins d'or,,Bd. Mohamed VI - C.U. Ain Chock,,Ain Chock (AR),Ain Chok,إقليم عين الشق,Grand Casablanca,الدار البيضاء الكبرى,022-50-23-60,___-__-__-__,PRIVE,MEN 2011
Institut Afak almostakbal Privé,,"N° 68, Lotissement Essafa, El Oulfa ",,Hay Hassani (AR),Hay Hassani,إقليم الحي الحسني,Grand Casablanca,الدار البيضاء الكبرى,0522892639,___-__-__-__,PRIVE,MEN 2011
COURS SUBRINI OULFA 2,,"Rue 19, N° 26, Hay Missimi, El Pulfa - C.U. Hay Hassani",,Hay Hassani (AR),Hay Hassani,إقليم الحي الحسني,Grand Casablanca,الدار البيضاء الكبرى,022 91 16 13,022 89 24 04,PRIVE,MEN 2011
Ghafiri 2 Privé,,"Bd. Moulouya, N° 82 , El Oulfa - C.U. Hay Hassani",,Hay Hassani (AR),Hay Hassani,إقليم الحي الحسني,Grand Casablanca,الدار البيضاء الكبرى,0522892587,0522897468,PRIVE,MEN 2011
Institut Al Mitak Privé,,Lotissement El Kerya Namoudajia N° 34 - C.U. Dar Bouazza,,Dar Bouazza (M),Nouaceur,إقليم النواصر,Grand Casablanca,الدار البيضاء الكبرى,022290479,___-__-__-__,PRIVE,MEN 2011
Sanaa 2 Privé,,"El Oulfa N° 10  RUE50 GROUPE ""U"" - .  Hay Hassani",,Hay Hassani (AR),Hay Hassani,إقليم الحي الحسني,Grand Casablanca,الدار البيضاء الكبرى,022895240,022908238,PRIVE,MEN 2011
Groupe Scolaire El Amjad Privé,,Lotissement Al Khawarizmi - C.U. Lissasfa,,Hay Hassani (AR),Hay Hassani,إقليم الحي الحسني,Grand Casablanca,الدار البيضاء الكبرى,022 93 29 12,0522892880,PRIVE,MEN 2011
Groupe Scolaire attawassol,,"Hay Elaymoun, Lot. N° 93 - C.U. Lissasfa",,Hay Hassani (AR),Hay Hassani,إقليم الحي الحسني,Grand Casablanca,الدار البيضاء الكبرى,022 90 38 27,___-__-__-__,PRIVE,MEN 2011
Institution El Kannouni Privé,,"Lotissement Ennasim, N° 412 - C.U. Lissasfa",,Hay Hassani (AR),Hay Hassani,إقليم الحي الحسني,Grand Casablanca,الدار البيضاء الكبرى,022892409,___-__-__-__,PRIVE,MEN 2011
Bouchra,,"Lotissement Bouchra,Rue3 N° 43  Sidi Maarouf",,Ain Chock (AR),Ain Chok,إقليم عين الشق,Grand Casablanca,الدار البيضاء الكبرى,022-97-36-24,___-__-__-__,PRIVE,MEN 2011
Al Adarissa Chorafaa,,"Lotissement Al Adarissa, N° 128 - C.U. Sidi Maarouf",,Ain Chock (AR),Ain Chok,إقليم عين الشق,Grand Casablanca,الدار البيضاء الكبرى,022-97-55-46,___-__-__-__,PRIVE,MEN 2011
Addoha,,"N° 28, Hay Oued Al Makhazine ",,Mohammadia (M),Mohammadia,إقليم المحمدية,Grand Casablanca,الدار البيضاء الكبرى,0523303024,___-__-__-__,PRIVE,MEN 2011
Yatrib,,Bd. Yaacoub Al Mansour,,Mohammadia (M),Mohammadia,إقليم المحمدية,Grand Casablanca,الدار البيضاء الكبرى,0523329911,0523329912,PRIVE,MEN 2011
Groupe Scolaire VIVALDI,,"Bd. Hassan II,  La Siesta N° 1",,Mohammadia (M),Mohammadia,إقليم المحمدية,Grand Casablanca,الدار البيضاء الكبرى,0523323223,0523325275,PRIVE,MEN 2011
Inara,,"Inara  III, N° 49 - 51 - 52    Alia",,Mohammadia (M),Mohammadia,إقليم المحمدية,Grand Casablanca,الدار البيضاء الكبرى,0523282230,___-__-__-__,PRIVE,MEN 2011
GROUPE SCOLAIRE EL ANBAR,,"Hay Al Qods, Groupe Zenata 2, N° 352,353,354 - C.U. Sidi Bernoussi",,Sidi Bernoussi (AR),Sidi Bernoussi,إقليم سيدي البرنوصي,Grand Casablanca,الدار البيضاء الكبرى,0522768406,___-__-__-__,PRIVE,MEN 2011
El Kholafaa Priveé,,"Lotissement Al Otour, Rue 5, N° 3 - C. U. Sidi Moumen",,Sidi Moumen (AR),Sidi Bernoussi,إقليم سيدي البرنوصي,Grand Casablanca,الدار البيضاء الكبرى,022724559,___-__-__-__,PRIVE,MEN 2011
groupe scolaire al hadika,,"Lotissement Hadika, Rue 17, N° 23 - C.U. Sidi Moumen",,Sidi Moumen (AR),Sidi Bernoussi,إقليم سيدي البرنوصي,Grand Casablanca,الدار البيضاء الكبرى,0522724440,___-__-__-__,PRIVE,MEN 2011
Majd Essalame Privé,,"Lotissement Al Hadika, Rue 7, N° 24 - C.U. Sidi Moumen",,Sidi Moumen (AR),Sidi Bernoussi,إقليم سيدي البرنوصي,Grand Casablanca,الدار البيضاء الكبرى,0522729696,0522729697,PRIVE,MEN 2011
Ecole AL-FOURAT,,"Lotissement Al Hadika 1, Rue 2, N°48 - C.U. Sidi Moumen",,Sidi Moumen (AR),Sidi Bernoussi,إقليم سيدي البرنوصي,Grand Casablanca,الدار البيضاء الكبرى,022716474,,PRIVE,MEN 2011
MAARIF Al Infitah,,"Hay Lala Meriam 2, N° 8 & 9 - C.U. Sidi Moumen",,Sidi Moumen (AR),Sidi Bernoussi,إقليم سيدي البرنوصي,Grand Casablanca,الدار البيضاء الكبرى,0522710710,___-__-__-__,PRIVE,MEN 2011
Itihad Junior,,Lot. Camelia N° 06 - C.U. Ain Sebaa,,Ain Sebaa (AR),Ain Sebaa_Hay Mohammadi,إقليم عين السبع-الحي المحمدي,Grand Casablanca,الدار البيضاء الكبرى,022-66-07-69,___-__-__-__,PRIVE,MEN 2011
la petite maison,,"Hay Al Massira, Imm. 23, N° 01-02 - C.U. Assoukhour Assawda",,Assoukhour Assawda (AR),Ain Sebaa_Hay Mohammadi,إقليم عين السبع-الحي المحمدي,Grand Casablanca,الدار البيضاء الكبرى,0522608951,___-__-__-__,PRIVE,MEN 2011
Al Manahil,,"Bd. Attine, N0 49 - C. U. Ain Sebaa",,Ain Sebaa (AR),Ain Sebaa_Hay Mohammadi,إقليم عين السبع-الحي المحمدي,Grand Casablanca,الدار البيضاء الكبرى,022-66-42-92,___-__-__-__,PRIVE,MEN 2011
Ferdaous Lavillette,,"N° 31, Rue Assti Lavillette - C. U. Assoukhour Assawda",,Assoukhour Assawda (AR),Ain Sebaa_Hay Mohammadi,إقليم عين السبع-الحي المحمدي,Grand Casablanca,الدار البيضاء الكبرى,022629731,___-__-__-__,PRIVE,MEN 2011
Anisse,,"N° 09, Lot. Alfal, Bd. Chefchaouni - C. U; Ain Sebaa",,Ain Sebaa (AR),Ain Sebaa_Hay Mohammadi,إقليم عين السبع-الحي المحمدي,Grand Casablanca,الدار البيضاء الكبرى,0522663402,0522674579,PRIVE,MEN 2011
Ecole Lilage,,"N° 30, Rue 4, Passage Lilage - C. U. Sidi Moumen",,Sidi Moumen (AR),Sidi Bernoussi,إقليم سيدي البرنوصي,Grand Casablanca,الدار البيضاء الكبرى,022-72-89-37,___-__-__-__,PRIVE,MEN 2011
Zoubair,,"N° 70, Jnane Chdid, Sidi Boujida - C.U. Fès Medina",,Fes Medina (AR),Fès,إقليم فاس,Fès - Boulmane,فاس-بولمان,0535760866,0535760866,PRIVE,MEN 2011
Al Assala,,"N° 4, Derb Essahel Klaklyeene - C.U. Fès Medina",,Fes Medina (AR),Fès,إقليم فاس,Fès - Boulmane,فاس-بولمان,0679349979,,PRIVE,MEN 2011
AJIAl AL Holm Al Arabi 1,,"3 Bis, Lahbiel Sidi Boujid - C.U. Fès Medina",,Fes Medina (AR),Fès,إقليم فاس,Fès - Boulmane,فاس-بولمان,035-71-18-80,___-__-__-__,PRIVE,MEN 2011
Arrissala,,Avenue Fenix Lajiri II - C. U. Ain Sebaa,,Ain Sebaa (AR),Ain Sebaa_Hay Mohammadi,إقليم عين السبع-الحي المحمدي,Grand Casablanca,الدار البيضاء الكبرى,022-35-61-52,___-__-__-__,PRIVE,MEN 2011
La Competence Scientifique,,Lot. Camalia N° 52 -59-60   beau site Ain Sebaa  casablanca,,Ain Sebaa (AR),Ain Sebaa_Hay Mohammadi,إقليم عين السبع-الحي المحمدي,Grand Casablanca,الدار البيضاء الكبرى,022-66-09-79,022-66-63-23,PRIVE,MEN 2011
CANINA,,116  Bd. Chefchaouni -. Ai  Sebaa,,Ain Sebaa (AR),Ain Sebaa_Hay Mohammadi,إقليم عين السبع-الحي المحمدي,Grand Casablanca,الدار البيضاء الكبرى,0522661473,___-__-__-__,PRIVE,MEN 2011
Soukaina,,"N° 32-34, Bd. Ibnou Al Adraa Al Mourrakouchi - C.U. Assoukhour A",,Assoukhour Assawda (AR),Ain Sebaa_Hay Mohammadi,إقليم عين السبع-الحي المحمدي,Grand Casablanca,الدار البيضاء الكبرى,___-__-__-__,___-__-__-__,PRIVE,MEN 2011
Institution Al Fadelia d'Education & d'Enseignemen,," 8, Rue Mrequli, Quartier Administratif",,Laayoune (M),Laayoune,إقليم العيون,Laayoune- Boujdour - Sakia AlHamra,العيون-بوجدور-الساقية الحمراء,028-99-26-14,___-__-__-__,PRIVE,MEN 2011
ERRAZI,,"31 Bd. Chakib Arsalane, Hay El Fath",,Laayoune (M),Laayoune,إقليم العيون,Laayoune- Boujdour - Sakia AlHamra,العيون-بوجدور-الساقية الحمراء,028-99-46-45,___-__-__-__,PRIVE,MEN 2011
Rihab Al Khair,,"Villa N° 2, Route Principale dAgadir, C.U. Chichaoua",,Chichaoua (M),Chichaoua,إقليم شيشاوة,Marrakech - Tensift - Al Haouz,مراكش-تانسيفت-الحوز,044-35-27-56,___-__-__-__,PRIVE,MEN 2011
Ecole El Fath,,Quartier Al Massira - C.U. Chichaoua,,Chichaoua (M),Chichaoua,إقليم شيشاوة,Marrakech - Tensift - Al Haouz,مراكش-تانسيفت-الحوز,044-35-26-46,___-__-__-__,PRIVE,MEN 2011
AL BAYROUNI,,"Rue Tak Eddine Hilali N° 16, Hay Enzaha - C.U. Charf Mghogha",,Charf_Mghogha (AR),Tanger Assilah,إقليم طنجة-أصيلة,Tanger - Tetouan,طنجة-تطوان,0539944687,0539944687,PRIVE,MEN 2011
 Henri Poincaré,,"Boulevard Allal Fassi, N° 16 - C.U. Charf Mghogha",,Charf_Mghogha (AR),Tanger Assilah,إقليم طنجة-أصيلة,Tanger - Tetouan,طنجة-تطوان,0539361003,,PRIVE,MEN 2011
SHAKESPEARE,,"Bd. Youssef Ibn Tachafine, Imm. Manara 1er Etage - C.U. Charf",,Tanger_Medina (AR),Tanger Assilah,إقليم طنجة-أصيلة,Tanger - Tetouan,طنجة-تطوان,0539341552,___-__-__-__,PRIVE,MEN 2011
Afaf,,Rue Ibn Atai N°2,,Charf_Mghogha (AR),Tanger Assilah,إقليم طنجة-أصيلة,Tanger - Tetouan,طنجة-تطوان,___-__-__-__,___-__-__-__,PRIVE,MEN 2011
Chourok,," Rue ghazouat Bani Lmostalek, Idrissia 2, N° 11",,Charf_Mghogha (AR),Tanger Assilah,إقليم طنجة-أصيلة,Tanger - Tetouan,طنجة-تطوان,0539952594,___-__-__-__,PRIVE,MEN 2011
la nouvelle ère,,Lotissement Khlij Tanjah - Tanger Balia,,Charf_Mghogha (AR),Tanger Assilah,إقليم طنجة-أصيلة,Tanger - Tetouan,طنجة-تطوان,0539301306,___-__-__-__,PRIVE,MEN 2011
Cranvia,,"Rue Du Mexiquen, N° 16 3eme Etage",,Tanger_Medina (AR),Tanger Assilah,إقليم طنجة-أصيلة,Tanger - Tetouan,طنجة-تطوان,___-__-__-__,___-__-__-__,PRIVE,MEN 2011
L elite,,Maghreb El Jadid n° 495,,Larache (M),Larache,إقليم العرائش,Tanger - Tetouan,طنجة-تطوان,0539521414,0539521404,PRIVE,MEN 2011
Taoud,,Route Rabat   N° 20,,Ksar El Kebir (M),Larache,إقليم العرائش,Tanger - Tetouan,طنجة-تطوان,039902996,___-__-__-__,PRIVE,MEN 2011
Oiseaux du Paradis,,10ABOU KACEM ZIYANI,,Larache (M),Larache,إقليم العرائش,Tanger - Tetouan,طنجة-تطوان,0539911469,0539911469,PRIVE,MEN 2011
Annexe Imam Malik - Al Marsa,,"Av. Abdelaziz Ben Driss, Hay Al Massira - Al Marsa",,El Marsa (M),Laayoune,إقليم العيون,Laayoune- Boujdour - Sakia AlHamra,العيون-بوجدور-الساقية الحمراء,028-99-85-13,028-99-85-13,PRIVE,MEN 2011
NIDAA ATTOFOULA,,"14 Av. Abou Bakr Essidik, Hay Al Massira",,Laayoune (M),Laayoune,إقليم العيون,Laayoune- Boujdour - Sakia AlHamra,العيون-بوجدور-الساقية الحمراء,028-89-38-73,___-__-__-__,PRIVE,MEN 2011
Annexe Annidaa Attarbaoui,,74 Av. Yaacoub Mansour Cité Administrative,,Laayoune (M),Laayoune,إقليم العيون,Laayoune- Boujdour - Sakia AlHamra,العيون-بوجدور-الساقية الحمراء,028-89-08-42,___-__-__-__,PRIVE,MEN 2011
Al Farabi,,"Av. Ibn Haytam N° 7, Hay Oued Eddahab Layayada",,Layayda (AR),Salé,إقليم سلا,Rabat - Salé - Zemmour - Zaer,الرباط-سلا-زمور-زعير,037-87-58-47,___-__-__-__,PRIVE,MEN 2011
Walili,,"Av. My Abdel Allah, Rue Ain Al Bayda N° 9, Karya",,Hssaine (AR),Salé,إقليم سلا,Rabat - Salé - Zemmour - Zaer,الرباط-سلا-زمور-زعير,037-83-35-34,___-__-__-__,PRIVE,MEN 2011
El Maarif,,"N° 23, Zone Villas Ennakhil",,EL Kelaa Des Sraghna (M),El Kelaa Des Sraghna,إقليم قلعة السراغنة,Marrakech - Tensift - Al Haouz,مراكش-تانسيفت-الحوز,024-41-07-68,___-__-__-__,PRIVE,MEN 2011
Annakhil,," N° 29, Rue Abi Houraira Bouremana",,Agdal (AR),Fès,إقليم فاس,Fès - Boulmane,فاس-بولمان,035642112,___-__-__-__,PRIVE,MEN 2011
Taiba,,"N° 27, Rue Nouakchout, quartier Montfleuri II",,Saiss (AR),Fès,إقليم فاس,Fès - Boulmane,فاس-بولمان,035-96-21-80,035-96-21-81,PRIVE,MEN 2011
Blanche Neige,,N° 7 Hay Riad,,Ifrane (M),Ifrane,إقليم إفران,Meknès - Tafilalet,مكناس-تافيلالت,068-10-66-68,___-__-__-__,PRIVE,MEN 2011
ASSANAOUBAR,,"Zankat Ecole de Police, Hay Chabab",,Ifrane (M),Ifrane,إقليم إفران,Meknès - Tafilalet,مكناس-تافيلالت,055-56-77-25,___-__-__-__,PRIVE,MEN 2011
Etablissement Al Fassihe,,"Hay Tamazarte, Ait Melloul",,Ait Melloul (M),Inzegane Ait Melloul,إقليم إنزكان-آيت ملول,Sous - Massa - Draa,سوس-ماسة-درعة,028248261/74,028245218,PRIVE,MEN 2011
FONDATION  ARIHA,,Route principale biougra,,Biougra (M),Chtouka Ait Baha,إقليم شتوكة-آيت باها,Sous - Massa - Draa,سوس-ماسة-درعة,028-81-82-45,028-81-98-48,PRIVE,MEN 2011
El Filali,,"Av. Abdelkrim El Khatabi, Quartier Najd - Guercif",,Guercif (M),Guercif,إقليم كريسيف,Taza  - Al Hoceima - Taounate,تازة-الحسيمة-تاونات,035-67-54-47,035-67-54-47,PRIVE,MEN 2011
Al Afak,,"Lot. El Barak, N° 28, Rue My Youssef -Taza El Jadida",,Taza (M),Taza,إقليم تازة,Taza  - Al Hoceima - Taounate,تازة-الحسيمة-تاونات,035-67-03-93,___-__-__-__,PRIVE,MEN 2011
Ouhoud,,"Lot. Masmoudi Targa, N°1 - Menara",,Ménara (AR),Marrakech,إقليم مراكش,Marrakech - Tensift - Al Haouz,مراكش-تانسيفت-الحوز,024-49-29-34,024-34-67-31,PRIVE,MEN 2011
Al Joudour Privé,,"Hay Essalam, Bd. Al Istiqlal, Zanka Oujda, N° 3",,Ben Slimane (M),Benslimane,إقليم بنسليمان,Chaouia - Ourdigha,الشاوية-ورديغة,013/85/96/29,___-__-__-__,PRIVE,MEN 2011
Groupe Al Faline Privé,,"Lot. Al Faline, N° 200",,Ben Slimane (M),Benslimane,إقليم بنسليمان,Chaouia - Ourdigha,الشاوية-ورديغة,013-35-90-50,___-__-__-__,PRIVE,MEN 2011
Institut Riad El Maarifa,,"N° 7, Rue El Masbah -Ain Taoujdate",,Ain Taoujdate (M),El Hajeb,إقليم الحاجب,Meknès - Tafilalet,مكناس-تافيلالت,035440440,035440440,PRIVE,MEN 2011
Annexe Ecole Maria,,"Lot. Al Wifak, N° 1 ",,Temara (M),Skhirate Temara,إقليم سخيرات-تمارة,Rabat - Salé - Zemmour - Zaer,الرباط-سلا-زمور-زعير,___-__-__-__,___-__-__-__,PRIVE,MEN 2011
Al Amal almaarifi,,Lot. Al Amal  N° 25 - Ain El Aouda,,Ain El Aouda (M),Skhirate Temara,إقليم سخيرات-تمارة,Rabat - Salé - Zemmour - Zaer,الرباط-سلا-زمور-زعير,037748389,___-__-__-__,PRIVE,MEN 2011
Al Maali Privée,,"Lot. Charaf, Route Ifni",,Tiznit (M),Tiznit,إقليم تيزنيت,Sous - Massa - Draa,سوس-ماسة-درعة,028-86-44-53,___-__-__-__,PRIVE,MEN 2011
Groupe Scolaire El Maarif,,"N° 617, Av. Al Aqaba, Lot. Borj 1",,Essabouira (M),Essaouira,إقليم الصويرة,Marrakech - Tensift - Al Haouz,مراكش-تانسيفت-الحوز,024-47-34-70,024-47-30-70,PRIVE,MEN 2011
Groupe Scolaire Mirabel Privé,,"Hay Nassadihi, Ain Harouda Km 17",,Ain Harrouda (M),Mohammadia,إقليم المحمدية,Grand Casablanca,الدار البيضاء الكبرى,0522329591,___-__-__-__,PRIVE,MEN 2011
Centre My Rachid,,Rue Ibn Rochd,,Tetouan (M),Tetouan,إقليم تطوان,Tanger - Tetouan,طنجة-تطوان,039-96-99-29,039-96-99-29,PRIVE,MEN 2011
Centre Mediterranien Pour L'enfance,,"LIGUE MAROCAine. C. MEDITERRANIEN DE L'ENFANT, HAOUMAT ZAOUIA",,M'Diq (M),M'diq Fnidaq,إقليم مارتيل-الفنيدق,Tanger - Tetouan,طنجة-تطوان,039-66-41-82,___-__-__-__,PRIVE,MEN 2011
Aya,,Quartier Choumbira,,Martil (M),M'diq Fnidaq,إقليم مارتيل-الفنيدق,Tanger - Tetouan,طنجة-تطوان,039-68-93-94,039-68-92-08,PRIVE,MEN 2011
 groupe scolaire AWLADOUNA SCHOOL ,,Quartier Riad ,,Midelt (M),Midelt,إقليم ميدلت,Meknès - Tafilalet,مكناس-تافيلالت,0535582958,0535582958,PRIVE,MEN 2011
Waladi,,"N° 11, Bd. Massira Khadra, B.P. 37",,Khenifra (M),Khenifra,إقليم خنيفرة,Meknès - Tafilalet,مكناس-تافيلالت,055-58-64-84,___-__-__-__,PRIVE,MEN 2011
groupe scolaire TUSNA,,"N° 4,BD LA MARCHE VERTE LOT SAFSAF",,Khenifra (M),Khenifra,إقليم خنيفرة,Meknès - Tafilalet,مكناس-تافيلالت,0535385039,___-__-__-__,PRIVE,MEN 2011
Tusna II,,"N° 08, Quartier Armée Royale",,Khenifra (M),Khenifra,إقليم خنيفرة,Meknès - Tafilalet,مكناس-تافيلالت,055-58-86-39,___-__-__-__,PRIVE,MEN 2011
Nouhaila,,"Lot. Ennour, Bloc C, N° 36 - Sidi Othmane",,Sidi Othmane (AR),Moulay R'chid_Sidi Otmane,إقليم مولاي رشيد-سيدي عثمان,Grand Casablanca,الدار البيضاء الكبرى,022-55-22-25,___-__-__-__,PRIVE,MEN 2011
El Majd,,"N° 64, Hay Tanchit",,Kenitra (M),Kenitra,إقليم القنيطرة,Gharb - Chrarda - Beni Hssen,الغرب-شراردة-بني حسن,037-36-43-23,___-__-__-__,PRIVE,MEN 2011
la palmeraie,,"N° 95,96b El Haouzia",,Kenitra (M),Kenitra,إقليم القنيطرة,Gharb - Chrarda - Beni Hssen,الغرب-شراردة-بني حسن,037-35-30-94,037-37-08-73,PRIVE,MEN 2011
Les Hirondelles,,"Rue  Moulay Abdellah, N° 73",,Kenitra (M),Kenitra,إقليم القنيطرة,Gharb - Chrarda - Beni Hssen,الغرب-شراردة-بني حسن,070-45-14-17,___-__-__-__,PRIVE,MEN 2011
Sara,,"Hay Ain Abi Fariss, Rue Stayech, N° 2",,Ouezzane (M),Ouezzane,إقليم وزان,Tanger - Tetouan,طنجة-تطوان,0534420690,___-__-__-__,PRIVE,MEN 2011
Al Zohour,,"Hay Azghar, N° 102",,Sidi kacem (M),Sidi Kacem,إقليم سيدي قاسم,Gharb - Chrarda - Beni Hssen,الغرب-شراردة-بني حسن,072-26-41-98,___-__-__-__,PRIVE,MEN 2011
Al Doha,,"Immeuble Al Hafid, N° 9 et 12",,Sidi kacem (M),Sidi Kacem,إقليم سيدي قاسم,Gharb - Chrarda - Beni Hssen,الغرب-شراردة-بني حسن,037-59-47-00,___-__-__-__,PRIVE,MEN 2011
Mama Fatima,,"Av. El Jaich El Malaki, N° 26 - C.U. Machra Bel Ksiri",,Mechra Bel Ksiri (M),Sidi Kacem,إقليم سيدي قاسم,Gharb - Chrarda - Beni Hssen,الغرب-شراردة-بني حسن,037-43-38-69,___-__-__-__,PRIVE,MEN 2011
Pythagore,,"Bd. Hassan II, La Siesta 305",,Mohammadia (M),Mohammadia,إقليم المحمدية,Grand Casablanca,الدار البيضاء الكبرى,0523321386,253315089,PRIVE,MEN 2011
Groupe Scolaire Les Princes,,Bd. de Palestine,,Mohammadia (M),Mohammadia,إقليم المحمدية,Grand Casablanca,الدار البيضاء الكبرى,0523286959,0523286151,PRIVE,MEN 2011
Al Irfane,,Bd. Hassan II,,Jerada (M),Jerada,إقليم جرادة,l'Oriental,الشرق,036-82-02-43,___-__-__-__,PRIVE,MEN 2011
Secteur Scolaire Al Olamaa Privée,,"N° 52, Rue Tizi Ousli",,Ben Slimane (M),Benslimane,إقليم بنسليمان,Chaouia - Ourdigha,الشاوية-ورديغة,023-29-11-09,___-__-__-__,PRIVE,MEN 2011
Ennour,,"Etablissement Ennour, Route Debdou",,Taourirt (M),Taourirt,إقليم تاوريرت,l'Oriental,الشرق,036.69.81.68,___-__-__-__,PRIVE,MEN 2011
el insaf,,IBOUAAJAJEN LOUTA NADOR,,Nador (M),Nador,إقليم الناظور,l'Oriental,الشرق,0534118328,___-__-__-__,PRIVE,MEN 2011
La Sirène Dorée,," 182, Hay My Rachid, 3ème Tranche",,Laayoune (M),Laayoune,إقليم العيون,Laayoune- Boujdour - Sakia AlHamra,العيون-بوجدور-الساقية الحمراء,028-99-69-69,___-__-__-__,PRIVE,MEN 2011
Fathi Junior,,"Lotissement Al Hadika, Rue 12, N°1, Sidi Moumen",,Sidi Moumen (AR),Sidi Bernoussi,إقليم سيدي البرنوصي,Grand Casablanca,الدار البيضاء الكبرى,022723233,___-__-__-__,PRIVE,MEN 2011
Ecole Oum El Fadl,,"Groupe 107, N° 20 - Sidi Bernoussi",,Sidi Bernoussi (AR),Sidi Bernoussi,إقليم سيدي البرنوصي,Grand Casablanca,الدار البيضاء الكبرى,022755303,___-__-__-__,PRIVE,MEN 2011
Groupe Scolaire Al Imam Al qarafi,,"Résidence El Boustane 2, Km 12,5 - Sidi Bernoussi",,Sidi Bernoussi (AR),Sidi Bernoussi,إقليم سيدي البرنوصي,Grand Casablanca,الدار البيضاء الكبرى,022757674,___-__-__-__,PRIVE,MEN 2011
