Total Enrolment in Mainstream National Schools by Standard (Incl. Special Classes),,,,,,,,,,,,,,,,
Academic Year (Enrolment),Roll Number,Official Name,County Description,Local Authority Description,DEIS (Y/N),Gaeltacht Indicator (Y/N),Ethos Description,Junior Infants,Senior Infants,First Class,Second Class,Third Class,Fourth Class,Fifth Class,Sixth Class,Special Class,Enrolment per Return
2024,19830W,CORPUS CHRISTI N S,Limerick,Limerick City Council,Y,N,Catholic,38,52,47,70,57,46,42,50,13,415
2024,19831B,SCOIL CHAOIMHIN,Dublin,Dublin City Council,Y,N,Catholic,6,8,9,5,7,5,14,9,,63
2024,19832D,GAELSCOIL RAIFTEIRÍ,Mayo,Mayo County Council,N,N,Catholic,28,28,27,38,26,25,24,25,,221
2024,19833F,"GAELSCOIL CHORAIN,",Cork,Cork County Council,N,N,Catholic,30,30,28,31,30,44,39,32,,264
2024,19834H,ST AIDANS NS,Dublin,South Dublin County Council,Y,N,Catholic,,,,,60,58,66,58,2,244
2024,19837N,DRIMNAGH CASTLE CBS N S,Dublin,Dublin City Council,Y,N,Catholic,,,,57,71,65,72,78,,343
2024,19838P,GAEL SC MHICHIL CHIOSOG,Clare,Clare County Council,N,N,Catholic,58,65,57,56,54,62,49,70,,471
2024,19839R,GAEL SCOIL UI RIORDAIN,Cork,Cork City Council,N,N,Catholic,98,98,85,88,91,94,86,91,,731
2024,19840C,HOLY FAMILY SCHOOL,Dublin,Dun Laoghaire Rathdown,Y,N,Catholic,19,19,17,16,24,15,20,14,9,153
2024,19841E,GLINSK N S,Galway,Galway County Council,N,N,Catholic,6,11,13,8,12,5,8,15,,78
2024,19845M,NORTH DUBLIN NS PROJECT,Dublin,Dublin City Council,N,N,Multi Denominational,27,28,27,26,26,25,27,28,,214
2024,19846O,Realt na Maidne,Kerry,Kerry County Council,Y,N,Catholic,31,19,15,13,14,20,23,28,16,179
2024,19848S,ST ETCHENS NATIONAL SCHOOL,Westmeath,Westmeath County Council,N,N,Catholic,40,40,48,42,49,47,59,62,24,411
2024,19849U,GAELSCOIL DONNCHA RUA,Clare,Clare County Council,Y,N,Catholic,6,8,7,11,7,5,6,10,12,72
2024,19850F,LADYSWELL N S,Dublin,Fingal County Council,Y,N,Catholic,51,34,51,57,53,54,60,67,7,434
2024,19851H,Gaelscoil de hIde,Cork,Cork County Council,N,N,Catholic,34,42,34,43,40,54,34,37,6,324
2024,19852J,GAELSCOIL UI RIADA,Cork,Cork City Council,N,N,Catholic,35,29,28,32,31,28,48,28,,259
2024,19853L,GAELSCOIL PHORT LAIRGE,Waterford,Waterford City Council,N,N,Catholic,28,30,26,16,24,25,27,26,,202
2024,19855P,GAELSCOIL CHLUAIN DOLCAIN,Dublin,South Dublin County Council,N,N,Catholic,56,56,59,59,47,57,57,49,,440
2024,19856R,GAELSCOIL OSRAI,Kilkenny,Kilkenny County Council,N,N,Catholic,54,52,57,52,53,59,62,53,,442
2024,19857T,SCOIL ROIS,Monaghan,Monaghan County Council,N,N,Catholic,32,26,31,32,29,39,38,31,,258
2024,19858V,GAELSCOIL DARA,Galway,Galway City Council,N,N,Catholic,57,50,50,58,50,53,55,55,,428
2024,19865S,DIVINE MERCY JUNIOR NATIONAL SCHOOL,Dublin,South Dublin County Council,Y,N,Catholic,39,61,58,55,,,,,,213
2024,19867W,Scoil na Rithe,Meath,Meath County Council,N,N,Catholic,27,26,27,31,24,28,23,26,6,218
2024,19871N,ST PATRICKS N S,Cavan,Cavan County Council,Y,N,Catholic,5,3,6,15,8,6,9,8,,60
2024,19872P,SCOIL CHAITLIN MAUDE,Dublin,South Dublin County Council,Y,N,Multi Denominational,39,31,30,39,40,37,32,42,10,300
2024,19874T,PRESENTATION PRIMARY SCHOOL,Tipperary,Tipperary (Nr) County Council,N,N,Catholic,29,37,47,28,27,16,20,26,11,241
2024,19875V,SAN CARLO SENIOR N S,Kildare,Kildare County Council,N,N,Catholic,,,,,77,83,61,86,5,312
2024,19877C,HOLY FAMILY SENIOR N S,Dublin,Fingal County Council,N,N,Catholic,,,,,145,152,157,159,14,627
2024,19878E,Holy Rosary Primary School,Dublin,South Dublin County Council,Y,N,Catholic,55,63,71,75,63,72,75,70,,544
2024,19879G,NAOMH PADRAIG JUNIOR,Tipperary,Tipperary (Sr) County Council,Y,N,Catholic,12,16,11,12,,,,,,51
2024,19880O,NAOMH PADRAIG SENIOR,Tipperary,Tipperary (Sr) County Council,Y,N,Catholic,,,,,20,13,9,9,,51
2024,19881Q,GAELSCOIL CHARRAIG UI LEIGHIN,Cork,Cork County Council,N,N,Catholic,68,66,76,74,76,73,82,81,,596
2024,19882S,Scoil an Athair Tadhg O Murchu,Cork,Cork City Council,N,N,Catholic,59,40,60,62,52,51,59,51,4,438
2024,19883U,GAELSCOIL O DOGHAIR,Limerick,Limerick County Council,N,N,Catholic,27,19,28,35,27,25,27,26,,214
2024,19884W,BALLYBAY CENTRAL NS,Monaghan,Monaghan County Council,Y,N,Presbyterian,4,7,7,6,6,9,12,5,,56
2024,19885B,GAELSCOIL PHILIB BARÚN,Waterford,Waterford County Council,N,N,Catholic,24,26,15,22,25,26,32,19,,189
2024,19886D,GAEL SCOIL THOMAIS DAIBHIS,Cork,Cork County Council,N,N,Catholic,38,47,52,55,55,63,51,48,,409
2024,19888H,ST ANNES MXD N S,Dublin,Dun Laoghaire Rathdown,N,N,Catholic,56,64,55,54,53,52,48,52,4,438
2024,19890R,NAOMH MAODHOG N.S.,Wexford,Wexford County Council,Y,N,Catholic,37,34,36,42,36,39,36,41,,301
2024,19892V,GAELSCOIL DHUN DEALGAN,Louth,Louth County Council,Y,N,Catholic,30,22,28,27,32,18,31,28,,216
2024,19893A,ST KILIANS SENIOR N S,Dublin,South Dublin County Council,N,N,Catholic,,,,,77,58,80,58,6,279
2024,19894C,AN MHODH SCOIL,Limerick,Limerick City Council,N,N,Catholic,83,74,65,71,78,68,71,68,,578
2024,19896G,Scoil Caitriona na mBraithre,Dublin,Dublin City Council,Y,N,Catholic,21,14,21,16,18,21,18,19,,148
2024,19897I,SCOIL UÍ RIADA,Kildare,Kildare County Council,N,N,Catholic,52,76,57,69,59,52,66,56,,487
2024,19898K,GAELSCOIL AN DUINNINIGH,Dublin,Fingal County Council,N,N,Catholic,50,52,42,49,52,42,48,50,,385
2024,19899M,GAELSCOILE COBH,Cork,Cork County Council,N,N,Catholic,4,6,4,12,1,13,3,16,,59
2024,19901T,BOOTERSTOWN N S,Dublin,Dun Laoghaire Rathdown,N,N,Church Of Ireland,10,13,11,14,13,10,11,10,,92
2024,19903A,KILTIMAGH CENTRAL,Mayo,Mayo County Council,N,N,Catholic,37,32,31,33,26,32,29,28,,248
2024,19904C,HOLY CROSS N S,Dublin,Dun Laoghaire Rathdown,N,N,Catholic,27,27,29,29,25,50,55,28,,270
2024,19905E,KILKENNY SCHOOL PROJECT,Kilkenny,Kilkenny County Council,N,N,Multi Denominational,26,26,28,28,53,26,26,27,,240
2024,19906G,Cork Educate Together National School,Cork,Cork City Council,N,N,Multi Denominational,27,25,21,25,24,23,26,28,,199
2024,19907I,GAELSCOIL MOLOGA,Dublin,Dublin City Council,N,N,Catholic,30,30,28,27,30,27,29,27,,228
2024,19908K,GAELSCOIL MHACHAN,Cork,Cork City Council,Y,N,Catholic,13,11,15,20,15,22,20,19,5,140
2024,19909M,GAELSCOIL PEIG SAYERS,Cork,Cork City Council,Y,N,Catholic,36,42,27,34,35,39,31,37,6,287
2024,19910U,SLIGO PROJECT SCHOOL,Sligo,Sligo County Council,Y,N,Multi Denominational,6,10,7,6,4,8,5,1,,47
2024,19911W,ST PATRICKS CENTRAL NS,Mayo,Mayo County Council,N,N,Catholic,13,19,10,19,13,13,16,17,3,123
2024,19912B,SCOIL MHUIRE,Donegal,Donegal County Council,Y,N,Catholic,20,19,17,14,21,18,16,19,,144
2024,19913D,ST JOSEPHS NS,Dublin,Dublin City Council,Y,N,Catholic,37,35,34,46,33,35,34,35,6,295
2024,19914F,SCOIL NAISIUNTA THOLA,Mayo,Mayo County Council,N,N,Catholic,13,10,8,8,5,11,15,10,,80
2024,19916J,ST PETERS NS,Mayo,Mayo County Council,N,N,Catholic,29,28,30,32,37,42,40,43,,281
2024,19917L,GAELSCOIL NAOMH AOGAIN,Kerry,Kerry County Council,N,N,Catholic,19,16,23,25,25,20,27,18,,173
2024,19918N,DRINAGH MIXED NS,Cork,Cork County Council,N,N,Catholic,8,9,13,11,6,10,6,9,,72
2024,19919P,ST DAVIDS N S,Dublin,Dublin City Council,Y,N,Catholic,38,25,30,24,35,39,31,26,30,278
2024,19920A,ST JOHN OF GOD N S,Dublin,Dublin City Council,Y,N,Catholic,24,26,20,19,22,24,30,20,4,189
2024,19921C,Drung No 2 NS,Cavan,Cavan County Council,N,N,Church Of Ireland,1,,,1,1,1,3,4,,11
2024,19922E,OUR LADYS N S,Dublin,Dun Laoghaire Rathdown,Y,N,Catholic,19,17,23,26,20,24,28,30,5,192
2024,19924I,HAROLDS CROSS N S,Dublin,Dublin City Council,Y,N,Catholic,50,52,45,54,45,51,52,46,,395
2024,19925K,SCOIL MHUIRE,Kilkenny,Kilkenny County Council,N,N,Catholic,44,43,75,55,63,48,39,44,9,420
2024,19926M,GAELSCOIL CHOLAISTE MHUIRE,Dublin,Dublin City Council,N,N,Catholic,23,16,25,22,18,18,20,19,,161
2024,19927O,SCOIL MHUIRE B & C,Donegal,Donegal County Council,Y,N,Catholic,52,73,65,66,59,52,58,63,10,498
2024,19928Q,RANELAGH MULTI DENOM NS,Dublin,Dublin City Council,N,N,Multi Denominational,28,28,28,28,26,28,28,26,,220
2024,19929S,ST BRIGIDS SENIOR GIRLS,Dublin,Dublin City Council,Y,N,Catholic,,,,22,21,29,35,37,12,156
2024,19930D,Scoil an Chroí Ró-Naofa,Kilkenny,Kilkenny County Council,Y,N,Catholic,30,28,22,32,23,35,25,35,2,232
2024,19931F,GAELSCOIL SHEOIRSE,Limerick,Limerick City Council,Y,N,Catholic,5,8,10,9,5,11,12,15,12,87
2024,19932H,SN MHIC DARA,Galway,Galway County Council,Y,Y,Catholic,26,23,23,29,22,31,20,35,,209
2024,19933J,SCOIL TREASA NAOFA,Dublin,Dublin City Council,Y,N,Catholic,19,12,22,24,18,21,25,24,,165
2024,19934L,LIMERICK SCHOOL PROJECT,Limerick,Limerick City Council,N,N,Multi Denominational,27,23,27,26,26,27,27,27,,210
2024,19935N,SCOIL EOIN,Dublin,Dublin City Council,Y,N,Catholic,18,8,14,14,28,17,18,21,6,144
2024,19936P,GAELSCOIL ULTAIN,Monaghan,Monaghan County Council,N,N,Catholic,49,44,47,47,47,52,49,41,,376
2024,19937R,GAELSCOIL AONACH,Tipperary,Tipperary (Nr) County Council,N,N,Catholic,22,15,29,26,26,26,27,24,,195
2024,19938T,ST JOSEPHS,Dublin,Dun Laoghaire Rathdown,Y,N,Catholic,47,40,53,48,47,50,50,50,7,392
2024,19939V,Scoil Naisiunta an Dea Aoire,Dublin,Dun Laoghaire Rathdown,Y,N,Catholic,21,21,22,33,21,21,18,27,29,213
2024,19940G,GAELSCOIL NAOMH PADRAIG,Dublin,South Dublin County Council,N,N,Catholic,46,47,44,51,43,40,49,58,,378
2024,19941I,GAELSCOIL FAITHLEANN,Kerry,Kerry County Council,N,N,Catholic,29,33,28,25,30,29,40,31,,245
2024,19942K,ST PATRICKS NS,Sligo,Sligo County Council,N,N,Catholic,19,25,25,25,15,17,32,19,,177
2024,19943M,ST DAMIENS NS,Dublin,South Dublin County Council,N,N,Catholic,27,25,23,33,41,27,28,23,5,232
2024,19944O,GORESBRIDGE N.S.,Kilkenny,Kilkenny County Council,N,N,Catholic,6,7,2,10,13,11,11,15,,75
2024,19945Q,RATHFARNHAM EDUCATE TOGETHER,Dublin,Dun Laoghaire Rathdown,N,N,Multi Denominational,24,24,26,25,26,26,26,28,,205
2024,19946S,RUTLAND NATIONAL SCHOOL,Dublin,Dublin City Council,Y,N,Catholic,18,19,19,20,19,19,19,20,,153
2024,19947U,MOUNT SION CBS N S,Waterford,Waterford City Council,Y,N,Catholic,41,46,43,45,45,44,46,42,7,359
2024,19948W,Scoil na gCeithre Maistri,Westmeath,Westmeath County Council,Y,N,Catholic,40,20,28,19,27,27,27,30,1,219
2024,19949B,ISLAMIC NATIONAL SCHOOL,Dublin,Dun Laoghaire Rathdown,N,N,Muslim,56,54,53,56,47,49,47,55,6,423
2024,19951L,SWINFORD NS,Mayo,Mayo County Council,Y,N,Catholic,28,22,26,26,23,22,28,22,4,201
2024,19952N,HOSPITAL NS,Limerick,Limerick County Council,N,N,Catholic,26,8,16,14,24,21,23,27,,159
2024,19953P,ST MARYS NS,Waterford,Waterford County Council,Y,N,Catholic,30,49,44,22,25,34,19,24,6,253
2024,19954R,North Bay Educate Together NS,Dublin,Dublin City Council,N,N,Multi Denominational,22,26,23,23,25,25,26,29,,199
2024,19955T,Presentation Primary School,Waterford,Waterford City Council,Y,N,Catholic,41,45,45,52,61,57,62,63,13,439
2024,19956V,GAELSCOIL SAIRSEAL,Limerick,Limerick City Council,N,N,Catholic,59,44,56,54,28,44,28,30,,343
2024,19957A,DROMCLOUGH N S,Kerry,Kerry County Council,N,N,Catholic,13,17,23,28,34,23,27,25,,190
2024,19958C,S N Naomh Fhiach,Carlow,Carlow County Council,Y,N,Catholic,70,75,72,68,71,74,89,82,,601
2024,19959E,SCOIL NAOMH FIONAN,Donegal,Donegal County Council,N,N,Catholic,28,22,27,31,20,23,24,34,,209
2024,19960M,ST JOHNS N S,Dublin,Dun Laoghaire Rathdown,Y,N,Catholic,12,16,17,21,22,20,24,25,17,174
2024,19963S,SCOIL AODH RUA&NUALA,Donegal,Donegal County Council,N,N,Catholic,21,22,36,25,24,30,21,38,18,235
2024,19964U,SCOIL MHUIRE GAN SMAL,Sligo,Sligo County Council,Y,N,Catholic,32,28,31,24,26,23,30,31,,225
2024,19965W,SCOIL MHUIRE,Galway,Galway County Council,N,N,Catholic,33,20,34,33,42,34,34,27,,257
2024,19966B,ST JOSEPHS,Limerick,Limerick County Council,N,N,Catholic,8,15,8,8,9,11,6,15,,80
2024,19967D,SCOIL IOSAGAIN,Donegal,Donegal County Council,N,N,Catholic,74,90,89,89,103,75,115,92,63,790
2024,19968F,GAELSCOIL DURLAS EILE,Tipperary,Tipperary (Nr) County Council,N,N,Catholic,20,18,25,25,24,28,30,27,,197
2024,19969H,SN UI CHEITHEARNAIGH,Galway,Galway County Council,Y,N,Catholic,17,20,35,22,24,25,26,21,,190
2024,19970P,PORTLAW N.S.,Waterford,Waterford County Council,Y,N,Catholic,31,20,18,23,23,28,35,25,6,209
2024,19971R,GAELSCOIL ADHAMHNAIN,Donegal,Donegal County Council,N,N,Catholic,38,56,44,51,48,58,56,55,,406
2024,19972T,S N UILEOG DE BURCA,Mayo,Mayo County Council,N,N,Catholic,10,10,14,10,22,18,11,16,,111
2024,19973V,SCOIL MHUIRE,Galway,Galway County Council,Y,N,Catholic,31,18,39,32,27,33,26,28,7,241
2024,19974A,SCOIL EOIN NAOFA,Sligo,Sligo County Council,Y,N,Catholic,35,29,26,26,38,27,37,45,,263
2024,19975C,ST PATRICKS,Longford,Longford County Council,N,N,Catholic,1,6,8,12,12,7,12,8,,66
2024,19976E,ST BEACONS N S,Kilkenny,Kilkenny County Council,N,N,Catholic,11,29,24,20,22,22,20,29,,177
2024,19978I,MAULATRAHANE CENTRAL NS,Cork,Cork County Council,N,N,Catholic,6,5,2,4,3,4,5,7,,36
2024,19979K,ST KEVINS N S,Dublin,Dun Laoghaire Rathdown,Y,N,Catholic,17,16,24,42,33,36,28,17,,213
2024,19980S,ST ATTRACTAS N S,Roscommon,Roscommon County Council,Y,N,Catholic,36,25,32,34,37,42,36,40,,282
2024,19981U,ST MARYS N S,Dublin,Dublin City Council,Y,N,Catholic,36,40,39,18,21,10,13,23,6,206
2024,19983B,ST CLARES NS,Cavan,Cavan County Council,Y,N,Catholic,43,41,44,67,49,47,60,64,12,427
2024,19985F,OUR LADY OF MERCY N S,Sligo,Sligo County Council,Y,N,Catholic,41,54,51,54,58,46,60,55,18,437
2024,19986H,S N EOIN BAISTE,Kerry,Kerry County Council,N,Y,Catholic,14,13,16,13,12,17,14,13,,112
2024,19987J,SCOIL MHUIRE N S,Longford,Longford County Council,Y,N,Catholic,37,42,31,51,29,37,45,52,,324
2024,19989N,Scoil Mhuire na Trocaire,Cork,Cork County Council,Y,N,Catholic,31,29,27,22,14,32,31,23,5,214
2024,19990V,GAELSCOIL AN EISCIR RIADA,Offaly,Offaly County Council,N,N,Catholic,24,25,24,23,24,23,18,28,,189
2024,19991A,Gaelscoil na Camoige,Dublin,South Dublin County Council,N,N,Catholic,28,29,23,31,28,24,26,25,,214
2024,19993E,GAELSCOIL AN GHOIRT ALAINN,Cork,Cork City Council,N,N,Multi Denominational,42,53,59,53,45,53,35,35,,375
2024,19994G,GAELSCOIL MHIC AMHLAIGH,Galway,Galway City Council,N,Y,Catholic,77,79,87,78,86,79,82,81,,649
2024,19995I,North Kildare Educate Together NS,Kildare,Kildare County Council,N,N,Multi Denominational,51,48,54,52,54,54,54,56,12,435
2024,19996K,ST BRENDANS NS,Galway,Galway County Council,Y,N,Catholic,34,36,26,25,28,28,29,29,6,241
2024,19997M,Scoil Bhrige agus Bhreandain Naofa,Galway,Galway County Council,N,N,Catholic,33,41,42,40,33,33,30,32,,284
2024,19998O,Gaelscoil de hIde,Galway,Galway County Council,N,N,Catholic,43,53,53,51,50,52,53,54,,409
2024,19999Q,GAELSCOIL UI CHOIMIN,Clare,Clare County Council,Y,N,Catholic,8,14,7,7,5,5,7,10,,63
2024,20000L,Galway Educate Together NS,Galway,Galway City Council,N,N,Multi Denominational,31,47,49,51,53,49,50,51,,381
2024,20001N,GAELSCOIL BHEANNTRAI,Cork,Cork County Council,N,N,Catholic,10,10,19,11,18,18,17,18,,121
2024,20002P,GAELSCOIL AN MHUILINN,Westmeath,Westmeath County Council,N,N,Catholic,17,17,24,20,21,29,30,25,,183
2024,20003R,ST AIDANS PARISH SCHOOL,Wexford,Wexford County Council,Y,N,Catholic,101,101,106,92,103,104,106,100,54,867
2024,20004T,Scoil an Croi Ro Naofa,Cork,Cork County Council,Y,N,Catholic,25,27,11,20,27,24,25,26,12,197
2024,20006A,Gaelscoil Mhichíl Uí Choileáin,Cork,Cork County Council,N,N,Multi Denominational,50,43,41,53,46,52,30,47,24,386
2024,20007C,GAELSCOIL CHLUAIN MEALA,Tipperary,Tipperary (Sr) County Council,N,N,Catholic,50,54,28,49,31,29,24,26,,291
2024,20008E,GAELSCOIL LOCH GARMAN,Wexford,Wexford County Council,N,N,Catholic,28,24,30,24,25,26,25,25,,207
2024,20009G,GAELSCOIL DR M UI SHUILLEABHAIN,Cork,Cork County Council,N,N,Catholic,13,10,8,9,7,6,11,14,,78
2024,20011Q,ST JOHNS SENIOR NS,Kilkenny,Kilkenny County Council,Y,N,Catholic,,,,,50,55,54,57,,216
2024,20012S,GRIFFITH BARRACKS MULTI D SCHOOL,Dublin,Dublin City Council,N,N,Multi Denominational,52,53,53,51,49,49,53,27,,387
2024,20013U,GAELSCOIL LIOS TUATHAIL,Kerry,Kerry County Council,Y,N,Catholic,20,27,23,17,20,12,14,8,,141
2024,20015B,GAELSCOIL BHAILE MUNNA,Dublin,Dublin City Council,Y,N,Catholic,23,27,16,23,15,15,25,21,6,171
2024,20016D,GAELSCOIL UI CHEADAIGH,Wicklow,Wicklow County Council,N,N,Catholic,18,21,20,27,29,19,24,30,,188
2024,20017F,Scoil an Spioraid Naoimh,Meath,Meath County Council,N,N,Catholic,,,,,98,126,106,107,18,455
2024,20018H,Presentation Primary School,Limerick,Limerick City Council,Y,N,Catholic,38,40,45,34,31,28,29,30,6,281
2024,20019J,HOLY FAMILY SCHOOL,Sligo,Sligo County Council,Y,N,Catholic,20,22,25,26,22,28,27,28,,198
2024,20020R,Gaelscoil Thaobh na Coille,Dublin,Dun Laoghaire Rathdown,N,N,Catholic,40,52,52,61,47,53,53,51,,409
2024,20022V,Scoil na mBuachailli,Cork,Cork County Council,N,N,Catholic,27,24,36,24,35,32,37,27,11,253
2024,20023A,GAELSCOIL CHILL DARA,Kildare,Kildare County Council,N,N,Catholic,37,25,45,34,43,34,44,42,,304
2024,20024C,BUN SCOIL MUIRE,Cork,Cork County Council,N,N,Catholic,47,55,66,54,61,84,73,59,29,528
2024,20025E,Gaelscoil Droichead na Banndan,Cork,Cork County Council,N,N,Catholic,22,16,24,26,19,22,19,19,,167
2024,20026G,Gaelscoil Bhreifne,Cavan,Cavan County Council,Y,N,Multi Denominational,29,28,23,24,19,24,23,19,12,201
2024,20027I,GAELSCOIL THIOBRAID ARANN,Tipperary,Tipperary (Sr) County Council,Y,N,Catholic,17,13,9,11,19,8,13,14,,104
2024,20029M,ST BRIGIDS INFANT N S,Dublin,Dublin City Council,Y,N,Catholic,47,43,66,,,,,,,156
2024,20032B,DUNBOYNE JUNIOR N S,Meath,Meath County Council,N,N,Catholic,84,105,114,110,,,,,6,419
2024,20033D,DUNBOYNE SENIOR N S,Meath,Meath County Council,N,N,Catholic,,,,,103,109,126,109,6,453
2024,20035H,ST GABRIELS N S,Dublin,Dublin City Council,Y,N,Catholic,19,19,18,34,21,16,16,20,13,176
2024,20036J,NORTH PRESENTATION PRIMARY SCHOOL,Cork,Cork City Council,Y,N,Catholic,36,38,39,40,40,36,42,21,,292
2024,20037L,S N PADRAIG NAOFA,Mayo,Mayo County Council,Y,N,Catholic,17,12,15,17,22,19,18,23,6,149
2024,20038N,SCOIL AISEIRI CHRIOST,Cork,Cork City Council,Y,N,Catholic,16,24,27,32,22,39,36,32,5,233
2024,20039P,SCOIL NAOMH IOSAF,Wicklow,Wicklow County Council,N,N,Catholic,45,40,45,47,51,51,49,49,5,382
2024,20040A,ST BRENDANS N S,Galway,Galway County Council,N,N,Catholic,5,4,7,5,3,7,1,4,,36
2024,20041C,CONVENT OF MERCY NATIONAL SCHOOL,Clare,Clare County Council,Y,N,Catholic,40,34,47,47,43,32,40,42,12,337
2024,20042E,Scoil an Chroi Naofa,Galway,Galway County Council,Y,N,Catholic,37,33,41,49,25,37,39,23,12,296
2024,20043G,GAELSCOIL CHNOC LIAMHNA,Dublin,South Dublin County Council,N,N,Catholic,38,29,26,28,28,21,23,26,,219
2024,20044I,Gaelscoil Chnoc na Re,Sligo,Sligo County Council,N,N,Catholic,24,27,29,31,28,23,25,24,,211
2024,20045K,GAELSCOIL CHILL MHANTÁIN,Wicklow,Wicklow County Council,N,N,Inter Denominational,40,26,36,27,30,26,30,32,4,251
2024,20046M,Gaelscoil na Cuaiche,Mayo,Mayo County Council,N,N,Catholic,19,19,27,25,30,31,23,23,,197
2024,20047O,GAELSCOIL BHARRA,Dublin,Dublin City Council,Y,N,Catholic,30,28,29,28,27,27,23,22,,214
2024,20048Q,Gaelscoil Lios na nOg,Dublin,Dublin City Council,N,N,Catholic,19,22,24,23,24,21,18,26,,177
2024,20049S,RINGASKIDDY LOWER HARBOUR N S,Cork,Cork County Council,Y,N,Catholic,3,8,4,4,6,14,12,7,,58
2024,20050D,Gaelscoil na nDeise,Waterford,Waterford City Council,N,N,Catholic,22,27,25,26,37,29,26,32,,224
2024,20051F,Gaelscoil na Boinne,Meath,Meath County Council,N,N,Catholic,25,22,27,28,27,26,24,30,,209
2024,20052H,GAELSCOIL CHOLMCILLE,Dublin,Dublin City Council,N,N,Catholic,26,26,24,28,25,30,31,31,,221
2024,20054L,SCOIL EOGHAN,Donegal,Donegal County Council,Y,N,Catholic,16,20,25,24,37,32,32,37,,223
2024,20055N,GAELSCOIL ÉOIS,Monaghan,Monaghan County Council,Y,N,Catholic,17,11,17,17,19,13,19,15,,128
2024,20056P,GAELSCOIL PHADRAIG,Dublin,Dun Laoghaire Rathdown,Y,N,Catholic,9,17,19,17,18,8,19,19,,126
2024,20057R,GAELSCOIL INIS CORTHAIDH,Wexford,Wexford County Council,N,N,Catholic,33,22,20,18,31,22,27,21,,194
2024,20058T,SCOIL UI FHIAICH,Kildare,Kildare County Council,N,N,Catholic,60,56,57,56,58,58,61,52,,458
2024,20059V,MOTHER OF DIVINE GRACE,Dublin,Dublin City Council,Y,N,Catholic,54,75,63,60,60,60,60,58,,490
2024,20060G,Monkstown Eucate Together NS,Dublin,Dun Laoghaire Rathdown,N,N,Multi Denominational,50,52,51,56,49,53,59,57,,427
2024,20061I,GAELSCOIL IARFHLATHA,Galway,Galway County Council,N,N,Catholic,30,30,31,27,24,30,23,29,,224
2024,20062K,SCOIL MHUIRE,Tipperary,Tipperary (Nr) County Council,Y,N,Catholic,18,11,12,13,15,14,18,26,1,128
2024,20063M,SCOIL AN CHLOCHAIR CILL BHEAGAN,Westmeath,Westmeath County Council,N,N,Catholic,29,19,30,28,29,30,29,27,6,227
2024,20064O,OUR LADY OF CONSOLATION NS,Dublin,Dublin City Council,Y,N,Catholic,56,48,49,14,27,32,25,27,30,308
2024,20065Q,OUR LADYS MEADOW NATIONAL SCHOO,Laois,Laois County Council,N,N,Catholic,23,28,28,20,26,19,10,30,12,196
2024,20066S,Lucan Educate Together NS,Dublin,South Dublin County Council,N,N,Multi Denominational,44,38,48,47,45,50,49,51,12,384
2024,20067U,ST JOSEPHS N S,Monaghan,Monaghan County Council,N,N,Catholic,10,7,7,9,4,8,6,6,,57
2024,20068W,ST MARYS NATIONAL SCHOOL,Offaly,Offaly County Council,Y,N,Catholic,16,13,16,9,11,10,9,21,,105
2024,20071L,SCOIL BHRIDE,Laois,Laois County Council,Y,N,Catholic,28,28,36,26,27,27,29,27,12,240
2024,20073P,ST MARYS NS,Westmeath,Westmeath County Council,Y,N,Catholic,62,65,81,84,79,74,60,81,,586
2024,20075T,ST MOCHULLAS N.S.,Clare,Clare County Council,N,N,Catholic,27,37,32,33,26,31,35,29,6,256
2024,20076V,Bunscoil Bhothar na Naomh,Waterford,Waterford County Council,N,N,Catholic,29,37,34,37,33,36,44,46,5,301
2024,20077A,Scoil an Spioraid Naomh (Boys),Cork,Cork City Council,N,N,Catholic,47,53,44,51,54,51,51,47,,398
2024,20078C,Scoil Realt na Mara,Clare,Clare County Council,Y,N,Catholic,14,13,23,17,13,23,13,13,,129
2024,20079E,FOUR MASTERS NS,Leitrim,Leitrim County Council,N,N,Catholic,30,32,30,37,28,46,33,30,,266
2024,20080M,GAELSCOIL AN INBHIR MHOIR,Wicklow,Wicklow County Council,N,N,Inter Denominational,27,22,26,34,45,29,32,42,18,275
2024,20081O,GAELSCOIL PHORT LAOISE,Laois,Laois County Council,N,N,Catholic,46,44,45,52,47,55,39,48,,376
2024,20082Q,Gaelscoil Thulach na nÓg,Meath,Meath County Council,N,N,Inter Denominational,43,40,44,42,42,43,52,43,10,359
2024,20083S,GAELSCOIL AN LONGFOIRT,Longford,Longford County Council,Y,N,Catholic,9,20,12,11,17,11,16,19,5,120
2024,20084U,Gaelscoil na gCeithre Maol,Mayo,Mayo County Council,Y,N,Catholic,16,17,15,21,19,18,26,6,,138
2024,20085W,Gaelscoil Charraig na Siuire,Tipperary,Tipperary (Sr) County Council,Y,N,Catholic,19,13,14,14,16,15,14,6,,111
2024,20086B,Ennis Educate Together NS,Clare,Clare County Council,Y,N,Multi Denominational,14,13,20,16,20,20,20,17,9,149
2024,20087D,KILLASHEE MULTI-DENOMINATIONAL NS,Kildare,Kildare County Council,N,N,Multi Denominational,24,26,27,25,26,28,27,40,,223
2024,20088F,"SCOIL MHUIRE N.S.,",Cork,Cork County Council,N,N,Catholic,17,22,25,19,20,12,23,18,,156
2024,20089H,ST. JOSEPHS N. S.,Mayo,Mayo County Council,N,N,Catholic,50,45,55,55,60,60,60,57,11,453
