CODE_ETABLISSEMENT,CODE_AUTO,NOM_ETABLISSEMENT,NOM_ETABLISSEMENT_AR,TYPE,TYPE_AR,DELEGATION,DELEGATION_AR,GOUVERNORAT,GOUVERNORAT_AR,ZONE,ZONE_AR,LATITUDE,LONGITUDE,SOURCE
10622705,622705,E.P.DOUIRET,م.إ.  الدويرات ,École Primaire Publique,مدرسة ابتدائية,TATAOUINE SUD,تطاوين الجنوبية,Tataouine,تطاوين,Zone Non Communale,منطقة غير بلدية,32.8582749999999,10.287425,data.gov.tn 2024
10622706,622706,E.P.RAS EL OUED,م.إ.  رأس الوادي ,École Primaire Publique,مدرسة ابتدائية,TATAOUINE SUD,تطاوين الجنوبية,Tataouine,تطاوين,Zone Non Communale,منطقة غير بلدية,32.769573,10.2573729999999,data.gov.tn 2024
10622707,622707,E.P.CHENINI ANCIENNE,م.إ.  شنني القديمة ,École Primaire Publique,مدرسة ابتدائية,TATAOUINE SUD,تطاوين الجنوبية,Tataouine,تطاوين,Zone Non Communale,منطقة غير بلدية,32.9107419999999,10.260119,data.gov.tn 2024
10622708,622708,E.P.BIR THALATHINE,م.إ.  بئر ثلاثين,École Primaire Publique,مدرسة ابتدائية,TATAOUINE SUD,تطاوين الجنوبية,Tataouine,تطاوين,Zone Non Communale,منطقة غير بلدية,32.695014,10.330461,data.gov.tn 2024
10622709,622709,E.P.GHORGHARA,م.إ.  غرغار ,École Primaire Publique,مدرسة ابتدائية,TATAOUINE SUD,تطاوين الجنوبية,Tataouine,تطاوين,Zone Communale,منطقة بلدية,32.911644,10.442193,data.gov.tn 2024
10622710,622710,E.P.KSAR MGABLA,م.إ.  قصر المقابلة ,École Primaire Publique,مدرسة ابتدائية,TATAOUINE SUD,تطاوين الجنوبية,Tataouine,تطاوين,Zone Communale,منطقة بلدية,32.9250359999999,10.42883,data.gov.tn 2024
10622711,622711,E.P.AV FARHAT HACHED,م.إ.  شارع فرحات حشاد ,École Primaire Publique,مدرسة ابتدائية,TATAOUINE SUD,تطاوين الجنوبية,Tataouine,تطاوين,Zone Communale,منطقة بلدية,32.929805,10.449206,data.gov.tn 2024
10622712,622712,E.P.CITE EL BAR,م.إ. حي البر,École Primaire Publique,مدرسة ابتدائية,TATAOUINE SUD,تطاوين الجنوبية,Tataouine,تطاوين,Zone Communale,منطقة بلدية,32.919293,10.432755,data.gov.tn 2024
10622713,622713,E.P.CHENINI NEUVE,م.إ.  شنني الجديدة ,École Primaire Publique,مدرسة ابتدائية,TATAOUINE SUD,تطاوين الجنوبية,Tataouine,تطاوين,Zone Non Communale,منطقة غير بلدية,32.9131199999999,10.2794659999999,data.gov.tn 2024
10622714,622714,E.P.EL HIDAYA,م.إ.  الهداية ,École Primaire Publique,مدرسة ابتدائية,TATAOUINE SUD,تطاوين الجنوبية,Tataouine,تطاوين,Zone Communale,منطقة بلدية,32.9009629999999,10.423968,data.gov.tn 2024
10622715,622715,E.P.MASTOURIA NORD,م.إ. المزطورية الشمالية ,École Primaire Publique,مدرسة ابتدائية,TATAOUINE SUD,تطاوين الجنوبية,Tataouine,تطاوين,Zone Non Communale,منطقة غير بلدية,32.8641519999999,10.474599,data.gov.tn 2024
10622719,622719,E.P.EL FALEH ROGBA EST,م.إ.  الفلاح ,École Primaire Publique,مدرسة ابتدائية,TATAOUINE SUD,تطاوين الجنوبية,Tataouine,تطاوين,Zone Communale,منطقة بلدية,32.910097,10.4284269999999,data.gov.tn 2024
10622720,622720,E.P.ERRAJA O.DEBBAB NORD,م.إ.  الرجاء,École Primaire Publique,مدرسة ابتدائية,TATAOUINE SUD,تطاوين الجنوبية,Tataouine,تطاوين,Zone Non Communale,منطقة غير بلدية,32.882342,10.385776,data.gov.tn 2024
10622721,622721,E.P.TOUNEKT,م.إ.  تونكت ,École Primaire Publique,مدرسة ابتدائية,TATAOUINE SUD,تطاوين الجنوبية,Tataouine,تطاوين,Zone Non Communale,منطقة غير بلدية,32.8751439999999,10.485135,data.gov.tn 2024
10622723,622723,E.P.OUED BAYECH,م.إ.  وادي بياش ,École Primaire Publique,مدرسة ابتدائية,TATAOUINE SUD,تطاوين الجنوبية,Tataouine,تطاوين,Zone Communale,منطقة بلدية,32.91639,10.419345,data.gov.tn 2024
10622724,622724,E.P.EL INTILAKA,م.إ.  الانطلاقة,École Primaire Publique,مدرسة ابتدائية,TATAOUINE SUD,تطاوين الجنوبية,Tataouine,تطاوين,Zone Communale,منطقة بلدية,32.912846,10.462202,data.gov.tn 2024
10623001,623001,E.P.AVENUE BOURGUIBA,م.إ.  شارع بورقيبة ,École Primaire Publique,مدرسة ابتدائية,GHOMRASSEN,غمراسن,Tataouine,تطاوين,Zone Communale,منطقة بلدية,33.059482,10.335124,data.gov.tn 2024
10623002,623002,E.P.IBN ARFA,م.إ. ابن عرفة ,École Primaire Publique,مدرسة ابتدائية,GHOMRASSEN,غمراسن,Tataouine,تطاوين,Zone Communale,منطقة بلدية,33.058183,10.33822,data.gov.tn 2024
10623004,623004,E.P.KSAR HADADA,م.إ. الحدادة,École Primaire Publique,مدرسة ابتدائية,GHOMRASSEN,غمراسن,Tataouine,تطاوين,Zone Non Communale,منطقة غير بلدية,33.098826,10.313548,data.gov.tn 2024
10623006,623006,E.P.EL FARCH NORD,م.إ.  الفرش الشمالية ,École Primaire Publique,مدرسة ابتدائية,GHOMRASSEN,غمراسن,Tataouine,تطاوين,Zone Non Communale,منطقة غير بلدية,32.9761209999999,10.3484,data.gov.tn 2024
10623007,623007,E.P.GUERMASSA,م.إ.  قرماسة ,École Primaire Publique,مدرسة ابتدائية,GHOMRASSEN,غمراسن,Tataouine,تطاوين,Zone Non Communale,منطقة غير بلدية,32.984107,10.262115,data.gov.tn 2024
10623009,623009,E.P.KSAR MOURABITINE,م.إ. قصر المرابطين ,École Primaire Publique,مدرسة ابتدائية,GHOMRASSEN,غمراسن,Tataouine,تطاوين,Zone Non Communale,منطقة غير بلدية,33.0260279999999,10.384992,data.gov.tn 2024
10623010,623010,E.P.HRAIGA/EL HORRIA,م.إ. الحرية ,École Primaire Publique,مدرسة ابتدائية,GHOMRASSEN,غمراسن,Tataouine,تطاوين,Zone Non Communale,منطقة غير بلدية,33.0538969999999,10.4088499999999,data.gov.tn 2024
10623011,623011,E.P.OUED EL KHIL,م.إ.  وادي الخيل ,École Primaire Publique,مدرسة ابتدائية,GHOMRASSEN,غمراسن,Tataouine,تطاوين,Zone Non Communale,منطقة غير بلدية,33.161945,10.350303,data.gov.tn 2024
10623013,623013,E.P.2 MARS 34,م.إ.  2 مارس 1934 غمراسن,École Primaire Publique,مدرسة ابتدائية,GHOMRASSEN,غمراسن,Tataouine,تطاوين,Zone Communale,منطقة بلدية,33.065925,10.319419,data.gov.tn 2024
10623014,623014,E.P.ENNASR,م.إ. النصر ,École Primaire Publique,مدرسة ابتدائية,GHOMRASSEN,غمراسن,Tataouine,تطاوين,Zone Communale,منطقة بلدية,33.0655519999999,10.365727,data.gov.tn 2024
10623015,623015,E.P.EL MEDHILLA,م.إ.  المظيلة,École Primaire Publique,مدرسة ابتدائية,GHOMRASSEN,غمراسن,Tataouine,تطاوين,Zone Non Communale,منطقة غير بلدية,33.016936,10.336788,data.gov.tn 2024
10623016,623016,E.P.1ER JUIN,م.إ.  غرة جوان ,École Primaire Publique,مدرسة ابتدائية,GHOMRASSEN,غمراسن,Tataouine,تطاوين,Zone Communale,منطقة بلدية,33.0597319999999,10.3348239999999,data.gov.tn 2024
10623017,623017,E.P.HASSEN BEN JOMAA,م.إ.  حسن بن جمعة ,École Primaire Publique,مدرسة ابتدائية,GHOMRASSEN,غمراسن,Tataouine,تطاوين,Zone Communale,منطقة بلدية,33.054684,10.335671,data.gov.tn 2024
10623018,623018,E.P.MOZDALIFA,م.إ. المزدلفة ,École Primaire Publique,مدرسة ابتدائية,GHOMRASSEN,غمراسن,Tataouine,تطاوين,Zone Communale,منطقة بلدية,33.0559829999999,10.320427,data.gov.tn 2024
10623019,623019,E.P.cite es'salmi,م.إ. حي السالمي ,École Primaire Publique,مدرسة ابتدائية,GHOMRASSEN,غمراسن,Tataouine,تطاوين,Zone Non Communale,منطقة غير بلدية,33.0313099999999,10.439392,data.gov.tn 2024
10623501,623501,E.P.BECHIR NABHANI,م.إ.  البشير النبهاني ,École Primaire Publique,مدرسة ابتدائية,REMADA,رمادة,Tataouine,تطاوين,Zone Communale,منطقة بلدية,32.3146119999999,10.395913,data.gov.tn 2024
10623503,623503,E.P.NEKRIF,م.إ. نكريف ,École Primaire Publique,مدرسة ابتدائية,REMADA,رمادة,Tataouine,تطاوين,Zone Non Communale,منطقة غير بلدية,32.1878979999999,10.469109,data.gov.tn 2024
10623504,623504,E.P.KAMBOUT,م.إ.  كمبوت ,École Primaire Publique,مدرسة ابتدائية,REMADA,رمادة,Tataouine,تطاوين,Zone Non Communale,منطقة غير بلدية,32.298191,10.3083779999999,data.gov.tn 2024
10623505,623505,E.P.BIR AMIR,م.إ.  بئر عمير ,École Primaire Publique,مدرسة ابتدائية,REMADA,رمادة,Tataouine,تطاوين,Zone Non Communale,منطقة غير بلدية,32.60173,10.1501579999999,data.gov.tn 2024
10623506,623506,E.P.BORJ BOURGUIBA,م.إ.  برج بورقيبة ,École Primaire Publique,مدرسة ابتدائية,REMADA,رمادة,Tataouine,تطاوين,Zone Non Communale,منطقة غير بلدية,32.207699,10.0308,data.gov.tn 2024
10623507,623507,E.P.2 MARS 34,م.إ.  2 مارس 1934 رمادة,École Primaire Publique,مدرسة ابتدائية,REMADA,رمادة,Tataouine,تطاوين,Zone Communale,منطقة بلدية,32.319504,10.401087,data.gov.tn 2024
10623508,623508,E.P.EL MAGHNI,م.إ. مغني ,École Primaire Publique,مدرسة ابتدائية,REMADA,رمادة,Tataouine,تطاوين,Zone Non Communale,منطقة غير بلدية,32.2018879999999,10.667844,data.gov.tn 2024
10623509,623509,E.P.EL ACHOUCHE,م.إ. العشوش ,École Primaire Publique,مدرسة ابتدائية,REMADA,رمادة,Tataouine,تطاوين,Zone Non Communale,منطقة غير بلدية,32.3561509999999,10.374342,data.gov.tn 2024
10623510,623510,E.P.TAHAR BOUDHRAA,م.إ.  الطاهر بوضرع ,École Primaire Publique,مدرسة ابتدائية,REMADA,رمادة,Tataouine,تطاوين,Zone Communale,منطقة بلدية,32.3158099999999,10.3900419999999,data.gov.tn 2024
10624001,624001,E.P.2 MARS 34 SMAR,م.إ.  2 مارس 1934 الصمار,École Primaire Publique,مدرسة ابتدائية,SMAR,السمار,Tataouine,تطاوين,Zone Non Communale,منطقة غير بلدية,32.993827,10.822951,data.gov.tn 2024
10624004,624004,E.P.KERCHAOU,م.إ.  كرشاو,École Primaire Publique,مدرسة ابتدائية,SMAR,السمار,Tataouine,تطاوين,Zone Non Communale,منطقة غير بلدية,33.031939,10.794904,data.gov.tn 2024
10624007,624007,E.P.GHERIANI,م.إ.  الغرياني ,École Primaire Publique,مدرسة ابتدائية,SMAR,السمار,Tataouine,تطاوين,Zone Non Communale,منطقة غير بلدية,32.998818,10.9068679999999,data.gov.tn 2024
10624008,624008,E.P.KALB ERAKHAM,م.إ.  قلب الرخم ,École Primaire Publique,مدرسة ابتدائية,SMAR,السمار,Tataouine,تطاوين,Zone Non Communale,منطقة غير بلدية,32.97637,10.760081,data.gov.tn 2024
10624010,624010,E.P.CITE CASERNE,م.إ.  حي الثكنة ,École Primaire Publique,مدرسة ابتدائية,SMAR,السمار,Tataouine,تطاوين,Zone Non Communale,منطقة غير بلدية,33.004593,10.826373,data.gov.tn 2024
10624002,624002,E.P.BENI MHIRA,م.إ.  بني مهيرة ,École Primaire Publique,مدرسة ابتدائية,BENI MHIRA,بني مهيرة,Tataouine,تطاوين,Zone Non Communale,منطقة غير بلدية,32.870837,10.8217909999999,data.gov.tn 2024
10624003,624003,E.P.KSAR EL AOUNE,م.إ.  قصر عون ,École Primaire Publique,مدرسة ابتدائية,BENI MHIRA,بني مهيرة,Tataouine,تطاوين,Zone Non Communale,منطقة غير بلدية,32.8703689999999,10.886657,data.gov.tn 2024
10624005,624005,E.P.EL MORRA,م.إ.  المرة ,École Primaire Publique,مدرسة ابتدائية,BENI MHIRA,بني مهيرة,Tataouine,تطاوين,Zone Non Communale,منطقة غير بلدية,32.8148869999999,11.0944819999999,data.gov.tn 2024
10624006,624006,E.P.REHACHE,م.إ.  الرهاش ,École Primaire Publique,مدرسة ابتدائية,BENI MHIRA,بني مهيرة,Tataouine,تطاوين,Zone Non Communale,منطقة غير بلدية,32.9179099999999,10.826199,data.gov.tn 2024
10624009,624009,E.P.RAS EL OUED,م.إ.  راس الوادي,École Primaire Publique,مدرسة ابتدائية,BENI MHIRA,بني مهيرة,Tataouine,تطاوين,Zone Non Communale,منطقة غير بلدية,32.904459,10.795313,data.gov.tn 2024
10624011,624011,E.P.GARAATTE HLAL,م.إ.  قرعات هلال ,École Primaire Publique,مدرسة ابتدائية,BENI MHIRA,بني مهيرة,Tataouine,تطاوين,Zone Non Communale,منطقة غير بلدية,32.7957669999999,11.0376879999999,data.gov.tn 2024
10624012,624012,E.P.BENI M'HIRA JADIDA,م.إ.  بني مهيرة الجديدة,École Primaire Publique,مدرسة ابتدائية,BENI MHIRA,بني مهيرة,Tataouine,تطاوين,Zone Non Communale,منطقة غير بلدية,32.8612609999999,10.81302,data.gov.tn 2024
10624501,624501,E.P.2 MARS 34,م.إ.  2 مارس 1934البئر الاحمر,École Primaire Publique,مدرسة ابتدائية,BIR LAHMAR,البئر الأحمر,Tataouine,تطاوين,Zone Communale,منطقة بلدية,33.1786529999999,10.439826,data.gov.tn 2024
10624502,624502,E.P.KSAR OULED BOUBAKER,م.إ.  قصر اولاد بوبكر,École Primaire Publique,مدرسة ابتدائية,BIR LAHMAR,البئر الأحمر,Tataouine,تطاوين,Zone Communale,منطقة بلدية,33.1487669999999,10.449979,data.gov.tn 2024
10624503,624503,E.P.OUED GRAGUER,م.إ.  وادي قراقر ,École Primaire Publique,مدرسة ابتدائية,BIR LAHMAR,البئر الأحمر,Tataouine,تطاوين,Zone Non Communale,منطقة غير بلدية,33.1219329999999,10.409646,data.gov.tn 2024
10624504,624504,E.P.OUDEY EL AFREJ,م.إ.  ودي العرفج ,École Primaire Publique,مدرسة ابتدائية,BIR LAHMAR,البئر الأحمر,Tataouine,تطاوين,Zone Communale,منطقة بلدية,33.1781659999999,10.479862,data.gov.tn 2024
10624505,624505,E.P.ARGOUB,م.إ.  العرقوب,École Primaire Publique,مدرسة ابتدائية,BIR LAHMAR,البئر الأحمر,Tataouine,تطاوين,Zone Non Communale,منطقة غير بلدية,33.110134,10.357219,data.gov.tn 2024
10624506,624506,E.P.EL BASSATINE,م.إ.  البساتين,École Primaire Publique,مدرسة ابتدائية,BIR LAHMAR,البئر الأحمر,Tataouine,تطاوين,Zone Communale,منطقة بلدية,33.190356,10.451673,data.gov.tn 2024
10624507,624507,E.P.ABOU EL KACEM EC'CHABBI,م.إ. ابو القاسم الشابي,École Primaire Publique,مدرسة ابتدائية,BIR LAHMAR,البئر الأحمر,Tataouine,تطاوين,Zone Communale,منطقة بلدية,33.10657,10.2554,data.gov.tn 2024
10624508,624508,E.P.CITE ENNOUR,م.إ.  حي النور,École Primaire Publique,مدرسة ابتدائية,BIR LAHMAR,البئر الأحمر,Tataouine,تطاوين,Zone Communale,منطقة بلدية,33.1788829999999,10.455208,data.gov.tn 2024
10624509,624509,E.P.ESSNED,م.إ.  السند ,École Primaire Publique,مدرسة ابتدائية,BIR LAHMAR,البئر الأحمر,Tataouine,تطاوين,Zone Communale,منطقة بلدية,33.1714339999999,10.437249,data.gov.tn 2024
10625001,625001,E.P.2 MARS 34,م.إ.  2 مارس 1934 ذهيبة,École Primaire Publique,مدرسة ابتدائية,DHIBA,الذهيبة,Tataouine,تطاوين,Zone Communale,منطقة بلدية,32.0088399999999,10.7015639999999,data.gov.tn 2024
10625003,625003,E.P.DHIBA OUEST,م.إ.  ذهيبة الغربية,École Primaire Publique,مدرسة ابتدائية,DHIBA,الذهيبة,Tataouine,تطاوين,Zone Communale,منطقة بلدية,32.0124369999999,10.6915619999999,data.gov.tn 2024
10631501,631501,E.P.TAJERJEMT,م.إ.  تاجرجمت,École Primaire Publique,مدرسة ابتدائية,MEDENINE SUD,مدنين الجنوبية,Médenine,مدنين,Zone Non Communale,منطقة غير بلدية,33.590505,10.701261,data.gov.tn 2024
10631502,631502,E.P.EL HALFAOUI,م.إ.  الحلفاوي,École Primaire Publique,مدرسة ابتدائية,MEDENINE SUD,مدنين الجنوبية,Médenine,مدنين,Zone Non Communale,منطقة غير بلدية,33.599618,10.651935,data.gov.tn 2024
10631503,631503,E.P.2 MARS 34,م.إ. 2 مارس 1934 مدنين,École Primaire Publique,مدرسة ابتدائية,MEDENINE SUD,مدنين الجنوبية,Médenine,مدنين,Zone Communale,منطقة بلدية,33.3446939999999,10.4925909999999,data.gov.tn 2024
10631504,631504,E.P.GHRAR BOUGRARA,م.إ. قرار بوغرارة,École Primaire Publique,مدرسة ابتدائية,MEDENINE SUD,مدنين الجنوبية,Médenine,مدنين,Zone Non Communale,منطقة غير بلدية,33.5627959999999,10.638619,data.gov.tn 2024
10631505,631505,E.P.RTE DE TATAOUINE,م.إ.  طريق تطاوين,École Primaire Publique,مدرسة ابتدائية,MEDENINE SUD,مدنين الجنوبية,Médenine,مدنين,Zone Communale,منطقة بلدية,33.3370099999999,10.4864359999999,data.gov.tn 2024
10631506,631506,E.P.BOUGHRARA,م.إ.  بوغرارة,École Primaire Publique,مدرسة ابتدائية,MEDENINE SUD,مدنين الجنوبية,Médenine,مدنين,Zone Non Communale,منطقة غير بلدية,33.5390999999999,10.678535,data.gov.tn 2024
10631507,631507,E.P.HASSI AMOR,م.إ.  حسي عمر,École Primaire Publique,مدرسة ابتدائية,MEDENINE SUD,مدنين الجنوبية,Médenine,مدنين,Zone Non Communale,منطقة غير بلدية,33.3633979999999,10.61842,data.gov.tn 2024
10631508,631508,E.P.EL HORRIA,م.إ.  الحرية,École Primaire Publique,مدرسة ابتدائية,MEDENINE SUD,مدنين الجنوبية,Médenine,مدنين,Zone Non Communale,منطقة غير بلدية,33.5393869999999,10.646181,data.gov.tn 2024
10631510,631510,E.P.SMAR,م.إ.  السمار,École Primaire Publique,مدرسة ابتدائية,MEDENINE SUD,مدنين الجنوبية,Médenine,مدنين,Zone Non Communale,منطقة غير بلدية,33.414318,10.608836,data.gov.tn 2024
10631514,631514,E.P.HASSI MEDNINE,م.إ. حسي مدنين,École Primaire Publique,مدرسة ابتدائية,MEDENINE SUD,مدنين الجنوبية,Médenine,مدنين,Zone Non Communale,منطقة غير بلدية,33.3750119999999,10.545308,data.gov.tn 2024
10631517,631517,E.P.LEBBA,م.إ.  اللبة,École Primaire Publique,مدرسة ابتدائية,MEDENINE SUD,مدنين الجنوبية,Médenine,مدنين,Zone Non Communale,منطقة غير بلدية,33.3131029999999,10.523059,data.gov.tn 2024
10631522,631522,E.P.AYATI,م.إ. العياطي,École Primaire Publique,مدرسة ابتدائية,MEDENINE SUD,مدنين الجنوبية,Médenine,مدنين,Zone Non Communale,منطقة غير بلدية,33.6220059999999,10.7169919999999,data.gov.tn 2024
10631526,631526,E.P.ESSOUITIR,م.إ.  السويطير,École Primaire Publique,مدرسة ابتدائية,MEDENINE SUD,مدنين الجنوبية,Médenine,مدنين,Zone Non Communale,منطقة غير بلدية,33.3738079999999,10.6931759999999,data.gov.tn 2024
10631527,631527,E.P.OUDEY ESSEDER,م.إ. وادي السدر,École Primaire Publique,مدرسة ابتدائية,MEDENINE SUD,مدنين الجنوبية,Médenine,مدنين,Zone Non Communale,منطقة غير بلدية,33.3286209999999,10.6869359999999,data.gov.tn 2024
10631529,631529,E.P.DARGHOULIA,م.إ.  الدرغولية,École Primaire Publique,مدرسة ابتدائية,MEDENINE SUD,مدنين الجنوبية,Médenine,مدنين,Zone Non Communale,منطقة غير بلدية,33.3912899999999,10.639328,data.gov.tn 2024
10631531,631531,E.P.RUE M'HIRI,م.إ.  نهج المهيري,École Primaire Publique,مدرسة ابتدائية,MEDENINE SUD,مدنين الجنوبية,Médenine,مدنين,Zone Communale,منطقة بلدية,33.3366249999999,10.495319,data.gov.tn 2024
10631533,631533,E.P.RAJA,م.إ. الرجاء ,École Primaire Publique,مدرسة ابتدائية,MEDENINE SUD,مدنين الجنوبية,Médenine,مدنين,Zone Communale,منطقة بلدية,33.354781,10.504979,data.gov.tn 2024
10631537,631537,E.P.OUED ETTAAM,م.إ.  وادي الطعام,École Primaire Publique,مدرسة ابتدائية,MEDENINE SUD,مدنين الجنوبية,Médenine,مدنين,Zone Non Communale,منطقة غير بلدية,33.2922459999999,10.588835,data.gov.tn 2024
10631540,631540,E.P.CITE EL HABIB,م.إ. حي الحبيب ,École Primaire Publique,مدرسة ابتدائية,MEDENINE SUD,مدنين الجنوبية,Médenine,مدنين,Zone Communale,منطقة بلدية,33.327522,10.485416,data.gov.tn 2024
10631543,631543,E.P.AMRA NEUVE,م.إ.  عمرة الجديدة,École Primaire Publique,مدرسة ابتدائية,MEDENINE SUD,مدنين الجنوبية,Médenine,مدنين,Zone Non Communale,منطقة غير بلدية,33.431168,10.565832,data.gov.tn 2024
10631547,631547,E.P.ESSANAM,م.إ.  الصنم,École Primaire Publique,مدرسة ابتدائية,MEDENINE SUD,مدنين الجنوبية,Médenine,مدنين,Zone Non Communale,منطقة غير بلدية,33.31703,10.614591,data.gov.tn 2024
10631549,631549,E.P.CITE INDlle ENNASR,م.إ.  النصر الحي الصناعي ,École Primaire Publique,مدرسة ابتدائية,MEDENINE SUD,مدنين الجنوبية,Médenine,مدنين,Zone Communale,منطقة بلدية,33.3391829999999,10.5067059999999,data.gov.tn 2024
10631550,631550,E.P.9 AVRIL,م.إ.  9 افريل مدنين,École Primaire Publique,مدرسة ابتدائية,MEDENINE SUD,مدنين الجنوبية,Médenine,مدنين,Zone Non Communale,منطقة غير بلدية,33.355879,10.543812,data.gov.tn 2024
10631551,631551,E.P.GUARAR BEN MAGHLIA,م.إ.  قرار بن مغلية,École Primaire Publique,مدرسة ابتدائية,MEDENINE SUD,مدنين الجنوبية,Médenine,مدنين,Zone Non Communale,منطقة غير بلدية,33.3786139999999,10.587451,data.gov.tn 2024
10631554,631554,E.P.HASSI DHIFALLAH,م.إ.  حسي ضيف الله,École Primaire Publique,مدرسة ابتدائية,MEDENINE SUD,مدنين الجنوبية,Médenine,مدنين,Zone Non Communale,منطقة غير بلدية,33.3286069999999,10.542615,data.gov.tn 2024
10631555,631555,E.P.FERJANIA,م.إ. الفرجانية,École Primaire Publique,مدرسة ابتدائية,MEDENINE SUD,مدنين الجنوبية,Médenine,مدنين,Zone Non Communale,منطقة غير بلدية,33.439076,10.620884,data.gov.tn 2024
10631557,631557,E.P.CITE MARS,م.إ.  حي مارس,École Primaire Publique,مدرسة ابتدائية,MEDENINE SUD,مدنين الجنوبية,Médenine,مدنين,Zone Non Communale,منطقة غير بلدية,33.3186779999999,10.499922,data.gov.tn 2024
10631560,631560,E.P.HACI JLIDI,م.إ. حسي الجليدي,École Primaire Publique,مدرسة ابتدائية,MEDENINE SUD,مدنين الجنوبية,Médenine,مدنين,Zone Non Communale,منطقة غير بلدية,33.359504,10.587406,data.gov.tn 2024
10631561,631561,E.P.CHEAB ERREBAIA,م.إ.  شعاب الربايع,École Primaire Publique,مدرسة ابتدائية,MEDENINE SUD,مدنين الجنوبية,Médenine,مدنين,Zone Non Communale,منطقة غير بلدية,33.510927,10.656923,data.gov.tn 2024
10631562,631562,E.P.ALAMET HASSI AMOR,م.إ. علاّمات حسي عمر,École Primaire Publique,مدرسة ابتدائية,MEDENINE SUD,مدنين الجنوبية,Médenine,مدنين,Zone Non Communale,منطقة غير بلدية,33.365504,10.6484,data.gov.tn 2024
10631563,631563,E.P.HASSI HADDAD,م.إ.  حسي الحداد,École Primaire Publique,مدرسة ابتدائية,MEDENINE SUD,مدنين الجنوبية,Médenine,مدنين,Zone Non Communale,منطقة غير بلدية,33.3432329999999,10.630946,data.gov.tn 2024
10631564,631564,E.P.CITE TALIK BOUGHRARA,م.إ.  حي طليق بوغرارة,École Primaire Publique,مدرسة ابتدائية,MEDENINE SUD,مدنين الجنوبية,Médenine,مدنين,Zone Non Communale,منطقة غير بلدية,33.553609,10.657258,data.gov.tn 2024
10631565,631565,E.P. BOUGHRARA 2,م.إ. بوغرارة 2,École Primaire Publique,مدرسة ابتدائية,MEDENINE SUD,مدنين الجنوبية,Médenine,مدنين,Zone Non Communale,منطقة غير بلدية,33.559362,10.671658,data.gov.tn 2024
10631566,631566,E.P.CITE HLEL,م.إ.  حي هلال,École Primaire Publique,مدرسة ابتدائية,MEDENINE SUD,مدنين الجنوبية,Médenine,مدنين,Zone Non Communale,منطقة غير بلدية,33.4398419999999,10.650301,data.gov.tn 2024
10631567,631567,E.P.CITE ENNASSIM,م.إ.  حي النسيم,École Primaire Publique,مدرسة ابتدائية,MEDENINE SUD,مدنين الجنوبية,Médenine,مدنين,Zone Communale,منطقة بلدية,33.347078,10.502586,data.gov.tn 2024
10631701,631701,E.P.RTE DE BENI KHEDACHE,م.إ.  طريق بني خداش,École Primaire Publique,مدرسة ابتدائية,MEDENINE NORD,مدنين الشمالية,Médenine,مدنين,Zone Communale,منطقة بلدية,33.3461459999999,10.48407822,data.gov.tn 2024
10631702,631702,E.P.RTE DE GABES,م.إ.  طريق قابس,École Primaire Publique,مدرسة ابتدائية,MEDENINE NORD,مدنين الشمالية,Médenine,مدنين,Zone Communale,منطقة بلدية,33.349096,10.48788807,data.gov.tn 2024
10631704,631704,E.P.RUE CHABBI,م.إ. نهج الشابي ,École Primaire Publique,مدرسة ابتدائية,MEDENINE NORD,مدنين الشمالية,Médenine,مدنين,Zone Communale,منطقة بلدية,33.3271439999999,10.485795,data.gov.tn 2024
10631708,631708,E.P.OUM THAMER,م.إ.  ام التمر,École Primaire Publique,مدرسة ابتدائية,MEDENINE NORD,مدنين الشمالية,Médenine,مدنين,Zone Non Communale,منطقة غير بلدية,33.371074,10.438093,data.gov.tn 2024
10631712,631712,E.P.ROUIS,م.إ.  الرويس,École Primaire Publique,مدرسة ابتدائية,MEDENINE NORD,مدنين الشمالية,Médenine,مدنين,Zone Non Communale,منطقة غير بلدية,33.255392,10.24509,data.gov.tn 2024
10631716,631716,E.P.BENI GHEZAIEL,م.إ. بني غزيل,École Primaire Publique,مدرسة ابتدائية,MEDENINE NORD,مدنين الشمالية,Médenine,مدنين,Zone Non Communale,منطقة غير بلدية,33.2712319999999,10.439392,data.gov.tn 2024
10631720,631720,E.P.ALLAMAT MECHLOUCH,م.إ. علاّمات المشلوش,École Primaire Publique,مدرسة ابتدائية,MEDENINE NORD,مدنين الشمالية,Médenine,مدنين,Zone Non Communale,منطقة غير بلدية,33.3959959999999,10.3275058,data.gov.tn 2024
10631723,631723,E.P.BIR BSIR,م.إ.  بئر البصير,École Primaire Publique,مدرسة ابتدائية,MEDENINE NORD,مدنين الشمالية,Médenine,مدنين,Zone Non Communale,منطقة غير بلدية,33.490687,10.342046,data.gov.tn 2024
10631734,631734,E.P.IBN KHALDOUN ,م.إ.  ابن خلدون,École Primaire Publique,مدرسة ابتدائية,MEDENINE NORD,مدنين الشمالية,Médenine,مدنين,Zone Communale,منطقة بلدية,33.359133,10.47376479,data.gov.tn 2024
10631735,631735,E.P.SAIKHA,م.إ.  الصايخة,École Primaire Publique,مدرسة ابتدائية,MEDENINE NORD,مدنين الشمالية,Médenine,مدنين,Zone Non Communale,منطقة غير بلدية,33.411034,10.28553624,data.gov.tn 2024
