学校コード (Code école),学校名 (Nom école),都道府県番号 (N° préfecture),都道府県名 (Préfecture),学校所在地 (Adresse),郵便番号 (Code postal),設置区分 (Type gestion),設置区分名 (Gestion),本分校 (Statut),本分校区分 (Statut nom),学校種 (Type école),属性情報設定年月日 (Date enregistrement),属性情報廃止年月日 (Date fermeture),旧学校調査番号 (Ancien numéro),移行後の学校コード (Code école successeur)
B101210770196,札幌市立八軒北小学校,01(北海道),北海道,北海道札幌市西区八軒８条西６丁目１番１号,630848,2(公),公,1(本),本,B1(小学校),2020/12/22,,012905,
B101210770203,札幌市立平和小学校,01(北海道),北海道,北海道札幌市西区平和３条８丁目２－１,630023,2(公),公,1(本),本,B1(小学校),2020/12/22,,012906,
B101210845017,札幌市立信濃小学校,01(北海道),北海道,北海道札幌市厚別区厚別中央４条３丁目６番１号,40054,2(公),公,1(本),本,B1(小学校),2020/12/22,,010040,
B101210845026,札幌市立小野幌小学校,01(北海道),北海道,北海道札幌市厚別区厚別東２条４丁目５番１号,40002,2(公),公,1(本),本,B1(小学校),2020/12/22,,010043,
B101210845062,札幌市立共栄小学校,01(北海道),北海道,北海道札幌市厚別区厚別南２丁目２１－２２,40022,2(公),公,1(本),本,B1(小学校),2020/12/22,,012814,
B101210845080,札幌市立ひばりが丘小学校,01(北海道),北海道,北海道札幌市厚別区厚別中央２条４丁目３番１号,40052,2(公),公,1(本),本,B1(小学校),2020/12/22,,012836,
B101210845115,札幌市立厚別西小学校,01(北海道),北海道,北海道札幌市厚別区厚別西３条１丁目３－１,40063,2(公),公,1(本),本,B1(小学校),2020/12/22,,012912,
B101210845124,札幌市立厚別北小学校,01(北海道),北海道,北海道札幌市厚別区厚別北２条３丁目３番１号,40072,2(公),公,1(本),本,B1(小学校),2020/12/22,,012930,
B101210845133,札幌市立大谷地東小学校,01(北海道),北海道,北海道札幌市厚別区大谷地東５丁目８－１,40041,2(公),公,1(本),本,B1(小学校),2020/12/22,,012938,
B101210845151,札幌市立厚別通小学校,01(北海道),北海道,北海道札幌市厚別区厚別西４条３丁目１０番３０号,40064,2(公),公,1(本),本,B1(小学校),2020/12/22,,012960,
B101210845179,札幌市立厚別東小学校,01(北海道),北海道,北海道札幌市厚別区厚別東４条８丁目１番１号,40004,2(公),公,1(本),本,B1(小学校),2020/12/22,,012973,
B101210845188,札幌市立もみじの丘小学校,01(北海道),北海道,北海道札幌市厚別区もみじ台東４丁目５番１号,40011,2(公),公,1(本),本,B1(小学校),2020/12/22,,013029,
B101210845197,札幌市立もみじの森小学校,01(北海道),北海道,北海道札幌市厚別区もみじ台西３丁目,40013,2(公),公,1(本),本,B1(小学校),2020/12/22,,013030,
B101210845204,札幌市立ノホロの丘小学校,01(北海道),北海道,北海道札幌市厚別区上野幌２条４丁目５番１号,40032,2(公),公,1(本),本,B1(小学校),2020/12/22,,013051,
B101210845213,札幌市立新札幌わかば小学校,01(北海道),北海道,北海道札幌市厚別区厚別南７丁目９－１,40022,2(公),公,1(本),本,B1(小学校),2020/12/22,,013054,
B101210975019,札幌市立手稲中央小学校,01(北海道),北海道,北海道札幌市手稲区手稲本町３条２丁目６番１号,60023,2(公),公,1(本),本,B1(小学校),2020/12/22,,010099,
B101210975028,札幌市立手稲西小学校,01(北海道),北海道,北海道札幌市手稲区金山３条２丁目８番６０号,60043,2(公),公,1(本),本,B1(小学校),2020/12/22,,010101,
B101210975037,札幌市立手稲北小学校,01(北海道),北海道,北海道札幌市手稲区手稲山口６５３番地２号,60860,2(公),公,1(本),本,B1(小学校),2020/12/22,,010102,
B101210975046,札幌市立手稲鉄北小学校,01(北海道),北海道,北海道札幌市手稲区前田２条１２丁目１番２号,60812,2(公),公,1(本),本,B1(小学校),2020/12/22,,010103,
B101210975055,札幌市立手稲山口小学校,01(北海道),北海道,北海道札幌市手稲区曙１１条２丁目７番１号,60841,2(公),公,1(本),本,B1(小学校),2020/12/22,,012824,
B101210975064,札幌市立富丘小学校,01(北海道),北海道,北海道札幌市手稲区富丘１条６丁目４番１号,60011,2(公),公,1(本),本,B1(小学校),2020/12/22,,012844,
B101210975073,札幌市立前田小学校,01(北海道),北海道,北海道札幌市手稲区前田６条１１丁目３番１号,60816,2(公),公,1(本),本,B1(小学校),2020/12/22,,012845,
B101210975082,札幌市立前田北小学校,01(北海道),北海道,北海道札幌市手稲区前田１０条１８丁目４番１号,60820,2(公),公,1(本),本,B1(小学校),2020/12/22,,012867,
B101210975091,札幌市立新陵小学校,01(北海道),北海道,北海道札幌市手稲区新発寒６条６丁目３番１号,60806,2(公),公,1(本),本,B1(小学校),2020/12/22,,012915,
B101210975108,札幌市立稲穂小学校,01(北海道),北海道,北海道札幌市手稲区稲穂４条５丁目１２－５,60034,2(公),公,1(本),本,B1(小学校),2020/12/22,,012931,
B101210975117,札幌市立前田中央小学校,01(北海道),北海道,北海道札幌市手稲区前田８条１２丁目２番１号,60818,2(公),公,1(本),本,B1(小学校),2020/12/22,,012932,
B101210975126,札幌市立稲積小学校,01(北海道),北海道,北海道札幌市手稲区前田５条７丁目１－１,60815,2(公),公,1(本),本,B1(小学校),2020/12/22,,012940,
B101210975135,札幌市立新発寒小学校,01(北海道),北海道,北海道札幌市手稲区新発寒２条２丁目１１１５番地３０７,60802,2(公),公,1(本),本,B1(小学校),2020/12/22,,012950,
B101210975144,札幌市立西宮の沢小学校,01(北海道),北海道,北海道札幌市手稲区西宮の沢２条４丁目１５番１号,60002,2(公),公,1(本),本,B1(小学校),2020/12/22,,012956,
B101210975153,札幌市立新陵東小学校,01(北海道),北海道,北海道札幌市手稲区新発寒５条４丁目２番１号,60805,2(公),公,1(本),本,B1(小学校),2020/12/22,,012962,
B101210975162,札幌市立星置東小学校,01(北海道),北海道,北海道札幌市手稲区星置２条１丁目６の１,60852,2(公),公,1(本),本,B1(小学校),2020/12/22,,012975,
B101211055010,札幌市立清田小学校,01(北海道),北海道,北海道札幌市清田区清田１条４丁目３番３０号,40841,2(公),公,1(本),本,B1(小学校),2020/12/22,,010072,
B101211055029,札幌市立有明小学校,01(北海道),北海道,北海道札幌市清田区有明１４１番地２,40821,2(公),公,1(本),本,B1(小学校),2020/12/22,,010079,
B101211055038,札幌市立三里塚小学校,01(北海道),北海道,北海道札幌市清田区里塚２条６丁目７－１,40802,2(公),公,1(本),本,B1(小学校),2020/12/22,,010080,
B101211055047,札幌市立北野小学校,01(北海道),北海道,北海道札幌市清田区北野３条２丁目１０の１,40863,2(公),公,1(本),本,B1(小学校),2020/12/22,,012822,
B101211055056,札幌市立清田南小学校,01(北海道),北海道,北海道札幌市清田区清田５条２丁目１８－１,40845,2(公),公,1(本),本,B1(小学校),2020/12/22,,012830,
B101211055065,札幌市立北野台小学校,01(北海道),北海道,北海道札幌市清田区北野４条５丁目４番８０号,40864,2(公),公,1(本),本,B1(小学校),2020/12/22,,012855,
B101211055074,札幌市立北野平小学校,01(北海道),北海道,北海道札幌市清田区北野２条３丁目７番１号,40862,2(公),公,1(本),本,B1(小学校),2020/12/22,,012879,
B101211055083,札幌市立清田緑小学校,01(北海道),北海道,北海道札幌市清田区清田７条３丁目１２番３０号,40847,2(公),公,1(本),本,B1(小学校),2020/12/22,,012904,
B101211055092,札幌市立平岡小学校,01(北海道),北海道,北海道札幌市清田区平岡９条２丁目５番１号,40879,2(公),公,1(本),本,B1(小学校),2020/12/22,,012914,
B101211055109,札幌市立真栄小学校,01(北海道),北海道,北海道札幌市清田区美しが丘１条１丁目１－１０,40811,2(公),公,1(本),本,B1(小学校),2020/12/22,,012939,
B101211055118,札幌市立平岡南小学校,01(北海道),北海道,北海道札幌市清田区平岡２条６丁目２番１号,40872,2(公),公,1(本),本,B1(小学校),2020/12/22,,012949,
B101211055127,札幌市立平岡中央小学校,01(北海道),北海道,北海道札幌市清田区平岡５条３丁目,40875,2(公),公,1(本),本,B1(小学校),2020/12/22,,012955,
B101211055136,札幌市立美しが丘小学校,01(北海道),北海道,北海道札幌市清田区美しが丘２条５丁目１番１号,40812,2(公),公,1(本),本,B1(小学校),2020/12/22,,012974,
B101211055145,札幌市立平岡公園小学校,01(北海道),北海道,北海道札幌市清田区平岡公園東５丁目９番１号,40882,2(公),公,1(本),本,B1(小学校),2020/12/22,,012983,
B101211055154,札幌市立美しが丘緑小学校,01(北海道),北海道,北海道札幌市清田区美しが丘４条５丁目８－１,40814,2(公),公,1(本),本,B1(小学校),2020/12/22,,012989,
B101220200015,函館市立弥生小学校,01(北海道),北海道,北海道函館市弥生町４番１６号,400056,2(公),公,1(本),本,B1(小学校),2020/12/22,,010131,
B101220200024,函館市立青柳小学校,01(北海道),北海道,北海道函館市青柳町２２番１３号,400044,2(公),公,1(本),本,B1(小学校),2020/12/22,,010130,
B101220200033,函館市立あさひ小学校,01(北海道),北海道,北海道函館市大森町６番１１号,400034,2(公),公,1(本),本,B1(小学校),2020/12/22,,013001,
B101220200042,函館市立中部小学校,01(北海道),北海道,北海道函館市新川町３０－２６,400032,2(公),公,1(本),本,B1(小学校),2020/12/22,,010165,
B101220200051,函館市立北星小学校,01(北海道),北海道,北海道函館市大縄町２４番２６号,400062,2(公),公,1(本),本,B1(小学校),2020/12/22,,012942,
B101220200060,函館市立八幡小学校,01(北海道),北海道,北海道函館市八幡町１５番３０号,400083,2(公),公,1(本),本,B1(小学校),2020/12/22,,010149,
B101220200079,函館市立万年橋小学校,01(北海道),北海道,北海道函館市吉川町６番２２号,400077,2(公),公,1(本),本,B1(小学校),2020/12/22,,010148,
B101220200088,函館市立港小学校,01(北海道),北海道,北海道函館市港町１丁目２２番地１号,410821,2(公),公,1(本),本,B1(小学校),2020/12/22,,010150,
B101220200097,函館市立中島小学校,01(北海道),北海道,北海道函館市中島町３０番５号,400014,2(公),公,1(本),本,B1(小学校),2020/12/22,,010142,
B101220200104,函館市立千代田小学校,01(北海道),北海道,北海道函館市梁川町２３番４号,400015,2(公),公,1(本),本,B1(小学校),2020/12/22,,010144,
B101220200113,函館市立柏野小学校,01(北海道),北海道,北海道函館市松陰町５番１０号,400003,2(公),公,1(本),本,B1(小学校),2020/12/22,,010145,
B101220200122,函館市立大森浜小学校,01(北海道),北海道,北海道函館市金堀町３番１号,420944,2(公),公,1(本),本,B1(小学校),2020/12/22,,013052,
B101220200131,函館市立駒場小学校,01(北海道),北海道,北海道函館市駒場町１番６号,420935,2(公),公,1(本),本,B1(小学校),2020/12/22,,010146,
B101220200140,函館市立深堀小学校,01(北海道),北海道,北海道函館市深堀町１４－２,420941,2(公),公,1(本),本,B1(小学校),2020/12/22,,010160,
B101220200159,函館市立日吉が丘小学校,01(北海道),北海道,北海道函館市日吉町２丁目３４番１号,410841,2(公),公,1(本),本,B1(小学校),2020/12/22,,010152,
B101220200168,函館市立北日吉小学校,01(北海道),北海道,北海道函館市日吉町４丁目５番５号,410841,2(公),公,1(本),本,B1(小学校),2020/12/22,,010162,
B101220200177,函館市立湯川小学校,01(北海道),北海道,北海道函館市湯川町３丁目４２番１号,420932,2(公),公,1(本),本,B1(小学校),2020/12/22,,010151,
B101220200186,函館市立高丘小学校,01(北海道),北海道,北海道函館市高丘町３番２号,420955,2(公),公,1(本),本,B1(小学校),2020/12/22,,010163,
B101220200195,函館市立上湯川小学校,01(北海道),北海道,北海道函館市上湯川町２９５番地,420914,2(公),公,1(本),本,B1(小学校),2020/12/22,,010159,
B101220200202,函館市立旭岡小学校,01(北海道),北海道,北海道函館市旭丘町１丁目３３番地の１,420915,2(公),公,1(本),本,B1(小学校),2020/12/22,,010167,
B101220200211,函館市立鱒川小学校,01(北海道),北海道,北海道函館市鱒川町９１番地,420907,2(公),公,1(本),本,B1(小学校),2020/12/22,,010154,
B101220200220,函館市立東小学校,01(北海道),北海道,北海道函館市銭亀町３３９番地,420922,2(公),公,9(廃),廃,B1(小学校),2020/12/22,2022/5/1,010161,B101220200444
B101220200239,函館市立石崎小学校,01(北海道),北海道,北海道函館市石崎町４３８番地,410261,2(公),公,9(廃),廃,B1(小学校),2020/12/22,2022/5/1,010158,B101220200444
B101220200248,函館市立桔梗小学校,01(北海道),北海道,北海道函館市桔梗１丁目１３番２号,410801,2(公),公,1(本),本,B1(小学校),2020/12/22,,010961,
B101220200257,函館市立中の沢小学校,01(北海道),北海道,北海道函館市桔梗５丁目２５－５,410801,2(公),公,1(本),本,B1(小学校),2020/12/22,,010967,
B101220200266,函館市立北昭和小学校,01(北海道),北海道,北海道函館市昭和４丁目３８番１号,410812,2(公),公,1(本),本,B1(小学校),2020/12/22,,010164,
B101220200275,函館市立昭和小学校,01(北海道),北海道,北海道函館市昭和１丁目５番５号,410812,2(公),公,1(本),本,B1(小学校),2020/12/22,,010966,
B101220200284,函館市立亀田小学校,01(北海道),北海道,北海道函館市富岡町１丁目１８－１,410811,2(公),公,1(本),本,B1(小学校),2020/12/22,,010962,
B101220200293,函館市立赤川小学校,01(北海道),北海道,北海道函館市赤川町３６７番地,410804,2(公),公,1(本),本,B1(小学校),2020/12/22,,010963,
B101220200300,函館市立中央小学校,01(北海道),北海道,北海道函館市美原２丁目２８番１号,410806,2(公),公,1(本),本,B1(小学校),2020/12/22,,010969,
